level,group,instrument,signal,sizing,window,n_days,sharpe_gross,sharpe_net,ann_ret_gross,ann_ret_net,ann_vol,max_dd_net,win_rate,profit_factor,t_stat_net,turnover_ann,af
instrument,forex,EURUSD,10,fixed,5y,1299,-0.313855,-0.405868,-0.026128,-0.033050,0.075739,0.210415,0.481110,0.932207,-0.921486,71.057011,252
instrument,forex,EURUSD,10,fixed,3y,777,-0.250583,-0.345644,-0.019454,-0.026009,0.069303,0.149240,0.474839,0.948019,-0.606931,66.247423,252
instrument,forex,EURUSD,10,fixed,1y,260,-1.515660,-1.662648,-0.090624,-0.099421,0.061823,0.115622,0.449612,0.754384,-1.688834,97.297297,252
instrument,forex,EURUSD,10,fixed,IS,1275,0.050089,-0.046950,0.000997,-0.006111,0.073330,0.184691,0.494462,0.992109,-0.105607,71.010989,252
instrument,forex,EURUSD,10,fixed,OOS,547,-0.750811,-0.854572,-0.054616,-0.061933,0.071795,0.147207,0.458716,0.860023,-1.259048,77.538462,252
instrument,forex,EURUSD,10,fixed,full,1822,-0.186831,-0.285827,-0.016035,-0.023210,0.072872,0.210415,0.483978,0.952534,-0.768558,72.929160,252
instrument,forex,EURUSD,10,vol,5y,1299,-0.257801,-0.358363,-0.049887,-0.064831,0.153949,0.384794,0.481110,0.940363,-0.813630,157.233076,252
instrument,forex,EURUSD,10,vol,3y,777,-0.298561,-0.401407,-0.055741,-0.070957,0.153853,0.339336,0.474839,0.939832,-0.704847,159.650283,252
instrument,forex,EURUSD,10,vol,1y,260,-1.378429,-1.530964,-0.186982,-0.205810,0.143722,0.239171,0.449612,0.771069,-1.555076,233.583196,252
instrument,forex,EURUSD,10,vol,IS,1275,0.303837,0.202200,0.034843,0.019297,0.150164,0.281557,0.496705,1.035139,0.454816,150.269237,252
instrument,forex,EURUSD,10,vol,OOS,547,-0.857794,-0.970968,-0.133973,-0.149860,0.154812,0.329153,0.458716,0.843637,-1.430534,183.850442,252
instrument,forex,EURUSD,10,vol,full,1822,-0.052162,-0.157502,-0.019032,-0.034749,0.151622,0.384794,0.485227,0.973598,-0.423505,160.256009,252
instrument,forex,EURUSD,20,fixed,5y,1299,0.149353,0.095498,0.008454,0.004375,0.075568,0.118331,0.484592,1.015211,0.216820,40.382126,252
instrument,forex,EURUSD,20,fixed,3y,777,0.297045,0.240739,0.018271,0.014366,0.069163,0.093101,0.484536,1.036180,0.422723,38.319588,252
instrument,forex,EURUSD,20,fixed,1y,260,-0.445695,-0.509691,-0.028974,-0.032934,0.061945,0.060832,0.490347,0.915955,-0.517718,40.864865,252
instrument,forex,EURUSD,20,fixed,IS,1275,-0.138641,-0.202815,-0.012659,-0.017330,0.073049,0.191327,0.482456,0.966103,-0.456201,47.274725,252
instrument,forex,EURUSD,20,fixed,OOS,547,0.221924,0.165940,0.013407,0.009382,0.071735,0.093101,0.489011,1.025321,0.244481,39.692308,252
instrument,forex,EURUSD,20,fixed,full,1822,-0.031756,-0.093525,-0.004905,-0.009386,0.072641,0.191327,0.484731,0.984193,-0.251479,44.975288,252
instrument,forex,EURUSD,20,vol,5y,1299,0.036620,-0.025701,-0.006070,-0.015603,0.153620,0.232196,0.484592,0.994283,-0.058351,95.614467,252
instrument,forex,EURUSD,20,vol,3y,777,0.216102,0.154177,0.021626,0.011995,0.153485,0.187138,0.484536,1.020266,0.270726,94.021590,252
instrument,forex,EURUSD,20,vol,1y,260,-0.493640,-0.560874,-0.077780,-0.087006,0.143851,0.149100,0.490347,0.908370,-0.569707,100.018545,252
instrument,forex,EURUSD,20,vol,IS,1275,-0.247163,-0.318007,-0.046934,-0.057218,0.149923,0.388862,0.481054,0.947281,-0.715305,107.689707,252
instrument,forex,EURUSD,20,vol,OOS,547,0.105118,0.042665,0.004374,-0.005311,0.154660,0.187138,0.489011,1.002798,0.062858,96.160087,252
instrument,forex,EURUSD,20,vol,full,1822,-0.139100,-0.207381,-0.031812,-0.041925,0.151327,0.388862,0.483816,0.965337,-0.557626,104.174046,252
instrument,forex,EURUSD,40,fixed,5y,1299,0.175749,0.132253,0.010462,0.007164,0.075468,0.150859,0.467643,1.021560,0.300270,32.616333,252
instrument,forex,EURUSD,40,fixed,3y,777,-0.092011,-0.148094,-0.008676,-0.012538,0.069117,0.120504,0.456186,0.980759,-0.260044,38.319588,252
instrument,forex,EURUSD,40,fixed,1y,260,-1.637338,-1.703709,-0.097366,-0.101396,0.061628,0.118656,0.397683,0.749449,-1.730541,44.756757,252
instrument,forex,EURUSD,40,fixed,IS,1275,0.059286,0.013664,0.001677,-0.001635,0.072551,0.110803,0.482982,1.002391,0.030735,33.032967,252
instrument,forex,EURUSD,40,fixed,OOS,547,0.134587,0.086700,0.007101,0.003662,0.071664,0.120504,0.452381,1.011409,0.127736,34.153846,252
instrument,forex,EURUSD,40,fixed,full,1822,0.081716,0.035412,0.003303,-0.000048,0.072266,0.150859,0.473891,1.006122,0.095218,33.350906,252
instrument,forex,EURUSD,40,vol,5y,1299,0.057176,0.002688,-0.002923,-0.011258,0.153434,0.339252,0.467643,0.999025,0.006103,83.467002,252
instrument,forex,EURUSD,40,vol,3y,777,-0.253459,-0.319411,-0.049173,-0.058914,0.153390,0.290969,0.456186,0.953096,-0.560868,100.862188,252
instrument,forex,EURUSD,40,vol,1y,260,-1.332621,-1.399363,-0.181729,-0.190091,0.143297,0.227015,0.397683,0.788647,-1.421401,102.337297,252
instrument,forex,EURUSD,40,vol,IS,1275,-0.117117,-0.173611,-0.028217,-0.036515,0.149790,0.258106,0.483526,0.970908,-0.390511,85.176191,252
instrument,forex,EURUSD,40,vol,OOS,547,0.013379,-0.042727,-0.009701,-0.018310,0.154517,0.227223,0.452381,0.988318,-0.062950,86.792172,252
instrument,forex,EURUSD,40,vol,full,1822,-0.077096,-0.133481,-0.022695,-0.031085,0.151183,0.339252,0.474162,0.977578,-0.358915,85.614407,252
instrument,forex,EURUSD,60,fixed,5y,1299,0.255287,0.214744,0.016533,0.013451,0.075459,0.166420,0.479199,1.036005,0.487557,30.286595,252
instrument,forex,EURUSD,60,fixed,3y,777,-0.146867,-0.204701,-0.012419,-0.016394,0.069113,0.112018,0.466495,0.971111,-0.359443,40.268041,252
instrument,forex,EURUSD,60,fixed,1y,260,-0.673275,-0.749994,-0.042493,-0.047132,0.061827,0.069797,0.459459,0.879825,-0.761806,48.648649,252
instrument,forex,EURUSD,60,fixed,IS,1275,-0.214787,-0.261130,-0.017908,-0.021233,0.072211,0.153233,0.481878,0.955872,-0.587369,33.824176,252
instrument,forex,EURUSD,60,fixed,OOS,547,0.231496,0.180841,0.014102,0.010454,0.071646,0.069797,0.467033,1.027927,0.266434,36.000000,252
instrument,forex,EURUSD,60,fixed,full,1822,-0.081556,-0.129194,-0.008405,-0.011826,0.072028,0.166420,0.477570,0.977981,-0.347389,34.457990,252
instrument,forex,EURUSD,60,vol,5y,1299,0.160582,0.110020,0.012983,0.005160,0.153376,0.332534,0.479199,1.017153,0.249790,77.129271,252
instrument,forex,EURUSD,60,vol,3y,777,-0.265839,-0.333418,-0.050970,-0.060916,0.153354,0.248495,0.466495,0.950671,-0.585463,104.831632,252
instrument,forex,EURUSD,60,vol,1y,260,-0.690995,-0.777130,-0.103424,-0.114712,0.143551,0.165068,0.459459,0.875963,-0.789369,126.610018,252
instrument,forex,EURUSD,60,vol,IS,1275,-0.283833,-0.340037,-0.052120,-0.060219,0.149730,0.325265,0.481878,0.943729,-0.764858,85.288784,252
instrument,forex,EURUSD,60,vol,OOS,547,0.065230,0.004401,-0.001749,-0.011119,0.154462,0.165068,0.467033,0.996279,0.006483,93.883952,252
instrument,forex,EURUSD,60,vol,full,1822,-0.176758,-0.234395,-0.037270,-0.045740,0.151131,0.341742,0.477570,0.960916,-0.630264,87.819545,252
instrument,forex,EURUSD,120,fixed,5y,1299,0.137707,0.111274,0.007562,0.005563,0.075329,0.205283,0.484965,1.017983,0.252638,19.802773,252
instrument,forex,EURUSD,120,fixed,3y,777,-0.204813,-0.243951,-0.016310,-0.018996,0.068899,0.150725,0.470968,0.953360,-0.428365,27.278351,252
instrument,forex,EURUSD,120,fixed,1y,260,-0.016988,-0.057712,-0.002942,-0.005458,0.061836,0.044435,0.478764,0.988307,-0.058621,25.297297,252
instrument,forex,EURUSD,120,fixed,IS,1275,0.176220,0.151412,0.010090,0.008308,0.071520,0.165631,0.491761,1.027238,0.340577,17.604396,252
instrument,forex,EURUSD,120,fixed,OOS,547,0.218681,0.191365,0.013171,0.011206,0.071586,0.066872,0.483516,1.029797,0.281939,19.384615,252
instrument,forex,EURUSD,120,fixed,full,1822,0.189026,0.163459,0.011014,0.009177,0.071520,0.205283,0.489412,1.029132,0.439525,18.128501,252
instrument,forex,EURUSD,120,vol,5y,1299,0.141437,0.107062,0.010001,0.004697,0.153070,0.368226,0.484965,1.016698,0.243075,52.344028,252
instrument,forex,EURUSD,120,vol,3y,777,-0.312689,-0.359460,-0.057609,-0.064469,0.152886,0.335101,0.470968,0.934712,-0.631191,72.622422,252
instrument,forex,EURUSD,120,vol,1y,260,0.203695,0.155271,0.019158,0.012113,0.143566,0.104474,0.478764,1.025164,0.157716,69.275053,252
instrument,forex,EURUSD,120,vol,IS,1275,0.247565,0.215990,0.025936,0.021201,0.147141,0.301485,0.491761,1.038634,0.485835,46.004194,252
instrument,forex,EURUSD,120,vol,OOS,547,0.199112,0.162955,0.019017,0.013358,0.154323,0.145084,0.483516,1.023539,0.240083,55.404318,252
instrument,forex,EURUSD,120,vol,full,1822,0.232541,0.199540,0.023854,0.018840,0.149291,0.368226,0.489412,1.035279,0.536543,48.797882,252
instrument,forex,EURUSD,180,fixed,5y,1299,0.287025,0.262538,0.018964,0.017101,0.075407,0.139378,0.499230,1.046880,0.596070,18.249615,252
instrument,forex,EURUSD,180,fixed,3y,777,-0.094235,-0.126944,-0.008830,-0.011086,0.069066,0.106534,0.484536,0.972685,-0.222907,22.731959,252
instrument,forex,EURUSD,180,fixed,1y,260,-0.151143,-0.166812,-0.011165,-0.012124,0.061740,0.049849,0.471042,0.970340,-0.169439,9.729730,252
instrument,forex,EURUSD,180,fixed,IS,1275,0.461580,0.443543,0.030390,0.029104,0.070237,0.117713,0.509141,1.083681,0.997679,12.461538,252
instrument,forex,EURUSD,180,fixed,OOS,547,0.132671,0.110608,0.006960,0.005377,0.071597,0.055843,0.489011,1.015598,0.162959,15.692308,252
instrument,forex,EURUSD,180,fixed,full,1822,0.361629,0.342310,0.023299,0.021922,0.070632,0.139378,0.502742,1.062928,0.920436,13.423394,252
instrument,forex,EURUSD,180,vol,5y,1299,0.346755,0.316265,0.042241,0.037420,0.153232,0.232963,0.499230,1.055947,0.718050,46.121482,252
instrument,forex,EURUSD,180,vol,3y,777,-0.098582,-0.136044,-0.026408,-0.032043,0.153222,0.225458,0.484536,0.970980,-0.238885,57.715050,252
instrument,forex,EURUSD,180,vol,1y,260,0.008563,-0.009845,-0.008949,-0.011567,0.143372,0.122197,0.471042,0.997019,-0.010000,26.486635,252
instrument,forex,EURUSD,180,vol,IS,1275,0.572261,0.549197,0.073681,0.070223,0.141846,0.197293,0.509141,1.103331,1.235330,32.143834,252
instrument,forex,EURUSD,180,vol,OOS,547,0.114380,0.087504,0.005783,0.001612,0.154293,0.125950,0.489011,1.010484,0.128920,41.301728,252
instrument,forex,EURUSD,180,vol,full,1822,0.426403,0.402072,0.052829,0.049145,0.145664,0.232963,0.502742,1.073417,1.081129,34.872504,252
instrument,forex,EURUSD,250,fixed,5y,1299,0.151495,0.135423,0.008616,0.007399,0.075395,0.201076,0.487673,1.024484,0.307466,12.036980,252
instrument,forex,EURUSD,250,fixed,3y,777,0.089635,0.071684,0.003816,0.002575,0.069020,0.095927,0.480670,1.006479,0.125873,12.340206,252
instrument,forex,EURUSD,250,fixed,1y,260,-0.167054,-0.170194,-0.012134,-0.012325,0.061727,0.048473,0.447876,0.969792,-0.172875,1.945946,252
instrument,forex,EURUSD,250,fixed,IS,1275,0.227823,0.212491,0.013009,0.011986,0.066453,0.176486,0.505859,1.040412,0.477965,10.087912,252
instrument,forex,EURUSD,250,fixed,OOS,547,0.150317,0.136015,0.008232,0.007206,0.071562,0.072405,0.467033,1.020045,0.200392,10.153846,252
instrument,forex,EURUSD,250,fixed,full,1822,0.203274,0.188268,0.011573,0.010548,0.068008,0.201076,0.492680,1.034798,0.506232,10.102142,252
instrument,forex,EURUSD,250,vol,5y,1299,0.213073,0.189857,0.021143,0.017527,0.153255,0.314934,0.487673,1.033813,0.431052,35.217870,252
instrument,forex,EURUSD,250,vol,3y,777,-0.006280,-0.030978,-0.012556,-0.016325,0.153216,0.213177,0.480670,0.988536,-0.054396,37.897497,252
instrument,forex,EURUSD,250,vol,1y,260,-0.074241,-0.081709,-0.020629,-0.021678,0.143329,0.125220,0.447876,0.985001,-0.082996,10.742208,252
instrument,forex,EURUSD,250,vol,IS,1275,0.380702,0.359068,0.043383,0.040354,0.135821,0.261059,0.505859,1.067931,0.807666,28.926065,252
instrument,forex,EURUSD,250,vol,OOS,547,0.002523,-0.017269,-0.011390,-0.014439,0.154304,0.166269,0.467033,0.992596,-0.025443,30.588683,252
instrument,forex,EURUSD,250,vol,full,1822,0.256425,0.235384,0.026628,0.023592,0.141589,0.314934,0.492680,1.043008,0.632923,29.409155,252
instrument,forex,EURUSD,composite,fixed,5y,1299,0.226806,0.184563,0.011473,0.009021,0.057645,0.119863,0.478533,1.037497,0.419033,24.268105,252
instrument,forex,EURUSD,composite,fixed,3y,777,0.012051,-0.042844,-0.000673,-0.003459,0.050820,0.086941,0.458967,0.989780,-0.075231,27.927835,252
instrument,forex,EURUSD,composite,fixed,1y,260,-0.469283,-0.531975,-0.020792,-0.023448,0.042879,0.036667,0.456731,0.900678,-0.540353,27.243243,252
instrument,forex,EURUSD,composite,fixed,IS,1275,0.280336,0.240263,0.012932,0.010900,0.050404,0.092153,0.501710,1.054673,0.540432,20.076923,252
instrument,forex,EURUSD,composite,fixed,OOS,547,0.266788,0.221503,0.013274,0.010755,0.055130,0.043848,0.460554,1.040874,0.326343,24.923077,252
instrument,forex,EURUSD,composite,fixed,full,1822,0.275847,0.234136,0.013035,0.010856,0.051853,0.119863,0.487751,1.051790,0.629568,21.518946,252
instrument,forex,EURUSD,composite,vol,5y,1299,0.183501,0.131839,0.014613,0.008604,0.115115,0.232110,0.478533,1.026304,0.299329,59.332716,252
instrument,forex,EURUSD,composite,vol,3y,777,-0.129988,-0.194742,-0.019706,-0.026583,0.108326,0.205780,0.458967,0.961580,-0.341956,70.369690,252
instrument,forex,EURUSD,composite,vol,1y,260,-0.374616,-0.442394,-0.041938,-0.048515,0.100939,0.080792,0.456731,0.916521,-0.449361,69.033010,252
instrument,forex,EURUSD,composite,vol,IS,1275,0.305391,0.257410,0.026302,0.021309,0.102159,0.165640,0.501710,1.057293,0.579003,48.695272,252
instrument,forex,EURUSD,composite,vol,OOS,547,0.125173,0.070553,0.007838,0.001553,0.114540,0.112007,0.460554,1.009199,0.103947,62.589137,252
instrument,forex,EURUSD,composite,vol,full,1822,0.246551,0.196496,0.020724,0.015337,0.105998,0.232110,0.487751,1.042733,0.528358,52.834864,252
instrument,forex,EURUSD,buyhold,long1x,5y,1299,-0.046256,-0.046256,-0.006299,-0.006299,0.075339,0.193123,0.476888,0.993306,-0.105019,0.000000,252
instrument,forex,EURUSD,buyhold,long1x,3y,777,0.268202,0.268202,0.016249,0.016249,0.068938,0.088379,0.474227,1.041059,0.470947,0.000000,252
instrument,forex,EURUSD,buyhold,long1x,1y,260,-0.410256,-0.410256,-0.026847,-0.026847,0.061710,0.055204,0.459459,0.931442,-0.416717,0.000000,252
instrument,forex,EURUSD,buyhold,long1x,IS,1275,-0.065378,-0.065378,-0.007411,-0.007411,0.073019,0.222421,0.494505,0.989006,-0.147057,0.000000,252
instrument,forex,EURUSD,buyhold,long1x,OOS,547,0.402275,0.402275,0.026552,0.026552,0.071476,0.084599,0.470696,1.067909,0.592674,0.000000,252
instrument,forex,EURUSD,buyhold,long1x,full,1822,0.072940,0.072940,0.002666,0.002666,0.072546,0.222421,0.487644,1.012468,0.196129,0.000000,252
instrument,forex,GBPUSD,10,fixed,5y,1299,0.218587,0.139298,0.014992,0.008249,0.084693,0.155759,0.501541,1.024191,0.316264,66.397535,252
instrument,forex,GBPUSD,10,fixed,3y,777,-0.131851,-0.235319,-0.011595,-0.018841,0.070331,0.104499,0.498711,0.967710,-0.413207,72.742268,252
instrument,forex,GBPUSD,10,fixed,1y,260,-0.594429,-0.702002,-0.040807,-0.047868,0.066709,0.081161,0.471042,0.894106,-0.713058,73.945946,252
instrument,forex,GBPUSD,10,fixed,IS,1275,0.061486,-0.013663,0.001393,-0.005644,0.093676,0.211374,0.491297,0.997633,-0.030733,70.219780,252
instrument,forex,GBPUSD,10,fixed,OOS,547,-0.287795,-0.389555,-0.022645,-0.029851,0.071280,0.099102,0.485348,0.935063,-0.573934,73.846154,252
instrument,forex,GBPUSD,10,fixed,full,1822,-0.024198,-0.105460,-0.005885,-0.012975,0.087540,0.211374,0.489785,0.981852,-0.283571,71.268534,252
instrument,forex,GBPUSD,10,vol,5y,1299,0.284564,0.195573,0.032757,0.018564,0.156568,0.232302,0.501541,1.032995,0.444030,137.338694,252
instrument,forex,GBPUSD,10,vol,3y,777,-0.062555,-0.167080,-0.021065,-0.036878,0.153999,0.205462,0.498711,0.978398,-0.293383,160.301826,252
instrument,forex,GBPUSD,10,vol,1y,260,-0.497556,-0.607594,-0.081876,-0.097323,0.150038,0.162613,0.471042,0.906848,-0.617163,169.209475,252
instrument,forex,GBPUSD,10,vol,IS,1275,0.164297,0.080934,0.013571,0.000657,0.153900,0.329291,0.492586,1.014300,0.182048,127.314668,252
instrument,forex,GBPUSD,10,vol,OOS,547,-0.224617,-0.329229,-0.045133,-0.060730,0.154218,0.205462,0.485348,0.943826,-0.485055,163.592044,252
instrument,forex,GBPUSD,10,vol,full,1822,0.047493,-0.042392,-0.004422,-0.018183,0.153964,0.329291,0.490630,0.992796,-0.113987,138.122601,252
instrument,forex,GBPUSD,20,fixed,5y,1299,0.009859,-0.047518,-0.002714,-0.007559,0.084567,0.141945,0.493066,0.991707,-0.107885,48.536210,252
instrument,forex,GBPUSD,20,fixed,3y,777,0.236034,0.168671,0.014163,0.009421,0.070163,0.078120,0.493557,1.022232,0.296177,46.762887,252
instrument,forex,GBPUSD,20,fixed,1y,260,-0.315622,-0.395807,-0.022897,-0.028204,0.066679,0.066297,0.486486,0.940079,-0.402041,54.486486,252
instrument,forex,GBPUSD,20,fixed,IS,1275,0.056572,0.006616,0.000947,-0.003713,0.093241,0.208017,0.493620,1.001209,0.014881,46.483516,252
instrument,forex,GBPUSD,20,fixed,OOS,547,-0.138628,-0.208081,-0.012258,-0.017179,0.071133,0.078120,0.485348,0.963206,-0.306567,49.846154,252
instrument,forex,GBPUSD,20,fixed,full,1822,0.008420,-0.046022,-0.003036,-0.007775,0.087176,0.208017,0.491394,0.992029,-0.123748,47.466227,252
instrument,forex,GBPUSD,20,vol,5y,1299,-0.123359,-0.192560,-0.030859,-0.041452,0.156433,0.287539,0.493066,0.968253,-0.437191,109.055278,252
instrument,forex,GBPUSD,20,vol,3y,777,0.158645,0.085954,0.012670,0.001420,0.153714,0.180416,0.493557,1.008611,0.150929,110.948331,252
instrument,forex,GBPUSD,20,vol,1y,260,-0.421719,-0.507028,-0.071442,-0.083587,0.150001,0.152630,0.486486,0.922042,-0.515013,131.156250,252
instrument,forex,GBPUSD,20,vol,IS,1275,0.129951,0.069167,0.008253,-0.001141,0.153768,0.328022,0.497529,1.012219,0.155579,92.860018,252
instrument,forex,GBPUSD,20,vol,OOS,547,-0.260046,-0.334420,-0.050314,-0.061367,0.153951,0.173661,0.485348,0.943015,-0.492704,116.301662,252
instrument,forex,GBPUSD,20,vol,full,1822,0.012819,-0.052109,-0.009700,-0.019617,0.153791,0.328022,0.494037,0.991142,-0.140116,99.838266,252
instrument,forex,GBPUSD,40,fixed,5y,1299,-0.051668,-0.098379,-0.007878,-0.011812,0.084518,0.247977,0.489985,0.983049,-0.223360,39.605547,252
instrument,forex,GBPUSD,40,fixed,3y,777,-0.466781,-0.523642,-0.034465,-0.038417,0.070116,0.143006,0.475515,0.912306,-0.919486,40.917526,252
instrument,forex,GBPUSD,40,fixed,1y,260,-1.879686,-1.962745,-0.118568,-0.123867,0.066243,0.129700,0.436293,0.727676,-1.993656,60.324324,252
instrument,forex,GBPUSD,40,fixed,IS,1275,-0.264863,-0.306645,-0.028400,-0.032234,0.092817,0.230632,0.482982,0.946776,-0.689748,39.362637,252
instrument,forex,GBPUSD,40,fixed,OOS,547,-0.059662,-0.107487,-0.006714,-0.010107,0.071060,0.135759,0.489011,0.979173,-0.158362,34.153846,252
instrument,forex,GBPUSD,40,fixed,full,1822,-0.212762,-0.255753,-0.021940,-0.025643,0.086842,0.247977,0.485121,0.956138,-0.687692,37.779242,252
instrument,forex,GBPUSD,40,vol,5y,1299,-0.088372,-0.144335,-0.025564,-0.034151,0.156278,0.415351,0.489985,0.976085,-0.327699,87.899643,252
instrument,forex,GBPUSD,40,vol,3y,777,-0.552266,-0.613915,-0.091768,-0.100653,0.153563,0.327460,0.475515,0.898499,-1.077999,97.590041,252
instrument,forex,GBPUSD,40,vol,1y,260,-1.719501,-1.803239,-0.233977,-0.244238,0.149072,0.253004,0.436293,0.744736,-1.831638,134.432378,252
instrument,forex,GBPUSD,40,vol,IS,1275,-0.153131,-0.204103,-0.034564,-0.042228,0.153682,0.368252,0.485997,0.964951,-0.459098,79.069270,252
instrument,forex,GBPUSD,40,vol,OOS,547,-0.109340,-0.161666,-0.028103,-0.035999,0.153775,0.262220,0.489011,0.970072,-0.238184,81.068946,252
instrument,forex,GBPUSD,40,vol,full,1822,-0.140016,-0.191410,-0.032629,-0.040363,0.153668,0.415351,0.487223,0.967782,-0.514681,79.626033,252
instrument,forex,GBPUSD,60,fixed,5y,1299,-0.001709,-0.044420,-0.003690,-0.007290,0.084475,0.200379,0.494607,0.992501,-0.100852,36.110940,252
instrument,forex,GBPUSD,60,fixed,3y,777,-0.666112,-0.733718,-0.047805,-0.052440,0.070064,0.177913,0.463918,0.881373,-1.288366,48.711340,252
instrument,forex,GBPUSD,60,fixed,1y,260,-2.191372,-2.306682,-0.136198,-0.143391,0.066133,0.147146,0.401544,0.687775,-2.343010,83.675676,252
instrument,forex,GBPUSD,60,fixed,IS,1275,0.140019,0.115112,0.008684,0.006383,0.091934,0.138672,0.511532,1.021014,0.258926,22.747253,252
instrument,forex,GBPUSD,60,fixed,OOS,547,-0.588483,-0.665814,-0.043231,-0.048609,0.071048,0.152483,0.463370,0.893905,-0.980948,56.307692,252
instrument,forex,GBPUSD,60,fixed,full,1822,-0.040887,-0.078849,-0.007191,-0.010452,0.086194,0.200379,0.496877,0.986193,-0.212015,32.797364,252
instrument,forex,GBPUSD,60,vol,5y,1299,-0.085822,-0.140564,-0.025179,-0.033565,0.156211,0.380146,0.494607,0.976996,-0.319138,85.887250,252
instrument,forex,GBPUSD,60,vol,3y,777,-0.722807,-0.797523,-0.115124,-0.125573,0.153452,0.380146,0.463918,0.871711,-1.400404,118.142767,252
instrument,forex,GBPUSD,60,vol,1y,260,-2.092286,-2.211174,-0.274618,-0.288506,0.148848,0.299640,0.401544,0.696193,-2.245998,192.732136,252
instrument,forex,GBPUSD,60,vol,IS,1275,0.214535,0.182370,0.021394,0.016379,0.153479,0.193403,0.511532,1.032463,0.410211,48.886391,252
instrument,forex,GBPUSD,60,vol,OOS,547,-0.640499,-0.724809,-0.104070,-0.115965,0.153735,0.303243,0.463370,0.884764,-1.067866,133.062840,252
instrument,forex,GBPUSD,60,vol,full,1822,-0.042159,-0.090295,-0.018015,-0.025310,0.153566,0.380146,0.496877,0.984690,-0.242794,74.099223,252
instrument,forex,GBPUSD,120,fixed,5y,1299,-0.345942,-0.381706,-0.032192,-0.035165,0.084443,0.353553,0.493066,0.936376,-0.866629,30.674884,252
instrument,forex,GBPUSD,120,fixed,3y,777,-1.018913,-1.071057,-0.070914,-0.074475,0.069965,0.238547,0.475515,0.833627,-1.880714,38.319588,252
instrument,forex,GBPUSD,120,fixed,1y,260,-0.906939,-0.943227,-0.060450,-0.062823,0.066447,0.067568,0.463320,0.859575,-0.958082,25.297297,252
instrument,forex,GBPUSD,120,fixed,IS,1275,-0.221804,-0.243829,-0.023619,-0.025575,0.089747,0.266921,0.499133,0.956052,-0.548453,19.978022,252
instrument,forex,GBPUSD,120,fixed,OOS,547,-0.725409,-0.766758,-0.052449,-0.055336,0.070955,0.162989,0.474359,0.879151,-1.129671,30.461538,252
instrument,forex,GBPUSD,120,fixed,full,1822,-0.347480,-0.374381,-0.032366,-0.034607,0.084531,0.353553,0.491476,0.935054,-1.006671,23.110379,252
instrument,forex,GBPUSD,120,vol,5y,1299,-0.173044,-0.216770,-0.038341,-0.044963,0.156099,0.502496,0.493066,0.964645,-0.492158,68.746042,252
instrument,forex,GBPUSD,120,vol,3y,777,-0.990822,-1.047645,-0.150569,-0.158276,0.153200,0.456536,0.475515,0.836256,-1.839603,90.636887,252
instrument,forex,GBPUSD,120,vol,1y,260,-0.927570,-0.968952,-0.138852,-0.144420,0.149438,0.162046,0.463320,0.854426,-0.984212,64.658496,252
instrument,forex,GBPUSD,120,vol,IS,1275,0.023353,-0.005348,-0.007570,-0.011832,0.149245,0.343366,0.499133,0.999085,-0.012030,42.833959,252
instrument,forex,GBPUSD,120,vol,OOS,547,-0.680610,-0.727484,-0.109559,-0.116177,0.153529,0.336348,0.474359,0.884244,-1.071807,74.213954,252
instrument,forex,GBPUSD,120,vol,full,1822,-0.192045,-0.226458,-0.039359,-0.044390,0.150536,0.502496,0.491476,0.961500,-0.608923,52.219876,252
instrument,forex,GBPUSD,180,fixed,5y,1299,0.019344,-0.003655,-0.001918,-0.003861,0.084431,0.203680,0.491525,0.999501,-0.008299,19.414484,252
instrument,forex,GBPUSD,180,fixed,3y,777,-0.423348,-0.455916,-0.031531,-0.033798,0.070036,0.164478,0.481959,0.922453,-0.800561,23.381443,252
instrument,forex,GBPUSD,180,fixed,1y,260,-0.375047,-0.409752,-0.026744,-0.029009,0.066468,0.053706,0.482625,0.937935,-0.416206,23.351351,252
instrument,forex,GBPUSD,180,fixed,IS,1275,-0.015679,-0.034435,-0.005157,-0.006797,0.087382,0.234072,0.483547,0.993514,-0.077456,16.417582,252
instrument,forex,GBPUSD,180,fixed,OOS,547,-0.680945,-0.715716,-0.049468,-0.051928,0.070981,0.164478,0.489011,0.886505,-1.054470,25.846154,252
instrument,forex,GBPUSD,180,fixed,full,1822,-0.186687,-0.209652,-0.018673,-0.020567,0.082792,0.234072,0.485679,0.962372,-0.563732,19.235585,252
instrument,forex,GBPUSD,180,vol,5y,1299,0.143935,0.114641,0.010378,0.005766,0.156059,0.329309,0.491525,1.019452,0.260283,45.448181,252
instrument,forex,GBPUSD,180,vol,3y,777,-0.316325,-0.352298,-0.058371,-0.063664,0.153365,0.329309,0.481959,0.938153,-0.618615,56.014475,252
instrument,forex,GBPUSD,180,vol,1y,260,-0.248024,-0.283885,-0.047029,-0.052163,0.149496,0.114918,0.482625,0.956609,-0.288356,54.060700,252
instrument,forex,GBPUSD,180,vol,IS,1275,0.189231,0.165317,0.017107,0.013599,0.144768,0.352071,0.483547,1.030850,0.371854,34.332395,252
instrument,forex,GBPUSD,180,vol,OOS,547,-0.572767,-0.609548,-0.094748,-0.100060,0.153580,0.329309,0.489011,0.901477,-0.898052,58.433936,252
instrument,forex,GBPUSD,180,vol,full,1822,-0.048934,-0.077017,-0.017853,-0.021954,0.147466,0.352071,0.485679,0.986508,-0.207091,41.540644,252
