level,group,instrument,signal,sizing,window,n_days,sharpe_gross,sharpe_net,ann_ret_gross,ann_ret_net,ann_vol,max_dd_net,win_rate,profit_factor,t_stat_net,turnover_ann,af
instrument,futures,HG,10,vol,3y,754,-0.322662,-0.378542,-0.065558,-0.074459,0.167308,0.230253,0.476064,0.936561,-0.654786,47.525368,252
instrument,futures,HG,10,vol,1y,251,-0.873789,-0.922464,-0.160140,-0.167770,0.181111,0.230253,0.476000,0.827593,-0.920632,45.513651,252
instrument,futures,HG,10,vol,IS,1232,-0.222176,-0.293575,-0.045392,-0.056138,0.155646,0.495653,0.465636,0.951148,-0.649118,56.212401,252
instrument,futures,HG,10,vol,OOS,529,-0.335707,-0.385623,-0.069050,-0.077105,0.170310,0.230253,0.473485,0.922868,-0.558716,43.198550,252
instrument,futures,HG,10,vol,full,1761,-0.258342,-0.322810,-0.052561,-0.062486,0.160144,0.521286,0.468399,0.944645,-0.853349,52.277244,252
instrument,futures,HG,20,fixed,5y,1257,-0.482060,-0.521830,-0.160051,-0.169700,0.279784,0.651582,0.476494,0.912973,-1.165458,56.980892,252
instrument,futures,HG,20,fixed,3y,754,-0.121923,-0.153757,-0.076270,-0.085018,0.292092,0.430329,0.492021,0.973978,-0.265963,46.183267,252
instrument,futures,HG,20,fixed,1y,251,-0.044662,-0.066690,-0.089005,-0.096838,0.381934,0.283500,0.492000,0.989950,-0.066557,42.336000,252
instrument,futures,HG,20,fixed,IS,1232,-0.155206,-0.203352,-0.061330,-0.072031,0.233585,0.572451,0.491736,0.966413,-0.449629,56.705118,252
instrument,futures,HG,20,fixed,OOS,529,-0.397257,-0.425306,-0.167884,-0.175774,0.325569,0.401877,0.480076,0.916259,-0.616211,46.772727,252
instrument,futures,HG,20,fixed,full,1761,-0.242794,-0.282882,-0.094698,-0.104497,0.264514,0.668445,0.488493,0.950788,-0.747797,53.693182,252
instrument,futures,HG,20,vol,5y,1257,-0.378088,-0.421992,-0.071747,-0.078499,0.162390,0.375067,0.476494,0.930738,-0.942480,36.264073,252
instrument,futures,HG,20,vol,3y,754,0.038654,0.001303,-0.007560,-0.013794,0.167698,0.233664,0.492021,1.003745,0.002254,30.815500,252
instrument,futures,HG,20,vol,1y,251,-0.013975,-0.038359,-0.018850,-0.023210,0.181259,0.118956,0.492000,0.996367,-0.038283,22.197851,252
instrument,futures,HG,20,vol,IS,1232,0.072775,0.022329,-0.000754,-0.008616,0.155985,0.386115,0.497436,1.003908,0.049371,39.248589,252
instrument,futures,HG,20,vol,OOS,529,-0.401006,-0.432081,-0.079337,-0.084332,0.170176,0.205583,0.480076,0.914725,-0.626026,27.012176,252
instrument,futures,HG,20,vol,full,1761,-0.078389,-0.122557,-0.025040,-0.031996,0.160347,0.386115,0.492344,0.978645,-0.323978,35.556302,252
instrument,futures,HG,40,fixed,5y,1257,-0.267935,-0.291703,-0.108314,-0.114394,0.279573,0.563022,0.476874,0.951272,-0.651492,33.707006,252
instrument,futures,HG,40,fixed,3y,754,0.102595,0.085554,-0.013797,-0.018751,0.291911,0.432860,0.488712,1.019199,0.147987,24.764940,252
instrument,futures,HG,40,fixed,1y,251,0.122603,0.114085,-0.028997,-0.032255,0.381792,0.322340,0.492000,1.027638,0.113859,16.128000,252
instrument,futures,HG,40,fixed,IS,1232,0.225688,0.199171,0.025750,0.019439,0.232616,0.552976,0.507990,1.034471,0.440384,30.502031,252
instrument,futures,HG,40,fixed,OOS,529,-0.124984,-0.137746,-0.090940,-0.094847,0.325489,0.432860,0.494318,0.968330,-0.199575,21.000000,252
instrument,futures,HG,40,fixed,full,1761,0.092832,0.071791,-0.010796,-0.016331,0.263887,0.620991,0.504075,1.013037,0.189779,27.634091,252
instrument,futures,HG,40,vol,5y,1257,-0.116998,-0.144193,-0.031619,-0.035932,0.162238,0.310809,0.476874,0.976985,-0.322042,22.184525,252
instrument,futures,HG,40,vol,3y,754,0.356654,0.335815,0.046698,0.043075,0.167510,0.205183,0.488712,1.066625,0.580879,17.253990,252
instrument,futures,HG,40,vol,1y,251,0.323027,0.313429,0.042884,0.041086,0.181168,0.130915,0.492000,1.072665,0.312806,8.555050,252
instrument,futures,HG,40,vol,IS,1232,0.443353,0.414626,0.058516,0.053853,0.155735,0.358598,0.506416,1.073685,0.916772,21.937123,252
instrument,futures,HG,40,vol,OOS,529,0.039857,0.026098,-0.007716,-0.010052,0.170104,0.205183,0.494318,0.998042,0.037812,11.697591,252
instrument,futures,HG,40,vol,full,1761,0.314286,0.290408,0.038169,0.034234,0.160148,0.358598,0.502945,1.052750,0.767695,18.853737,252
instrument,futures,HG,60,fixed,5y,1257,-0.681217,-0.706585,-0.205478,-0.211422,0.279521,0.715798,0.470916,0.879520,-1.578091,36.917197,252
instrument,futures,HG,60,fixed,3y,754,-0.731864,-0.757005,-0.226657,-0.232629,0.291669,0.571554,0.468085,0.868256,-1.309435,38.151394,252
instrument,futures,HG,60,fixed,1y,251,-0.754480,-0.764429,-0.304969,-0.307853,0.381344,0.429755,0.468000,0.856902,-0.762911,20.160000,252
instrument,futures,HG,60,fixed,IS,1232,0.093032,0.071181,-0.005245,-0.010315,0.231667,0.546291,0.504697,1.012259,0.157388,25.179529,252
instrument,futures,HG,60,fixed,OOS,529,-0.877224,-0.897286,-0.287887,-0.292860,0.325013,0.551979,0.466793,0.836597,-1.300046,34.363636,252
instrument,futures,HG,60,fixed,full,1761,-0.268096,-0.288943,-0.100278,-0.105374,0.263263,0.741134,0.493231,0.949229,-0.763822,27.920455,252
instrument,futures,HG,60,vol,5y,1257,-0.536310,-0.565837,-0.095230,-0.099714,0.162264,0.431353,0.470916,0.904287,-1.263742,24.645607,252
instrument,futures,HG,60,vol,3y,754,-0.486261,-0.517267,-0.091007,-0.095859,0.167544,0.286289,0.468085,0.913196,-0.894747,26.583216,252
instrument,futures,HG,60,vol,1y,251,-0.352122,-0.364666,-0.077120,-0.079266,0.181154,0.173256,0.468000,0.930471,-0.363942,11.583975,252
instrument,futures,HG,60,vol,IS,1232,0.196353,0.171438,0.018631,0.014691,0.155880,0.409643,0.504697,1.029803,0.379064,19.214950,252
instrument,futures,HG,60,vol,OOS,529,-0.617269,-0.640693,-0.112484,-0.116134,0.169971,0.260998,0.466793,0.879053,-0.928277,20.480908,252
instrument,futures,HG,60,vol,full,1761,-0.063126,-0.087474,-0.022671,-0.026523,0.160243,0.457953,0.493231,0.984709,-0.231237,19.584757,252
instrument,futures,HG,120,fixed,5y,1257,-0.115525,-0.135170,-0.069547,-0.074777,0.279659,0.504184,0.494821,0.974079,-0.301890,27.687898,252
instrument,futures,HG,120,fixed,3y,754,0.228807,0.217570,0.023199,0.019819,0.291818,0.353666,0.513298,1.045210,0.376343,16.063745,252
instrument,futures,HG,120,fixed,1y,251,0.063545,0.059284,-0.050686,-0.052354,0.381806,0.353666,0.500000,1.016070,0.059166,8.064000,252
instrument,futures,HG,120,fixed,IS,1232,-0.114333,-0.136859,-0.051062,-0.056040,0.229275,0.505094,0.499099,0.976406,-0.302607,25.998375,252
instrument,futures,HG,120,fixed,OOS,529,0.142596,0.135441,-0.008260,-0.010635,0.325477,0.353666,0.509470,1.020530,0.196235,11.454545,252
instrument,futures,HG,120,fixed,full,1761,-0.016778,-0.033266,-0.038402,-0.042624,0.261825,0.523847,0.502746,0.993956,-0.087940,21.620455,252
instrument,futures,HG,120,vol,5y,1257,-0.034350,-0.058396,-0.018552,-0.022416,0.162251,0.364027,0.494821,0.988067,-0.130422,19.559225,252
instrument,futures,HG,120,vol,3y,754,0.429551,0.413242,0.059503,0.056665,0.167404,0.160411,0.513298,1.081968,0.714808,13.265484,252
instrument,futures,HG,120,vol,1y,251,0.419426,0.414708,0.061237,0.060349,0.181112,0.152538,0.500000,1.095739,0.413884,4.127109,252
instrument,futures,HG,120,vol,IS,1232,-0.052715,-0.078669,-0.019423,-0.023339,0.152513,0.373644,0.499099,0.986339,-0.173943,19.863136,252
instrument,futures,HG,120,vol,OOS,529,0.340971,0.331836,0.044397,0.042795,0.170053,0.152538,0.509470,1.057808,0.480785,7.591044,252
instrument,futures,HG,120,vol,full,1761,0.074728,0.054179,-0.000672,-0.003926,0.157950,0.373644,0.502746,1.009884,0.143222,16.171160,252
instrument,futures,HG,180,fixed,5y,1257,-0.281302,-0.296621,-0.111675,-0.115558,0.279520,0.644156,0.486465,0.946388,-0.662474,21.668790,252
instrument,futures,HG,180,fixed,3y,754,0.247587,0.235617,0.028803,0.025215,0.291670,0.383269,0.512616,1.042944,0.407560,17.402390,252
instrument,futures,HG,180,fixed,1y,251,0.538510,0.532140,0.137864,0.135111,0.381298,0.252718,0.516000,1.120438,0.531084,12.096000,252
instrument,futures,HG,180,fixed,IS,1232,-0.156673,-0.173240,-0.057814,-0.061365,0.222487,0.571796,0.498573,0.969525,-0.383049,18.628757,252
instrument,futures,HG,180,fixed,OOS,529,0.024703,0.015324,-0.045572,-0.048501,0.325266,0.352467,0.505682,0.997236,0.022202,15.272727,252
instrument,futures,HG,180,fixed,full,1761,-0.085253,-0.098862,-0.054153,-0.057519,0.257610,0.645831,0.501266,0.981739,-0.261343,17.611364,252
instrument,futures,HG,180,vol,5y,1257,-0.289228,-0.308705,-0.058299,-0.061322,0.162224,0.419349,0.486465,0.945806,-0.689464,15.983526,252
instrument,futures,HG,180,vol,3y,754,0.249463,0.232608,0.028081,0.025187,0.167458,0.252729,0.512616,1.039752,0.402356,14.066647,252
instrument,futures,HG,180,vol,1y,251,0.583004,0.574846,0.093095,0.091494,0.181004,0.108625,0.516000,1.133202,0.573704,7.331557,252
instrument,futures,HG,180,vol,IS,1232,0.028781,0.009455,-0.006258,-0.009049,0.144640,0.385267,0.498573,1.001729,0.020906,13.966287,252
instrument,futures,HG,180,vol,OOS,529,-0.112579,-0.125261,-0.033105,-0.035201,0.170027,0.225346,0.505682,0.969712,-0.181486,10.826829,252
instrument,futures,HG,180,vol,full,1761,-0.018611,-0.035641,-0.014400,-0.016979,0.152662,0.419349,0.501266,0.993515,-0.094217,13.017452,252
instrument,futures,HG,250,fixed,5y,1257,0.293600,0.284867,0.043112,0.040571,0.279463,0.401401,0.493631,1.049935,0.636224,12.038217,252
instrument,futures,HG,250,fixed,3y,754,0.308767,0.298545,0.047322,0.044206,0.291719,0.291689,0.503320,1.055481,0.516411,14.725100,252
instrument,futures,HG,250,fixed,1y,251,0.780553,0.780553,0.247683,0.247683,0.381020,0.252718,0.524000,1.179586,0.779003,0.000000,252
instrument,futures,HG,250,fixed,IS,1232,0.620016,0.610455,0.116947,0.114686,0.216168,0.359709,0.502548,1.120020,1.349767,10.030869,252
instrument,futures,HG,250,fixed,OOS,529,0.333793,0.330185,0.055331,0.054094,0.325212,0.291689,0.520833,1.059432,0.478393,5.727273,252
instrument,futures,HG,250,fixed,full,1761,0.497916,0.490852,0.098069,0.096127,0.253797,0.401401,0.509272,1.098634,1.297569,8.734091,252
instrument,futures,HG,250,vol,5y,1257,0.352423,0.338643,0.044932,0.042619,0.162189,0.250188,0.493631,1.058915,0.756328,11.010456,252
instrument,futures,HG,250,vol,3y,754,0.375471,0.359015,0.049995,0.047130,0.167497,0.184195,0.503320,1.063941,0.621009,13.579815,252
instrument,futures,HG,250,vol,1y,251,0.836729,0.834615,0.144339,0.143906,0.180852,0.108625,0.524000,1.196822,0.832957,1.894311,252
instrument,futures,HG,250,vol,IS,1232,0.690237,0.675646,0.091586,0.089393,0.141566,0.250188,0.502548,1.133868,1.493909,9.996214,252
instrument,futures,HG,250,vol,OOS,529,0.409206,0.403986,0.056557,0.055629,0.169965,0.143225,0.520833,1.072422,0.585320,4.361731,252
instrument,futures,HG,250,vol,full,1761,0.592562,0.581239,0.080943,0.079139,0.150613,0.250188,0.509272,1.115345,1.536506,8.301127,252
instrument,futures,HG,composite,fixed,5y,1257,-0.310105,-0.338110,-0.089835,-0.095574,0.221890,0.474453,0.482068,0.922828,-0.755136,31.399682,252
instrument,futures,HG,composite,fixed,3y,754,-0.094159,-0.116636,-0.052681,-0.057946,0.244468,0.341752,0.500000,0.974879,-0.201752,27.442231,252
instrument,futures,HG,composite,fixed,1y,251,0.012303,0.002198,-0.057942,-0.061341,0.348022,0.278108,0.502326,1.005732,0.002193,17.640000,252
instrument,futures,HG,composite,fixed,IS,1232,0.166561,0.136981,0.013962,0.008995,0.166017,0.441393,0.501931,1.033438,0.302876,24.463038,252
instrument,futures,HG,composite,fixed,OOS,529,-0.234038,-0.251226,-0.099549,-0.103937,0.276894,0.308877,0.504717,0.932611,-0.363992,24.102273,252
instrument,futures,HG,composite,fixed,full,1761,-0.000590,-0.024250,-0.021563,-0.026349,0.205635,0.516202,0.503328,0.995546,-0.064106,24.340909,252
instrument,futures,HG,composite,vol,5y,1257,-0.190161,-0.222664,-0.031738,-0.035764,0.127118,0.284336,0.482068,0.950806,-0.497299,20.775839,252
instrument,futures,HG,composite,vol,3y,754,0.107354,0.079295,0.005220,0.001294,0.139344,0.166524,0.500000,1.022971,0.137161,19.394609,252
instrument,futures,HG,composite,vol,1y,251,0.237162,0.225801,0.026069,0.024096,0.169748,0.127025,0.502326,1.063872,0.225352,9.600001,252
instrument,futures,HG,composite,vol,IS,1232,0.270417,0.238475,0.023928,0.020360,0.109764,0.312361,0.501931,1.057880,0.527287,17.414315,252
instrument,futures,HG,composite,vol,OOS,529,-0.077623,-0.096764,-0.021921,-0.024680,0.146522,0.155851,0.504717,0.968092,-0.140198,14.080611,252
instrument,futures,HG,composite,vol,full,1761,0.142252,0.115253,0.009934,0.006616,0.121938,0.312361,0.503328,1.028860,0.304671,16.405246,252
instrument,futures,HG,buyhold,long1x,5y,1257,0.418529,0.418529,0.080185,0.080185,0.279295,0.348651,0.507166,1.075311,0.934744,0.000000,252
instrument,futures,HG,buyhold,long1x,3y,754,0.746593,0.746593,0.189737,0.189737,0.291320,0.252718,0.517928,1.149425,1.291426,0.000000,252
instrument,futures,HG,buyhold,long1x,1y,251,0.780553,0.780553,0.247683,0.247683,0.381020,0.252718,0.524000,1.179586,0.779003,0.000000,252
instrument,futures,HG,buyhold,long1x,IS,1232,0.629947,0.629947,0.127644,0.127644,0.234288,0.348651,0.511779,1.110896,1.392864,0.000000,252
instrument,futures,HG,buyhold,long1x,OOS,529,0.563041,0.563041,0.136941,0.136941,0.324989,0.252718,0.528409,1.107929,0.815769,0.000000,252
instrument,futures,HG,buyhold,long1x,full,1761,0.597682,0.597682,0.130429,0.130429,0.264724,0.348651,0.517045,1.111939,1.579974,0.000000,252
instrument,futures,CL,10,fixed,5y,1256,-0.693393,-0.729491,-0.304449,-0.315065,0.405476,0.923062,0.450996,0.880941,-1.628599,75.499602,252
instrument,futures,CL,10,fixed,3y,753,-0.394517,-0.432983,-0.205554,-0.217787,0.390485,0.740752,0.437500,0.930146,-0.748459,75.734043,252
instrument,futures,CL,10,fixed,1y,251,-0.172051,-0.206610,-0.194740,-0.209111,0.508225,0.431937,0.424000,0.969814,-0.206199,88.704000,252
instrument,futures,CL,10,fixed,IS,1232,0.341189,0.332443,-0.044224,-0.057737,1.594874,0.863818,0.484029,1.189427,0.735060,69.397238,252
instrument,futures,CL,10,fixed,OOS,528,-0.597175,-0.635194,-0.292760,-0.304610,0.427356,0.693426,0.430740,0.893046,-0.919440,83.203036,252
instrument,futures,CL,10,fixed,full,1760,0.224731,0.213845,-0.126789,-0.139820,1.354753,0.952162,0.467696,1.106840,0.565139,73.494031,252
instrument,futures,CL,10,vol,5y,1256,-0.578667,-0.619250,-0.102319,-0.108473,0.163791,0.605301,0.450996,0.899143,-1.382485,34.153484,252
instrument,futures,CL,10,vol,3y,753,-0.430130,-0.475507,-0.079375,-0.086319,0.162204,0.454825,0.437500,0.927261,-0.821967,37.330056,252
instrument,futures,CL,10,vol,1y,251,-0.403071,-0.447561,-0.079644,-0.086777,0.170480,0.251045,0.424000,0.931432,-0.446672,38.746105,252
instrument,futures,CL,10,vol,IS,1232,0.369381,0.347179,0.063680,0.058215,0.233153,0.382739,0.490179,1.093193,0.767641,25.568333,252
instrument,futures,CL,10,vol,OOS,528,-0.711883,-0.757769,-0.125357,-0.132366,0.168610,0.420845,0.430740,0.881447,-1.096866,39.986330,252
instrument,futures,CL,10,vol,full,1760,0.112701,0.084923,0.003037,-0.002983,0.215863,0.605301,0.471454,1.019815,0.224430,29.874432,252
instrument,futures,CL,20,fixed,5y,1256,0.327712,0.301791,0.051825,0.040781,0.405616,0.527238,0.504382,1.054682,0.673754,51.805578,252
instrument,futures,CL,20,fixed,3y,753,0.381676,0.355506,0.075059,0.064126,0.390344,0.413300,0.496011,1.060511,0.614531,50.265957,252
instrument,futures,CL,20,fixed,1y,251,0.738111,0.712887,0.277550,0.261446,0.507563,0.413300,0.512000,1.133487,0.711471,62.496000,252
instrument,futures,CL,20,fixed,IS,1232,0.640547,0.635026,0.541736,0.528086,1.593290,0.750571,0.521057,1.399043,1.404096,43.603574,252
instrument,futures,CL,20,fixed,OOS,528,0.317425,0.291180,0.044814,0.033104,0.427425,0.413300,0.491461,1.052371,0.421482,55.468691,252
instrument,futures,CL,20,fixed,full,1760,0.557880,0.550857,0.371888,0.358772,1.353499,0.750571,0.512363,1.302195,1.455777,47.133599,252
instrument,futures,CL,20,vol,5y,1256,0.343558,0.314132,0.043764,0.038788,0.163775,0.232241,0.504382,1.056445,0.701305,23.730631,252
instrument,futures,CL,20,vol,3y,753,0.370716,0.339743,0.048020,0.042824,0.162112,0.198755,0.496011,1.054273,0.587284,24.686331,252
instrument,futures,CL,20,vol,1y,251,0.840426,0.807682,0.137040,0.130904,0.170197,0.107433,0.512000,1.144341,0.806078,26.968648,252
instrument,futures,CL,20,vol,IS,1232,0.816407,0.801089,0.180182,0.176063,0.232845,0.196545,0.522630,1.228824,1.771273,17.365061,252
instrument,futures,CL,20,vol,OOS,528,0.301130,0.269333,0.037215,0.031701,0.168640,0.198755,0.491461,1.044110,0.389859,26.502314,252
instrument,futures,CL,20,vol,full,1760,0.687938,0.668843,0.135337,0.130753,0.215591,0.232241,0.513243,1.167335,1.767585,20.093702,252
instrument,futures,CL,40,fixed,5y,1256,-0.016462,-0.031292,-0.085487,-0.091097,0.405528,0.712092,0.492430,0.995984,-0.069860,30.119522,252
instrument,futures,CL,40,fixed,3y,753,0.462201,0.449538,0.109262,0.103817,0.390093,0.481487,0.498670,1.087936,0.777076,23.457447,252
instrument,futures,CL,40,fixed,1y,251,1.458041,1.452092,0.835122,0.829857,0.505633,0.298968,0.520000,1.302080,1.449208,14.112000,252
instrument,futures,CL,40,fixed,IS,1232,0.494700,0.490121,0.222208,0.213193,1.593060,0.830771,0.512175,1.299426,1.083698,36.233956,252
instrument,futures,CL,40,fixed,OOS,528,0.559449,0.548408,0.158338,0.152926,0.427027,0.411199,0.497154,1.102443,0.793817,22.952562,252
instrument,futures,CL,40,fixed,full,1760,0.460642,0.455842,0.202686,0.194789,1.353122,0.881816,0.507853,1.246663,1.204677,32.234224,252
instrument,futures,CL,40,vol,5y,1256,-0.099052,-0.115980,-0.029174,-0.031899,0.163733,0.408576,0.492430,0.982575,-0.258928,13.940449,252
instrument,futures,CL,40,vol,3y,753,0.302043,0.285625,0.036465,0.033732,0.162024,0.302301,0.498670,1.053420,0.493735,12.829525,252
instrument,futures,CL,40,vol,1y,251,1.629838,1.621283,0.298935,0.297182,0.169373,0.066384,0.520000,1.322144,1.618063,6.717956,252
instrument,futures,CL,40,vol,IS,1232,0.496857,0.484306,0.095636,0.092463,0.233011,0.290410,0.513237,1.132511,1.070840,14.409320,252
instrument,futures,CL,40,vol,OOS,528,0.423107,0.408554,0.058766,0.056208,0.168505,0.255336,0.497154,1.069144,0.591379,12.005030,252
instrument,futures,CL,40,vol,full,1760,0.474976,0.462076,0.084442,0.081458,0.215650,0.419335,0.508534,1.112791,1.221153,13.681772,252
instrument,futures,CL,60,fixed,5y,1256,0.051733,0.036452,-0.059771,-0.065679,0.405385,0.682032,0.485646,1.007677,0.081379,30.922709,252
instrument,futures,CL,60,fixed,3y,753,0.474626,0.459936,0.114717,0.108373,0.389842,0.456306,0.491345,1.090024,0.795050,28.148936,252
instrument,futures,CL,60,fixed,1y,251,1.594435,1.588666,0.964846,0.959283,0.505147,0.257636,0.548000,1.336002,1.585511,14.112000,252
instrument,futures,CL,60,fixed,IS,1232,0.436321,0.433190,0.116420,0.110788,1.591194,0.892212,0.498291,1.264615,0.957819,24.770106,252
instrument,futures,CL,60,fixed,OOS,528,0.638340,0.621877,0.198064,0.189738,0.426953,0.373650,0.497154,1.117261,0.900163,33.472486,252
instrument,futures,CL,60,fixed,full,1760,0.420053,0.415937,0.140311,0.133907,1.351540,0.927727,0.498233,1.225406,1.099218,27.649801,252
instrument,futures,CL,60,vol,5y,1256,-0.097798,-0.117009,-0.028957,-0.032046,0.163692,0.393443,0.485646,0.982411,-0.261224,15.809112,252
instrument,futures,CL,60,vol,3y,753,0.274519,0.253912,0.031857,0.028435,0.161951,0.264660,0.491345,1.047854,0.438914,16.510598,252
instrument,futures,CL,60,vol,1y,251,1.710180,1.700666,0.316520,0.314486,0.169257,0.068203,0.548000,1.341012,1.697289,7.728756,252
instrument,futures,CL,60,vol,IS,1232,0.404442,0.394738,0.072309,0.069901,0.232999,0.263111,0.498291,1.106838,0.872799,11.162069,252
instrument,futures,CL,60,vol,OOS,528,0.469205,0.445663,0.067017,0.062843,0.168518,0.205912,0.497154,1.076058,0.645094,18.803428,252
instrument,futures,CL,60,vol,full,1760,0.415879,0.403041,0.070718,0.067778,0.215642,0.393451,0.498233,1.097758,1.065136,13.655055,252
instrument,futures,CL,120,fixed,5y,1256,-0.425620,-0.438017,-0.225229,-0.229287,0.405327,0.807784,0.482072,0.928702,-0.977881,25.701992,252
instrument,futures,CL,120,fixed,3y,753,-0.817997,-0.834849,-0.326500,-0.331174,0.389796,0.729853,0.462766,0.865950,-1.443128,34.180851,252
instrument,futures,CL,120,fixed,1y,251,-0.060072,-0.070330,-0.148496,-0.153017,0.507826,0.392829,0.484000,0.994813,-0.070190,26.208000,252
instrument,futures,CL,120,fixed,IS,1232,0.484743,0.482751,0.207224,0.203365,1.590055,0.879752,0.510351,1.307753,1.067402,15.762794,252
instrument,futures,CL,120,fixed,OOS,528,-0.680913,-0.695588,-0.317859,-0.322376,0.426991,0.602264,0.459203,0.883279,-1.006860,32.516129,252
instrument,futures,CL,120,fixed,full,1760,0.334881,0.331792,0.017217,0.012919,1.350900,0.936351,0.493594,1.179206,0.876842,20.773167,252
instrument,futures,CL,120,vol,5y,1256,-0.541525,-0.558727,-0.096916,-0.099556,0.163653,0.515024,0.482072,0.911905,-1.247366,14.512913,252
instrument,futures,CL,120,vol,3y,753,-0.928101,-0.951763,-0.150491,-0.153926,0.161837,0.478748,0.462766,0.855998,-1.645228,20.106485,252
instrument,futures,CL,120,vol,1y,251,0.060438,0.042043,-0.004096,-0.007230,0.170356,0.151784,0.484000,1.015722,0.041959,15.675718,252
instrument,futures,CL,120,vol,IS,1232,0.593282,0.585539,0.120125,0.118132,0.232013,0.277753,0.510351,1.167167,1.294676,8.865603,252
instrument,futures,CL,120,vol,OOS,528,-0.811702,-0.833482,-0.139875,-0.143216,0.168439,0.371779,0.459203,0.870083,-1.206460,19.288818,252
instrument,futures,CL,120,vol,full,1760,0.257633,0.246389,0.034797,0.032301,0.215025,0.515024,0.493594,1.059687,0.651144,11.984353,252
instrument,futures,CL,180,fixed,5y,1256,-0.239043,-0.248031,-0.164500,-0.167651,0.405367,0.769990,0.501992,0.959543,-0.553733,18.473307,252
instrument,futures,CL,180,fixed,3y,753,-0.498058,-0.511120,-0.237300,-0.241353,0.390058,0.568571,0.485372,0.917218,-0.883527,26.138298,252
instrument,futures,CL,180,fixed,1y,251,0.156348,0.150789,-0.049806,-0.052509,0.507680,0.392829,0.512000,1.036813,0.150489,14.112000,252
instrument,futures,CL,180,fixed,IS,1232,0.412444,0.411060,0.095743,0.093332,1.574210,0.874588,0.515699,1.276474,0.908888,10.849716,252
instrument,futures,CL,180,fixed,OOS,528,-0.247391,-0.257516,-0.179419,-0.183113,0.427265,0.417565,0.493359,0.953110,-0.372752,21.996205,252
instrument,futures,CL,180,fixed,full,1760,0.316070,0.313940,0.004691,0.001786,1.337702,0.907127,0.508550,1.177556,0.829665,14.183059,252
instrument,futures,CL,180,vol,5y,1256,-0.183507,-0.195368,-0.042496,-0.044387,0.163679,0.399362,0.501992,0.969514,-0.436163,9.804705,252
instrument,futures,CL,180,vol,3y,753,-0.352600,-0.369491,-0.067759,-0.070371,0.162006,0.284534,0.485372,0.943797,-0.638706,13.934148,252
instrument,futures,CL,180,vol,1y,251,0.472434,0.463275,0.068172,0.066524,0.170170,0.092068,0.512000,1.094426,0.462355,7.707047,252
instrument,futures,CL,180,vol,IS,1232,0.476568,0.471196,0.086844,0.085567,0.219956,0.339114,0.515699,1.138221,1.041854,5.859704,252
instrument,futures,CL,180,vol,OOS,528,-0.095811,-0.109700,-0.029834,-0.032140,0.168574,0.211682,0.493359,0.978923,-0.158790,11.794020,252
instrument,futures,CL,180,vol,full,1760,0.332947,0.325450,0.050439,0.048826,0.205875,0.399362,0.508550,1.081184,0.860082,7.635280,252
instrument,futures,CL,250,fixed,5y,1256,-0.086786,-0.092701,-0.111249,-0.113431,0.405323,0.676581,0.497211,0.985522,-0.206956,12.047809,252
instrument,futures,CL,250,fixed,3y,753,-0.241392,-0.249194,-0.156947,-0.159590,0.390099,0.398616,0.481383,0.960897,-0.430759,15.414894,252
instrument,futures,CL,250,fixed,1y,251,-0.049283,-0.050070,-0.143977,-0.144344,0.507681,0.392829,0.516000,0.998590,-0.049970,2.016000,252
instrument,futures,CL,250,fixed,IS,1232,-0.134753,-0.140406,-0.097699,-0.099467,0.337577,0.659207,0.500510,0.974171,-0.310448,9.621446,252
instrument,futures,CL,250,fixed,OOS,528,0.104694,0.100207,-0.046055,-0.047904,0.427116,0.392829,0.499051,1.019807,0.145049,9.563567,252
instrument,futures,CL,250,fixed,full,1760,-0.050254,-0.055475,-0.082507,-0.084299,0.366625,0.676581,0.499669,0.989779,-0.146606,9.598636,252
instrument,futures,CL,250,vol,5y,1256,-0.105921,-0.114494,-0.030267,-0.031646,0.163658,0.365293,0.497211,0.982822,-0.255610,7.057438,252
instrument,futures,CL,250,vol,3y,753,-0.212074,-0.223332,-0.046315,-0.048086,0.161993,0.228479,0.481383,0.967206,-0.386054,9.230085,252
instrument,futures,CL,250,vol,1y,251,0.120234,0.117338,0.006061,0.005564,0.170228,0.136039,0.516000,1.029367,0.117105,2.446962,252
instrument,futures,CL,250,vol,IS,1232,-0.149193,-0.156736,-0.030443,-0.031490,0.140718,0.343328,0.500510,0.970589,-0.346556,5.358172,252
instrument,futures,CL,250,vol,OOS,528,0.253523,0.245867,0.028972,0.027649,0.168459,0.136039,0.499051,1.045470,0.355891,6.397937,252
instrument,futures,CL,250,vol,full,1760,-0.012579,-0.020150,-0.012988,-0.014115,0.149544,0.365293,0.499669,0.996309,-0.053251,5.667615,252
instrument,futures,CL,composite,fixed,5y,1256,-0.044691,-0.063984,-0.057491,-0.062990,0.301336,0.577436,0.487395,0.989986,-0.142846,29.115538,252
instrument,futures,CL,composite,fixed,3y,753,-0.067527,-0.088212,-0.061028,-0.066726,0.292536,0.394438,0.481366,0.985508,-0.152484,30.327128,252
instrument,futures,CL,composite,fixed,1y,251,0.677351,0.664648,0.213723,0.207370,0.414960,0.248587,0.532020,1.171650,0.663328,26.208000,252
instrument,futures,CL,composite,fixed,IS,1232,0.068046,0.050921,-0.011589,-0.015572,0.234576,0.436909,0.503075,1.012495,0.112591,20.061738,252
