classifier,group,timeframe,instrument,window,bars_per_year,share_bull,drift_bull,vol_bull,ac1_bull,eff_bull,share_bear,drift_bear,vol_bear,ac1_bear,eff_bear,share_chop,drift_chop,vol_chop,ac1_chop,eff_chop,s1,kw_h,d_eff,d_ac1,n_bars,s1_null_mean,s1_null_p5,s1_null_p95,s1_z,s1_p,kw_h_null_mean,kw_h_null_p5,kw_h_null_p95,kw_h_z,kw_h_p,d_eff_null_mean,d_eff_null_p5,d_eff_null_p95,d_eff_z,d_eff_p,d_ac1_null_mean,d_ac1_null_p5,d_ac1_null_p95,d_ac1_z,d_ac1_p
ADX,crypto,1h,ADA-USD,FULL,8748,0.304001,0.000226,0.979848,-0.006424,0.219302,0.364043,-0.000061,1.033209,-0.010542,0.208536,0.331956,-0.000150,0.759098,0.022969,0.368562,0.000286,1.490193,-0.154643,-0.031452,17464,0.000028,-0.000260,0.000292,1.399132,0.059603,3.561969,0.485326,8.977339,-0.749966,0.781457,-0.149556,-0.181810,-0.118913,-0.266391,0.589404,-0.027964,-0.171848,0.044829,-0.060226,0.688742
ADX,crypto,1h,ADA-USD,IS,8748,0.311961,0.000342,1.060477,-0.025329,0.222725,0.360397,0.000033,1.137893,0.003239,0.202089,0.327641,-0.000171,0.798966,0.012729,0.367503,0.000309,2.841515,-0.155096,-0.023774,12224,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,ADA-USD,OOS,8748,0.285360,-0.000074,0.735647,0.090173,0.209080,0.372590,-0.000270,0.745534,-0.072032,0.222008,0.342050,-0.000105,0.661711,0.055669,0.370863,0.000196,1.267802,-0.155319,-0.046599,5240,-0.000008,-0.000546,0.000522,0.635059,0.245033,2.734591,0.225380,10.053735,-0.499600,0.629139,-0.149071,-0.203809,-0.093742,-0.189331,0.622517,-0.028318,-0.138304,0.061811,-0.240643,0.688742
ER,crypto,1h,ADA-USD,FULL,8748,0.150949,0.000408,1.064854,-0.028293,0.324521,0.172963,-0.000017,1.034510,-0.030887,0.342137,0.676088,-0.000087,0.872714,0.010708,0.318414,0.000424,6.349707,0.014915,-0.040298,17464,0.000158,-0.000334,0.000639,0.961731,0.158940,4.143097,0.198628,11.503997,0.612203,0.238411,0.024631,0.001094,0.047288,-0.657434,0.754967,-0.032017,-0.095217,0.027282,-0.217783,0.582781
ER,crypto,1h,ADA-USD,IS,8748,0.157666,0.000571,1.147322,-0.043725,0.331826,0.158486,0.000143,1.158821,-0.023845,0.316890,0.683848,-0.000067,0.940683,0.003641,0.319244,0.000428,8.112198,0.005114,-0.037426,12224,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,ADA-USD,OOS,8748,0.135331,-0.000034,0.797816,0.057433,0.303103,0.206719,-0.000301,0.763024,-0.055754,0.390627,0.657950,-0.000138,0.680642,0.040959,0.315468,0.000267,0.280062,0.031397,-0.040119,5240,0.000103,-0.000715,0.000870,0.332164,0.377483,2.821843,0.138827,8.689968,-0.937821,0.920530,0.026872,-0.019424,0.069724,0.163304,0.437086,-0.031998,-0.113290,0.062517,-0.141609,0.529801
HMM,crypto,1h,ADA-USD,FULL,8748,0.242733,0.000301,1.496461,0.052270,0.175471,0.387720,-0.000059,0.731497,0.109864,,0.369547,-0.000136,0.570222,-0.079818,,0.000360,0.941895,,0.160885,17464,0.000217,-0.000165,0.000592,0.592864,0.231788,3.048526,0.143528,8.152890,-0.695935,0.741722,,,,,,0.081004,-0.183567,0.368914,0.479238,0.313333
HMM,crypto,1h,ADA-USD,IS,8748,0.290338,0.000350,1.555327,0.059222,0.180621,0.362944,0.000062,0.746540,0.103296,,0.346718,-0.000166,0.590692,,,0.000288,3.048157,,,12224,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,ADA-USD,OOS,8748,0.131895,0.000050,1.147880,-0.015761,0.159378,0.445314,-0.000292,0.701543,0.120460,,0.422791,-0.000080,0.528884,,,0.000342,2.434407,,,5240,0.000215,-0.000447,0.000798,0.330759,0.344371,2.118503,0.106123,6.530248,0.151914,0.317881,,,,,,,,,,
ADX,crypto,1h,AVAX-USD,FULL,8748,0.316228,0.000076,0.841990,0.010405,0.212925,0.372768,-0.000152,0.958565,-0.004439,0.224024,0.311004,-0.000004,0.769031,-0.001756,0.374267,0.000228,0.620799,-0.155792,0.004739,17464,0.000063,-0.000250,0.000284,0.984415,0.178808,2.327803,0.137982,6.629825,-0.768968,0.721854,-0.151916,-0.183880,-0.119493,-0.194370,0.576159,-0.005978,-0.047153,0.033133,0.425155,0.344371
ADX,crypto,1h,AVAX-USD,IS,8748,0.326985,0.000203,0.901483,0.001647,0.214545,0.376488,-0.000167,1.032604,0.000899,0.212386,0.296527,-0.000005,0.829917,0.004679,0.380649,0.000370,0.195120,-0.167183,-0.003407,12224,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,AVAX-USD,OOS,8748,0.291086,-0.000257,0.661114,0.050837,0.211762,0.364192,-0.000117,0.751325,-0.029521,0.250715,0.344722,-0.000003,0.629841,-0.024457,0.359316,-0.000140,6.756307,-0.128077,0.035115,5240,0.000051,-0.000421,0.000516,-0.634491,0.748344,1.993586,0.107948,6.347113,2.652825,0.039735,-0.150148,-0.204485,-0.093378,0.627529,0.258278,-0.006637,-0.073368,0.062681,0.957026,0.192053
ER,crypto,1h,AVAX-USD,FULL,8748,0.155936,0.000119,0.874396,0.026128,0.351220,0.168950,-0.000248,1.039670,-0.005097,0.325276,0.675113,-0.000014,0.814849,0.005399,0.323886,0.000367,0.179252,0.014362,0.005117,17464,0.000065,-0.000353,0.000383,1.316110,0.066225,2.712132,0.098291,8.500312,-0.975576,0.920530,0.024976,0.002852,0.049412,-0.700853,0.807947,-0.002848,-0.057697,0.040381,0.273365,0.423841
ER,crypto,1h,AVAX-USD,IS,8748,0.167500,0.000264,0.930367,0.021367,0.352973,0.161272,-0.000222,1.147621,0.011950,0.327640,0.671228,-0.000007,0.874319,0.007981,0.328415,0.000486,0.520589,0.011892,0.008677,12224,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,AVAX-USD,OOS,8748,0.128841,-0.000328,0.676232,0.044186,0.347286,0.186868,-0.000301,0.778606,-0.087353,0.320467,0.684291,-0.000029,0.659133,-0.004842,0.313153,-0.000027,5.953555,0.020723,-0.016742,5240,0.000009,-0.000802,0.000773,-0.074340,0.602649,2.686167,0.096891,7.476708,1.209062,0.152318,0.022632,-0.026175,0.062993,-0.067825,0.556291,-0.008058,-0.101048,0.073034,-0.163605,0.602649
HMM,crypto,1h,AVAX-USD,FULL,8748,0.366451,-0.000026,0.644306,-0.096659,,0.284297,-0.000099,1.207344,0.009359,0.220081,0.349252,0.000013,0.725148,,,0.000073,0.240489,,,17464,-0.000123,-0.000408,0.000157,1.099302,0.152318,2.335110,0.111961,5.874663,-1.067555,0.927152,,,,,,,,,,
HMM,crypto,1h,AVAX-USD,IS,8748,0.333197,0.000004,0.678596,-0.141259,,0.350979,-0.000156,1.232960,0.014791,0.221484,0.315824,0.000181,0.762272,,,0.000160,1.314147,,,12224,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,AVAX-USD,OOS,8748,0.443978,-0.000078,0.579481,0.038278,,0.129032,0.000265,1.029704,-0.041345,0.214887,0.426990,-0.000276,0.655527,,,-0.000343,2.341553,,,5240,-0.000122,-0.000662,0.000485,-0.615504,0.728477,2.022812,0.093307,5.239029,0.158251,0.344371,,,,,,,,,,
ADX,crypto,1h,BNB-USD,FULL,8749,0.318756,-0.000085,0.494499,0.036381,0.218933,0.357725,0.000068,0.622497,-0.003282,0.199960,0.323519,0.000071,0.454838,0.023070,0.402952,-0.000154,21.023077,-0.193505,-0.006521,17467,-0.000047,-0.000217,0.000138,-1.015453,0.867550,6.257277,0.545684,14.435389,3.382626,0.006623,-0.150484,-0.180591,-0.112816,-2.159678,0.993377,-0.002969,-0.049863,0.039269,-0.122372,0.529801
ADX,crypto,1h,BNB-USD,IS,8749,0.317902,-0.000055,0.534495,0.040160,0.230008,0.346877,0.000126,0.669100,0.004170,0.202187,0.335221,0.000105,0.469699,0.011142,0.377086,-0.000180,17.211650,-0.160988,0.011023,12226,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,BNB-USD,OOS,8749,0.320611,-0.000153,0.386725,0.022054,0.195590,0.383015,-0.000053,0.510461,-0.031397,0.194914,0.296374,-0.000018,0.413099,0.062810,0.455284,-0.000100,5.374212,-0.260032,-0.067482,5241,-0.000063,-0.000432,0.000227,-0.204643,0.629139,3.111478,0.293005,10.068050,0.742318,0.185430,-0.147380,-0.203155,-0.092864,-3.278160,1.000000,-0.002007,-0.073634,0.083646,-1.277776,0.927152
ER,crypto,1h,BNB-USD,FULL,8749,0.170985,0.000087,0.504876,0.046148,0.331446,0.139058,-0.000071,0.703954,0.001498,0.325707,0.689958,0.000024,0.497724,0.002234,0.304878,0.000158,4.309312,0.023698,0.021589,17467,0.000019,-0.000244,0.000294,0.885243,0.172185,4.425792,0.637767,9.231883,-0.041180,0.470199,0.027636,-0.002819,0.055693,-0.225573,0.629139,-0.012634,-0.064728,0.039298,1.022119,0.165563
ER,crypto,1h,BNB-USD,IS,8749,0.180336,0.000122,0.536543,0.036976,0.334674,0.126751,0.000009,0.771939,0.000360,0.314796,0.692913,0.000057,0.527018,0.007002,0.301531,0.000113,3.773218,0.023203,0.011666,12226,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,BNB-USD,OOS,8749,0.149046,-0.000004,0.402212,0.096837,0.324431,0.167748,-0.000213,0.564520,0.004958,0.346737,0.683206,-0.000056,0.420402,-0.015019,0.312413,0.000209,1.033668,0.023170,0.065916,5241,-0.000011,-0.000430,0.000450,0.800668,0.211921,2.710530,0.111440,7.777947,-0.663148,0.754967,0.027021,-0.021778,0.069309,-0.129538,0.536424,-0.020085,-0.118059,0.068823,1.432725,0.072848
HMM,crypto,1h,BNB-USD,FULL,8749,0.314055,-0.000044,0.390367,-0.066961,,0.338129,-0.000039,0.758102,-0.004597,0.164296,0.347816,0.000139,0.344098,0.023147,0.071027,-0.000005,10.172304,0.093269,-0.058926,17467,-0.000005,-0.000209,0.000179,0.000511,0.470199,8.570288,1.700103,17.904857,0.294954,0.350993,-0.074112,-0.370241,0.191012,0.884866,0.267327,-0.009973,-0.116761,0.087125,-0.801595,0.827815
HMM,crypto,1h,BNB-USD,IS,8749,0.287915,-0.000015,0.391072,,,0.391807,0.000036,0.777450,-0.000076,0.150859,0.320279,0.000167,0.348990,0.014318,0.071027,-0.000051,6.964238,0.079832,-0.014394,12226,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,BNB-USD,OOS,8749,0.375000,-0.000096,0.389055,,,0.213168,-0.000357,0.668153,-0.034219,0.206673,0.411832,0.000091,0.334864,0.052429,,0.000261,7.308563,,-0.086648,5241,-0.000001,-0.000362,0.000311,1.279079,0.105960,3.733754,0.307678,8.962689,1.160470,0.139073,,,,,,-0.003995,-0.115772,0.119468,-1.196716,0.900662
ADX,crypto,1h,BTC-USD,FULL,8749,0.322821,0.000028,0.457082,-0.008164,0.242095,0.365424,0.000019,0.525838,-0.015738,0.212875,0.311755,0.000007,0.406665,0.007369,0.365059,0.000010,4.592356,-0.137574,-0.019320,17483,-0.000015,-0.000161,0.000119,0.273595,0.430464,3.900532,0.382714,10.131278,0.201089,0.331126,-0.140756,-0.171198,-0.109274,0.172024,0.430464,-0.006503,-0.063558,0.043106,-0.391266,0.655629
ADX,crypto,1h,BTC-USD,IS,8749,0.323329,0.000101,0.467059,-0.003455,0.237766,0.355310,0.000042,0.533907,-0.021341,0.221177,0.321361,-0.000007,0.402146,-0.028704,0.372245,0.000059,3.324888,-0.142773,0.016305,12238,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,BTC-USD,OOS,8749,0.321701,-0.000141,0.432453,-0.023298,0.251688,0.388825,-0.000032,0.508316,-0.003250,0.202242,0.289474,0.000042,0.418090,0.097208,0.345781,-0.000109,3.304921,-0.118816,-0.110482,5245,-0.000029,-0.000313,0.000251,-0.463415,0.695364,2.403842,0.151749,7.318941,0.380035,0.258278,-0.144551,-0.196742,-0.089402,0.763328,0.251656,-0.003817,-0.087790,0.077852,-1.935574,0.966887
ER,crypto,1h,BTC-USD,FULL,8749,0.161894,-0.000071,0.469563,-0.004587,0.329743,0.147978,-0.000016,0.561919,-0.058698,0.332517,0.690127,0.000049,0.446494,-0.013836,0.305529,-0.000055,15.624004,0.025601,-0.017807,17483,-0.000058,-0.000275,0.000160,0.025689,0.483444,6.833082,1.074666,15.319693,2.095428,0.046358,0.028747,0.005157,0.054804,-0.208892,0.576159,-0.008985,-0.058626,0.045445,-0.293223,0.622517
ER,crypto,1h,BTC-USD,IS,8749,0.170173,-0.000028,0.470636,-0.000313,0.344298,0.138332,0.000078,0.567737,-0.054592,0.331473,0.691495,0.000060,0.452313,-0.016925,0.309193,-0.000105,10.916780,0.028692,-0.010527,12238,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,BTC-USD,OOS,8749,0.142639,-0.000192,0.466381,-0.017046,0.290021,0.170290,-0.000198,0.550562,-0.067605,0.339319,0.687071,0.000023,0.432535,-0.006461,0.296460,0.000006,6.179533,0.018210,-0.035865,5245,-0.000067,-0.000485,0.000355,0.282910,0.384106,3.318187,0.231477,8.830373,0.982829,0.178808,0.029193,-0.010060,0.083614,-0.377775,0.596026,-0.015623,-0.097064,0.065056,-0.400482,0.655629
HMM,crypto,1h,BTC-USD,FULL,8749,0.363704,-0.000005,0.323741,0.022246,0.356329,0.415187,0.000092,0.607205,-0.021041,0.181366,0.221109,-0.000074,0.360816,-0.067176,0.551514,-0.000097,5.961329,-0.282666,0.067778,17483,-0.000020,-0.000142,0.000111,-0.973392,0.827815,2.642476,0.212737,7.657947,1.554329,0.092715,,,,,,0.033069,-0.043456,0.109919,0.707306,0.245033
HMM,crypto,1h,BTC-USD,IS,8749,0.364247,0.000062,0.325191,-0.006435,0.372762,0.413604,0.000125,0.615309,-0.025965,0.186872,0.222149,-0.000120,0.358644,-0.105844,0.551514,-0.000063,6.711355,-0.271697,0.089645,12238,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,BTC-USD,OOS,8749,0.362510,-0.000163,0.319835,0.086215,0.309032,0.418764,0.000014,0.588173,-0.008908,0.179842,0.218726,0.000035,0.365705,-0.018809,,-0.000177,2.440918,,0.057463,5245,-0.000023,-0.000255,0.000196,-1.118446,0.860927,1.672344,0.092795,4.902737,0.497012,0.225166,,,,,,0.034655,-0.099027,0.191816,0.260719,0.403974
ADX,crypto,1h,DOGE-USD,FULL,8748,0.301515,0.000183,0.956206,0.053665,0.212909,0.370796,0.000034,0.974499,-0.016999,0.211005,0.327689,-0.000130,0.765136,-0.007679,0.367217,0.000149,6.792169,-0.155260,0.026012,17465,0.000009,-0.000257,0.000290,0.801075,0.205298,4.326964,0.625870,10.356892,0.707122,0.192053,-0.150531,-0.180164,-0.116903,-0.233535,0.562914,0.001483,-0.049498,0.045730,0.900006,0.192053
ADX,crypto,1h,DOGE-USD,IS,8748,0.310622,0.000302,1.036061,0.057097,0.219686,0.365129,0.000049,1.082777,-0.007143,0.195128,0.324249,-0.000087,0.824042,-0.021998,0.362741,0.000253,4.573710,-0.155334,0.046975,12225,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,DOGE-USD,OOS,8748,0.280206,-0.000125,0.709720,0.032280,0.199492,0.384043,0.000001,0.676150,-0.073110,0.241651,0.335751,-0.000225,0.612453,0.049776,0.377109,-0.000126,3.364999,-0.156537,-0.070191,5240,0.000017,-0.000589,0.000634,-0.416346,0.642384,2.859124,0.223141,6.912429,0.214220,0.357616,-0.150115,-0.207095,-0.090524,-0.186255,0.569536,0.001663,-0.085165,0.084814,-1.347690,0.894040
ER,crypto,1h,DOGE-USD,FULL,8748,0.154781,0.000233,0.998080,0.059708,0.323764,0.163953,-0.000132,1.042110,-0.019116,0.336032,0.681266,0.000016,0.845266,-0.021179,0.311082,0.000366,3.788562,0.018816,0.041474,17465,0.000049,-0.000383,0.000407,1.214207,0.105960,4.354889,0.445020,12.072744,-0.160882,0.450331,0.028205,0.005170,0.052518,-0.614509,0.728477,0.000560,-0.049836,0.045403,1.439618,0.079470
ER,crypto,1h,DOGE-USD,IS,8748,0.169207,0.000358,1.047888,0.046550,0.324703,0.153556,-0.000166,1.191717,-0.016420,0.321014,0.677237,0.000072,0.922658,-0.021954,0.308410,0.000524,1.799751,0.014448,0.037018,12225,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,DOGE-USD,OOS,8748,0.121015,-0.000175,0.814794,0.131278,0.325403,0.188204,-0.000069,0.671391,-0.035549,0.367849,0.690781,-0.000110,0.633875,-0.017781,0.316989,-0.000105,3.178022,0.029637,0.065645,5240,0.000094,-0.000693,0.000903,-0.396205,0.649007,2.585461,0.121732,7.365441,0.263838,0.284768,0.025561,-0.019743,0.067721,0.144849,0.450331,-0.006522,-0.082993,0.069946,1.445377,0.072848
HMM,crypto,1h,DOGE-USD,FULL,8748,0.160227,0.000292,1.511952,-0.015908,0.199732,0.330028,-0.000025,0.884025,-0.007560,0.244495,0.509745,-0.000025,0.618132,0.029138,0.219760,0.000318,2.050563,0.002354,-0.040873,17465,0.000155,-0.000310,0.000575,0.607191,0.291391,2.482143,0.075256,6.326847,-0.193316,0.483444,0.023924,-0.003713,0.052661,-1.278467,0.887417,-0.015969,-0.045630,0.014582,-1.258181,0.907285
HMM,crypto,1h,DOGE-USD,IS,8748,0.202229,0.000377,1.558302,-0.016078,0.172169,0.382579,-0.000040,0.890994,-0.014164,0.228727,0.415192,0.000055,0.668612,0.042058,0.220579,0.000417,2.684684,-0.020131,-0.057178,12225,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,DOGE-USD,OOS,8748,0.062416,-0.000347,1.099052,-0.015555,0.305392,0.207673,0.000038,0.853446,0.023773,0.297984,0.729910,-0.000133,0.544000,0.004985,0.214721,-0.000385,2.081233,0.086967,-0.000876,5240,0.000209,-0.000665,0.001088,-1.172264,0.880795,2.013754,0.084057,5.408781,0.038022,0.364238,0.023416,-0.020198,0.072548,2.287450,0.013245,-0.017134,-0.078184,0.045112,0.430888,0.324503
ADX,crypto,1h,DOT-USD,FULL,8749,0.289158,-0.000050,0.873896,0.004175,0.236277,0.394536,-0.000055,0.929737,-0.001025,0.218135,0.316306,-0.000110,0.747956,0.015582,0.394424,0.000005,5.217324,-0.167218,-0.014007,17466,-0.000043,-0.000308,0.000266,0.275759,0.364238,4.485540,0.335385,11.470040,0.191547,0.350993,-0.145813,-0.174437,-0.114586,-1.141334,0.880795,-0.000027,-0.052683,0.049761,-0.459351,0.708609
ADX,crypto,1h,DOT-USD,IS,8749,0.305918,0.000034,0.901107,-0.004980,0.235499,0.399737,-0.000097,0.990645,0.015139,0.222456,0.294345,-0.000015,0.768772,0.024153,0.410837,0.000131,1.047403,-0.181859,-0.019073,12226,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,DOT-USD,OOS,8749,0.250048,-0.000293,0.791059,0.037532,0.236129,0.382516,0.000046,0.761603,-0.069388,0.208690,0.367437,-0.000286,0.707252,-0.003741,0.359653,-0.000340,7.935665,-0.137244,-0.012187,5240,-0.000069,-0.000636,0.000444,-0.803783,0.768212,2.934660,0.098202,8.635933,1.734942,0.072848,-0.145264,-0.201145,-0.088708,0.247417,0.390728,-0.002351,-0.091656,0.087987,-0.179334,0.562914
ER,crypto,1h,DOT-USD,FULL,8749,0.144282,0.000266,0.947148,-0.006389,0.350465,0.164861,0.000028,1.047077,0.009662,0.342271,0.690857,-0.000163,0.786881,-0.010621,0.310751,0.000238,12.275760,0.035617,0.012257,17466,0.000071,-0.000356,0.000486,0.600370,0.311258,4.543293,0.400692,11.911866,1.974352,0.052980,0.030398,0.002292,0.056214,0.320302,0.357616,0.005378,-0.046977,0.067675,0.187420,0.397351
ER,crypto,1h,DOT-USD,IS,8749,0.160016,0.000215,0.957000,-0.022296,0.361386,0.156247,-0.000086,1.163956,0.029759,0.345928,0.683736,-0.000075,0.815983,0.003040,0.312329,0.000301,5.090505,0.041329,0.000691,12226,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,DOT-USD,OOS,8749,0.107654,0.000444,0.912017,0.051745,0.308437,0.184959,0.000253,0.766242,-0.093562,0.335428,0.707387,-0.000361,0.716710,-0.049839,0.306957,0.000191,9.230895,0.014975,0.028931,5240,0.000058,-0.000729,0.000899,0.267349,0.384106,2.801873,0.139003,7.617968,2.466906,0.026490,0.031443,-0.021212,0.079280,-0.512516,0.708609,-0.001383,-0.104276,0.093913,0.483650,0.350993
HMM,crypto,1h,DOT-USD,FULL,8749,0.363543,-0.000202,0.596002,-0.063406,,0.284551,0.000006,1.262068,0.005835,0.195236,0.351906,0.000007,0.665156,,,-0.000207,2.955263,,,17466,-0.000071,-0.000349,0.000240,-0.755807,0.801325,2.260610,0.075996,6.874805,0.304137,0.258278,,,,,,,,,,
HMM,crypto,1h,DOT-USD,IS,8749,0.344613,-0.000121,0.595509,-0.008645,,0.321426,0.000023,1.300343,0.015151,0.187930,0.333961,0.000012,0.665348,,,-0.000144,1.723445,,,12226,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,DOT-USD,OOS,8749,0.407521,-0.000363,0.596616,-0.149168,,0.198702,-0.000058,1.105972,-0.044383,0.211177,0.393777,-0.000003,0.664774,,,-0.000305,2.384383,,,5240,-0.000069,-0.000652,0.000453,-0.717408,0.781457,1.929461,0.095986,5.762389,0.255038,0.278146,,,,,,,,,,
ADX,crypto,1h,ETH-USD,FULL,8748,0.304926,0.000040,0.651490,0.019761,0.236356,0.384642,-0.000037,0.756307,-0.007987,0.221313,0.310432,-0.000008,0.605291,0.022379,0.373139,0.000076,8.568892,-0.144304,-0.016492,17480,0.000069,-0.000147,0.000282,0.055020,0.476821,4.602180,0.338957,11.629190,1.002688,0.152318,-0.143569,-0.172786,-0.111719,-0.037692,0.490066,-0.001965,-0.048428,0.043741,-0.503092,0.728477
ADX,crypto,1h,ETH-USD,IS,8748,0.303043,0.000066,0.675299,0.017315,0.235503,0.377922,0.000055,0.795211,-0.003512,0.230059,0.319036,-0.000058,0.620484,0.018915,0.375036,0.000011,11.193421,-0.142255,-0.012014,12236,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,ETH-USD,OOS,8748,0.309365,-0.000020,0.593660,0.026393,0.238425,0.400153,-0.000240,0.662618,-0.022884,0.203288,0.290483,0.000122,0.564451,0.032462,0.367567,0.000220,3.776568,-0.146711,-0.030708,5244,0.000013,-0.000359,0.000350,0.894506,0.218543,3.137733,0.143965,8.971706,0.226987,0.291391,-0.143255,-0.196321,-0.089226,-0.108370,0.549669,-0.005082,-0.083395,0.069660,-0.500408,0.728477
ER,crypto,1h,ETH-USD,FULL,8748,0.163755,0.000060,0.662833,0.056658,0.324870,0.152872,-0.000150,0.851772,-0.013694,0.274833,0.683372,0.000015,0.640075,-0.001426,0.314095,0.000210,10.730058,-0.014244,0.022908,17480,0.000103,-0.000194,0.000426,0.554784,0.304636,5.662424,0.529743,14.602364,1.206479,0.125828,0.020509,-0.003923,0.047061,-2.166471,0.993377,0.001734,-0.041427,0.046006,0.807372,0.185430
ER,crypto,1h,ETH-USD,IS,8748,0.169382,0.000064,0.679888,0.052606,0.330744,0.142775,-0.000225,0.919861,0.002340,0.280223,0.687843,0.000066,0.660769,-0.008344,0.290760,0.000289,7.336671,0.014723,0.035817,12236,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,ETH-USD,OOS,8748,0.150677,0.000049,0.615930,0.069321,0.307948,0.176235,-0.000015,0.705755,-0.076506,0.268434,0.673088,-0.000106,0.587725,0.019942,0.368763,0.000064,4.891339,-0.080572,-0.023534,5244,0.000050,-0.000537,0.000585,0.040165,0.516556,3.383571,0.151396,9.315520,0.513503,0.251656,0.021392,-0.025937,0.069252,-3.424039,1.000000,-0.003364,-0.081652,0.076945,-0.422474,0.649007
HMM,crypto,1h,ETH-USD,FULL,8748,0.451916,0.000020,0.440475,0.015102,0.338368,0.318002,-0.000009,0.908733,-0.012683,0.188472,0.230082,-0.000040,0.699497,0.007483,0.372556,0.000029,2.102197,-0.109136,-0.006273,17480,0.000038,-0.000152,0.000243,-0.076076,0.516556,2.197694,0.130756,5.846955,-0.048880,0.430464,-0.109471,-0.146969,-0.071953,0.013418,0.496689,0.004487,-0.040721,0.047481,-0.409170,0.649007
HMM,crypto,1h,ETH-USD,IS,8748,0.417438,0.000062,0.456967,0.019243,0.359563,0.343840,0.000037,0.931271,-0.013126,0.191339,0.238723,-0.000063,0.691429,0.006123,0.389209,0.000025,2.304839,-0.113758,-0.003064,12236,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,ETH-USD,OOS,8748,0.532329,-0.000057,0.408531,0.006845,0.295831,0.257677,-0.000157,0.834897,-0.011427,0.186034,0.209994,0.000020,0.720397,0.015164,0.324066,0.000100,1.362282,-0.083134,-0.017455,5244,0.000047,-0.000420,0.000434,0.211463,0.443709,2.105005,0.207901,5.895013,-0.374879,0.516556,-0.111950,-0.194153,-0.035742,0.591109,0.291391,0.001256,-0.071322,0.083946,-0.397889,0.642384
ADX,crypto,1h,LINK-USD,FULL,8748,0.325125,0.000067,0.877227,0.000338,0.213559,0.347512,0.000004,0.949745,0.008708,0.209079,0.327364,-0.000022,0.772311,0.034462,0.375183,0.000063,2.426181,-0.163864,-0.029939,17464,0.000038,-0.000226,0.000332,0.149979,0.430464,2.475595,0.129635,7.305951,-0.019946,0.390728,-0.152511,-0.180037,-0.122530,-0.697085,0.741722,-0.006360,-0.055396,0.040068,-0.840006,0.807947
ADX,crypto,1h,LINK-USD,IS,8748,0.344553,0.000142,0.945630,-0.008965,0.217612,0.350464,-0.000028,1.031023,0.019757,0.206357,0.304983,0.000074,0.857698,0.030755,0.388068,0.000171,0.522311,-0.176084,-0.025359,12224,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,LINK-USD,OOS,8748,0.279824,-0.000152,0.642248,0.059199,0.203834,0.340714,0.000080,0.718966,-0.046894,0.215904,0.379462,-0.000200,0.579609,0.049362,0.345001,-0.000232,4.930341,-0.135132,-0.043209,5240,0.000021,-0.000540,0.000501,-0.803070,0.794702,2.101999,0.119668,6.467584,1.274684,0.092715,-0.152230,-0.200876,-0.096570,0.533684,0.298013,-0.008161,-0.111473,0.076460,-0.627551,0.741722
ER,crypto,1h,LINK-USD,FULL,8748,0.165109,0.000128,0.860174,0.052520,0.328381,0.162185,0.000024,1.016354,0.017124,0.322488,0.672705,-0.000012,0.834643,0.013863,0.327039,0.000105,4.158013,-0.001605,0.020959,17464,0.000033,-0.000357,0.000405,0.314154,0.370861,2.930917,0.173838,8.794858,0.430436,0.225166,0.020499,-0.004318,0.045675,-1.447076,0.920530,0.004640,-0.041007,0.050948,0.559271,0.331126
ER,crypto,1h,LINK-USD,IS,8748,0.176760,0.000231,0.922288,0.053307,0.338452,0.159305,-0.000002,1.122552,0.028224,0.332878,0.663935,0.000035,0.912484,0.016479,0.334326,0.000233,2.096048,0.001340,0.024287,12224,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,LINK-USD,OOS,8748,0.137813,-0.000181,0.639502,0.037991,0.310508,0.168925,0.000081,0.730741,-0.048454,0.299109,0.693262,-0.000115,0.626993,0.001239,0.309030,-0.000262,5.095835,-0.004222,-0.006470,5240,0.000028,-0.000734,0.000729,-0.675582,0.788079,2.276276,0.158411,6.215366,1.287628,0.145695,0.023034,-0.021557,0.071934,-1.000578,0.867550,0.008689,-0.075081,0.095466,-0.295457,0.635762
