group,timeframe,instrument,method,family,n_bars,n_segments,flips_py,dur_mean,dur_med,dur_p25,dur_p75,hit,fwd_bar,capture,hit_rem,rem_mean,dur_mean_null,dur_mean_z,dur_mean_p,dur_mean_n5,dur_mean_n95,dur_med_null,dur_med_z,dur_med_p,dur_med_n5,dur_med_n95,hit_null,hit_z,hit_p,hit_n5,hit_n95,fwd_bar_null,fwd_bar_z,fwd_bar_p,fwd_bar_n5,fwd_bar_n95,capture_null,capture_z,capture_p,capture_n5,capture_n95,flips_py_null,flips_py_z,flips_py_p,flips_py_n5,flips_py_n95,beats_null
crypto,1d,ADA-USD,sma50,50-SMA state,3113,174,20.29819,17.98266,5.00000,1.00000,27.00000,0.50353,0.00227,-0.01332,0.51906,0.12361,15.15206,1.68471,0.05794,12.46134,18.08144,4.36050,0.77138,0.35265,3.00000,6.00000,0.49893,0.52201,0.29171,0.48472,0.51334,0.00103,1.07225,0.14585,-0.00086,0.00301,0.04261,-1.34732,0.91009,-0.02438,0.11219,24.19828,-1.45306,0.06394,19.95260,29.10733,False
crypto,1d,ADA-USD,sma10_40,10/40 crossover,3123,90,10.40898,34.57303,28.00000,10.00000,47.00000,0.51345,0.00263,-0.14711,0.42169,0.18847,32.68724,0.65148,0.25974,28.13545,37.72012,26.08900,0.62704,0.30370,21.00000,31.00000,0.50092,1.43387,0.05794,0.48606,0.51426,0.00045,1.79089,0.03596,-0.00155,0.00247,-0.16281,0.43896,0.32867,-0.21737,-0.10428,11.15756,-0.76402,0.21079,9.59337,12.86915,False
crypto,1d,ADA-USD,donch20,Donchian,3127,73,8.40998,43.38889,37.00000,20.75000,53.00000,0.49584,0.00170,-0.07596,0.46691,0.23787,43.73502,-0.08634,0.48951,38.07073,51.01721,34.18000,0.71045,0.24176,28.47500,41.50000,0.49978,-0.44411,0.69331,0.48443,0.51404,0.00093,0.66044,0.25475,-0.00094,0.00287,-0.06140,-0.42609,0.67233,-0.11787,-0.00606,8.32341,0.11599,0.53846,7.09788,9.53853,False
crypto,1d,ADA-USD,donch55,Donchian,3107,24,2.70381,118.34783,78.00000,53.00000,169.50000,0.50837,0.00129,-0.05402,0.47017,0.34551,110.20052,0.51062,0.27772,87.54000,139.23409,86.77350,-0.54400,0.68432,64.50000,116.02500,0.49952,1.03261,0.15784,0.48504,0.51380,0.00066,0.51346,0.28571,-0.00136,0.00279,-0.05824,0.10926,0.46054,-0.12345,0.00380,3.28153,-1.21681,0.09590,2.51942,4.11715,False
crypto,1d,ADA-USD,tsmom20,TS momentum,3142,271,31.38686,11.62222,4.00000,2.00000,20.00000,0.50684,0.00339,0.03189,0.56590,0.12116,10.54578,1.23928,0.10589,9.19688,12.00824,3.93700,0.09833,0.76324,3.00000,5.00000,0.49907,0.86822,0.21279,0.48470,0.51338,0.00108,1.93297,0.03097,-0.00080,0.00306,0.02185,0.24517,0.40160,-0.04525,0.08845,34.69922,-1.16374,0.10989,30.35029,39.54259,False
crypto,1d,ADA-USD,tsmom60,TS momentum,3102,136,15.89579,22.58519,4.00000,1.00000,29.50000,0.50758,0.00128,0.03411,0.54084,0.24625,19.69288,0.94678,0.15684,15.21420,24.96129,4.17050,-0.17712,0.75125,3.00000,6.00000,0.49916,0.95947,0.17782,0.48482,0.51323,0.00068,0.49257,0.30070,-0.00124,0.00279,-0.00201,0.68291,0.23976,-0.08865,0.08307,18.74942,-0.99567,0.14585,14.48750,23.67470,False
crypto,1d,ADA-USD,tsmom120,TS momentum,3042,66,7.80449,43.01538,3.00000,1.00000,47.00000,0.52055,0.00251,-0.05370,0.44562,0.10278,28.94520,2.13394,0.02997,19.63982,41.31638,4.34200,-1.01648,0.98501,3.00000,7.00000,0.49891,2.41248,0.00999,0.48485,0.51382,0.00053,1.58241,0.06394,-0.00147,0.00264,-0.01198,-0.65394,0.74525,-0.11821,0.09425,12.91431,-1.79951,0.01798,8.64781,18.13639,True
crypto,1d,ADA-USD,swing5,Swing structure,3127,79,9.11081,40.05128,33.00000,19.25000,49.75000,0.49968,0.00225,-0.02883,0.52725,0.22509,41.90641,-0.46546,0.66833,35.95287,48.87578,32.58800,0.10597,0.47053,27.00000,39.50000,0.50038,-0.07843,0.53247,0.48488,0.51471,0.00087,1.20947,0.11289,-0.00094,0.00275,-0.06864,1.16835,0.12687,-0.12562,-0.01082,8.69181,0.51525,0.70829,7.37761,10.02937,False
crypto,1d,AVAX-USD,sma50,50-SMA state,2067,139,23.61493,14.64493,4.50000,1.00000,16.75000,0.50920,0.00310,0.12910,0.51460,0.14988,14.74520,-0.04949,0.46454,11.88356,18.18964,4.23150,0.24811,0.33267,3.00000,6.00000,0.50153,0.72316,0.23576,0.48378,0.51913,0.00083,1.71933,0.04496,-0.00127,0.00304,0.06131,1.28221,0.10190,-0.02438,0.15118,24.11600,-0.15654,0.44855,19.00381,29.45590,False
crypto,1d,AVAX-USD,sma10_40,10/40 crossover,2077,59,9.87733,35.01724,26.50000,16.00000,45.75000,0.50723,0.00212,-0.10160,0.40598,0.06378,32.68740,0.63934,0.26274,27.44365,39.29576,25.93800,0.14665,0.43556,20.00000,32.00000,0.50105,0.57003,0.27772,0.48337,0.51906,0.00048,1.21307,0.12188,-0.00180,0.00268,-0.16205,1.44576,0.06693,-0.22975,-0.09495,10.80333,-0.78640,0.20879,8.85980,12.77856,False
crypto,1d,AVAX-USD,donch20,Donchian,2072,43,7.16981,48.50000,41.50000,18.00000,62.75000,0.50507,0.00316,-0.04974,0.51078,0.23865,44.00144,0.91048,0.16284,36.79750,53.27649,34.15700,1.48274,0.07592,27.00000,43.00000,0.50041,0.44499,0.32767,0.48342,0.51739,0.00072,1.88928,0.03596,-0.00137,0.00298,-0.06725,0.43880,0.33367,-0.13477,-0.00269,7.99736,-0.94724,0.16883,6.49261,9.49604,False
crypto,1d,AVAX-USD,donch55,Donchian,2008,16,2.64226,115.86667,115.00000,66.50000,165.00000,0.50922,0.00266,-0.00511,0.45850,0.07495,110.72976,0.23683,0.33566,83.07708,146.92692,87.82900,1.23316,0.10290,61.97500,127.05000,0.50033,0.85548,0.19081,0.48389,0.51821,0.00046,1.57536,0.06094,-0.00170,0.00278,-0.06333,1.25077,0.10190,-0.13710,0.01629,3.15226,-0.91069,0.20280,2.25172,4.03809,False
crypto,1d,AVAX-USD,tsmom20,TS momentum,2096,186,31.21968,11.28649,4.00000,1.00000,15.00000,0.49976,0.00273,-0.01412,0.58119,0.14745,10.44022,0.81323,0.19880,8.78378,12.21893,3.87150,0.17292,0.67233,3.00000,5.00000,0.50117,-0.13512,0.56344,0.48424,0.51862,0.00085,1.43100,0.07692,-0.00137,0.00301,0.02836,-0.90250,0.81219,-0.04637,0.10900,33.97242,-0.81844,0.19780,28.70205,39.85364,False
crypto,1d,AVAX-USD,tsmom60,TS momentum,2056,97,16.51567,21.05208,4.00000,1.00000,22.00000,0.51630,0.00377,0.05470,0.51844,0.13699,19.21662,0.50592,0.25974,14.34825,25.69351,4.10950,-0.10079,0.68232,3.00000,6.00000,0.50116,1.41057,0.08292,0.48345,0.51850,0.00056,2.27179,0.01598,-0.00176,0.00287,0.00523,0.78791,0.21179,-0.09807,0.11072,18.63753,-0.63612,0.24975,13.25339,24.09707,False
crypto,1d,AVAX-USD,tsmom120,TS momentum,1996,56,9.74653,31.81818,4.00000,1.00000,31.50000,0.51629,0.00189,0.04552,0.41829,-0.04785,28.84724,0.33868,0.29371,18.08000,44.29654,4.48300,-0.19117,0.66134,3.00000,7.00000,0.50046,1.44114,0.07493,0.48292,0.51856,0.00045,0.99895,0.16583,-0.00188,0.00288,-0.00284,0.60391,0.26873,-0.13023,0.13282,12.72064,-0.86456,0.19680,7.44654,18.79364,False
crypto,1d,AVAX-USD,swing5,Swing structure,2075,49,8.18222,42.39583,34.00000,21.75000,51.00000,0.49180,0.00149,-0.07388,0.42124,0.11070,42.35344,0.00822,0.45355,34.96610,51.73974,32.94650,0.20967,0.40060,26.00000,41.52500,0.50043,-0.81244,0.79421,0.48275,0.51837,0.00062,0.64288,0.25375,-0.00152,0.00294,-0.07518,0.03000,0.48152,-0.14668,-0.00376,8.32575,-0.14486,0.45055,6.65415,9.97558,False
crypto,1d,BNB-USD,sma50,50-SMA state,3113,198,23.11412,15.62944,4.00000,1.00000,18.00000,0.51317,0.00255,0.12824,0.59264,0.37692,15.35638,0.15086,0.39760,12.79967,18.81419,4.40750,-0.48101,0.89710,3.00000,6.00000,0.49885,1.61223,0.05594,0.48407,0.51366,0.00092,1.68786,0.05594,-0.00065,0.00259,0.04587,1.85017,0.02997,-0.02709,0.11843,23.88679,-0.28313,0.37962,19.13103,28.40312,False
crypto,1d,BNB-USD,sma10_40,10/40 crossover,3123,96,11.11071,32.54737,24.00000,10.00000,45.50000,0.51057,0.00239,-0.20060,0.43510,0.32053,33.19490,-0.20627,0.55445,28.37122,38.78926,26.15800,-0.68346,0.77822,21.00000,31.50000,0.50251,0.90752,0.18581,0.48766,0.51746,0.00071,1.70232,0.04595,-0.00087,0.00230,-0.16576,-0.93766,0.81718,-0.22598,-0.10357,10.99353,0.11329,0.53646,9.24239,12.75216,False
crypto,1d,BNB-USD,donch20,Donchian,3140,64,7.32826,49.30159,43.00000,18.50000,62.00000,0.50462,0.00204,-0.09162,0.45054,0.50212,44.04623,1.17596,0.11489,37.55339,52.59481,33.56450,2.21766,0.03097,27.50000,41.00000,0.50178,0.32223,0.37363,0.48725,0.51656,0.00090,1.17668,0.12488,-0.00066,0.00246,-0.06992,-0.60247,0.72927,-0.12846,-0.01178,8.26884,-1.13924,0.11389,6.87162,9.65162,False
crypto,1d,BNB-USD,donch55,Donchian,3105,26,2.94082,122.92000,119.00000,73.00000,171.00000,0.50290,0.00139,-0.09072,0.44619,0.74436,115.45472,0.36745,0.30070,88.40441,152.30342,84.75500,2.05289,0.04096,62.00000,116.00000,0.50502,-0.22522,0.58841,0.48963,0.52016,0.00104,0.33412,0.36563,-0.00071,0.00277,-0.06940,-0.51317,0.69131,-0.13947,-0.00185,3.13995,-0.38860,0.34366,2.35190,4.00862,False
crypto,1d,BNB-USD,tsmom20,TS momentum,3142,337,39.05920,9.24702,3.50000,1.00000,12.00000,0.50876,0.00261,0.01276,0.54060,0.08891,10.25215,-1.16231,0.88511,8.93161,11.73052,3.80700,-0.49397,0.70729,3.00000,5.00000,0.49855,1.14704,0.12288,0.48408,0.51306,0.00089,1.78868,0.03896,-0.00072,0.00254,0.02564,-0.32644,0.60839,-0.03669,0.09179,35.69554,1.14692,0.86214,30.93171,40.69962,False
crypto,1d,BNB-USD,tsmom60,TS momentum,3102,176,20.60566,17.58286,3.00000,1.00000,14.50000,0.50597,0.00163,0.04139,0.50241,0.20674,19.94442,-0.70812,0.75425,15.32753,26.07720,4.18050,-1.21202,0.99401,3.00000,6.00000,0.50179,0.45798,0.32368,0.48613,0.51677,0.00093,0.69002,0.25175,-0.00071,0.00264,-0.00405,0.86837,0.19580,-0.09060,0.07787,18.54518,0.69535,0.75624,13.78080,23.55692,False
crypto,1d,BNB-USD,tsmom120,TS momentum,3042,114,13.56780,26.73451,3.00000,1.00000,17.00000,0.50707,0.00160,-0.01762,0.45736,0.80837,31.11847,-0.52059,0.65335,20.64012,46.28308,4.39350,-0.92218,0.97602,3.00000,7.00000,0.50437,0.27404,0.38961,0.48748,0.52105,0.00111,0.44711,0.32767,-0.00067,0.00295,-0.01475,-0.04262,0.53047,-0.12804,0.09412,12.12904,0.48725,0.67732,7.56684,17.06141,False
crypto,1d,BNB-USD,swing5,Swing structure,3126,70,8.06214,44.81159,36.00000,20.00000,66.00000,0.50400,0.00167,-0.08474,0.46080,0.24541,41.89513,0.69410,0.22777,35.60345,49.43376,31.96200,0.99783,0.17782,26.00000,39.00000,0.50136,0.29102,0.38262,0.48666,0.51657,0.00087,0.81423,0.21279,-0.00077,0.00251,-0.07448,-0.28207,0.61838,-0.13662,-0.01668,8.69973,-0.73853,0.23776,7.26971,10.17866,False
crypto,1d,BTC-USD,sma50,50-SMA state,4262,217,18.51103,19.53704,6.00000,2.00000,26.25000,0.52183,0.00180,0.06612,0.55009,0.16686,15.70575,2.39631,0.01998,13.30305,18.27946,4.56200,1.86871,0.09091,4.00000,6.00000,0.50214,2.48585,0.00599,0.48943,0.51444,0.00046,2.43694,0.01099,-0.00042,0.00138,0.04297,0.63839,0.25574,-0.01988,0.10217,23.34788,-2.07009,0.01798,19.71544,27.34446,True
crypto,1d,BTC-USD,sma10_40,10/40 crossover,4272,111,9.40485,38.42727,31.50000,16.25000,50.75000,0.52787,0.00166,-0.11918,0.41146,0.08451,33.32318,1.91434,0.03596,29.37840,37.96473,26.25350,1.93533,0.03097,22.00000,31.00000,0.50478,2.91058,0.00300,0.49167,0.51828,0.00037,2.28604,0.01598,-0.00055,0.00134,-0.16770,1.56356,0.06593,-0.21710,-0.11375,10.95476,-1.78952,0.02997,9.57808,12.40020,True
crypto,1d,BTC-USD,donch20,Donchian,4269,89,7.52916,47.98864,34.00000,20.00000,59.50000,0.51418,0.00126,-0.05571,0.51898,0.15482,43.00904,1.41807,0.09091,37.50000,49.21008,32.47550,0.48678,0.34166,28.00000,38.00000,0.50427,1.27355,0.09191,0.49098,0.51679,0.00034,1.59887,0.05495,-0.00062,0.00130,-0.07248,0.55915,0.28172,-0.11887,-0.02360,8.47654,-1.37849,0.08891,7.33049,9.63259,False
crypto,1d,BTC-USD,donch55,Donchian,4220,33,2.76967,130.78125,106.50000,59.75000,175.00000,0.52229,0.00160,-0.01652,0.50205,0.84681,112.62965,1.13490,0.13287,88.42842,141.21069,82.86700,1.69462,0.06394,63.00000,108.05000,0.50638,1.90609,0.02597,0.49263,0.52036,0.00043,1.88178,0.02498,-0.00064,0.00142,-0.07512,1.69891,0.03996,-0.13363,-0.01930,3.23067,-1.01405,0.17083,2.51058,3.99769,True
crypto,1d,BTC-USD,tsmom20,TS momentum,4291,409,34.72897,10.40196,4.00000,1.00000,12.25000,0.51597,0.00158,0.02163,0.57377,0.07670,10.62500,-0.30159,0.60040,9.52000,11.92551,3.97550,0.04576,0.83816,3.00000,5.00000,0.50196,1.78398,0.04196,0.48903,0.51494,0.00045,2.05114,0.02597,-0.00046,0.00135,0.02300,-0.04087,0.50450,-0.03115,0.07675,34.41753,0.13113,0.55644,30.56095,38.31294,False
crypto,1d,BTC-USD,tsmom60,TS momentum,4251,185,15.80946,22.91304,4.00000,1.00000,16.50000,0.52106,0.00167,0.00469,0.50074,0.78808,19.88136,1.16216,0.13087,16.18517,24.67462,4.11300,-0.15158,0.80420,3.00000,5.00000,0.50396,2.10791,0.01598,0.48999,0.51695,0.00041,2.12493,0.01698,-0.00059,0.00136,-0.00956,0.31147,0.35864,-0.08669,0.06862,18.48801,-1.12804,0.13187,14.69594,22.34471,False
crypto,1d,BTC-USD,tsmom120,TS momentum,4191,133,11.50394,29.88636,4.00000,1.00000,15.25000,0.51802,0.00166,0.03637,0.53160,0.59528,30.04028,-0.02304,0.43656,21.46736,41.73990,4.19150,-0.19514,0.75325,3.00000,6.00000,0.50642,1.33749,0.10390,0.49294,0.52041,0.00053,1.76770,0.04795,-0.00047,0.00162,-0.01288,0.89084,0.17782,-0.10060,0.07983,12.40255,-0.36939,0.35864,8.45567,16.64982,False
crypto,1d,BTC-USD,swing5,Swing structure,4255,86,7.29642,49.57647,34.00000,22.00000,61.00000,0.51916,0.00137,-0.03890,0.52313,0.16595,41.86393,2.13716,0.02897,36.53276,48.27557,31.80100,0.65541,0.25974,27.00000,38.00000,0.50410,1.94919,0.02897,0.49146,0.51716,0.00035,1.80973,0.03397,-0.00059,0.00127,-0.07728,1.23365,0.10190,-0.12772,-0.02600,8.71089,-1.91993,0.02697,7.50797,9.90694,True
crypto,1d,DOGE-USD,sma50,50-SMA state,3113,170,19.82886,18.16568,4.00000,1.00000,31.00000,0.50854,0.00370,0.02849,0.54571,0.40732,15.97240,1.13374,0.13087,13.21330,19.32573,4.55800,-0.54143,0.87013,3.00000,6.00000,0.49749,1.22797,0.10390,0.48274,0.51273,0.00084,1.73568,0.03896,-0.00192,0.00347,0.03425,-0.13664,0.55744,-0.03454,0.10244,22.98575,-1.17074,0.12088,18.66155,27.47004,False
crypto,1d,DOGE-USD,sma10_40,10/40 crossover,3123,82,9.47334,38.02469,35.00000,17.00000,51.00000,0.51205,0.00287,-0.10362,0.36891,0.27531,33.32370,1.55219,0.06993,28.58578,38.63917,26.96850,2.63601,0.00899,22.00000,32.00000,0.50100,1.29302,0.10490,0.48664,0.51542,0.00035,1.52723,0.05894,-0.00238,0.00295,-0.16131,1.66023,0.04895,-0.21918,-0.10483,10.94767,-1.48771,0.05694,9.35939,12.63517,False
crypto,1d,DOGE-USD,donch20,Donchian,3134,60,6.87612,52.52542,46.00000,29.00000,68.00000,0.50896,0.00424,0.03224,0.46906,1.58875,44.59052,1.85846,0.05395,38.10859,52.58879,34.75600,2.65845,0.01698,29.00000,42.52500,0.49971,1.04933,0.14985,0.48530,0.51451,0.00077,2.11684,0.01199,-0.00191,0.00346,-0.05140,2.40016,0.01099,-0.10898,0.00591,8.16762,-1.67519,0.05794,6.86240,9.44356,False
crypto,1d,DOGE-USD,donch55,Donchian,3105,34,3.88188,93.09091,79.00000,50.00000,130.00000,0.48724,0.00099,-0.08599,0.31083,1.31829,111.13476,-1.05283,0.88112,88.49853,143.73333,87.99650,-0.51526,0.68631,64.00000,122.00000,0.49893,-1.36425,0.91309,0.48453,0.51253,0.00072,0.15434,0.41958,-0.00193,0.00368,-0.05919,-0.66008,0.74625,-0.12493,0.00734,3.26021,1.29512,0.89810,2.47427,4.02675,False
crypto,1d,DOGE-USD,tsmom20,TS momentum,3142,254,29.41065,12.22530,5.00000,1.00000,21.00000,0.51245,0.00295,-0.01088,0.53418,0.09237,10.55572,1.91396,0.03497,9.23518,12.02432,3.94750,1.55522,0.15185,3.00000,5.00000,0.49823,1.66104,0.05095,0.48371,0.51245,0.00091,1.29322,0.09590,-0.00174,0.00346,0.02035,-0.79162,0.78621,-0.04132,0.08524,34.66828,-1.85435,0.02997,30.22819,39.31002,False
crypto,1d,DOGE-USD,tsmom60,TS momentum,3102,170,19.89918,18.15385,4.00000,1.00000,19.00000,0.49353,0.00240,-0.01155,0.43355,0.28565,20.17825,-0.64850,0.71528,15.78153,25.83333,4.31100,-0.29124,0.77223,3.00000,6.00000,0.49840,-0.56074,0.70529,0.48397,0.51245,0.00071,0.98083,0.16883,-0.00207,0.00355,-0.01192,0.00723,0.50050,-0.09588,0.07262,18.28841,0.58008,0.71828,13.89858,22.96799,False
crypto,1d,DOGE-USD,tsmom120,TS momentum,3042,98,11.64670,28.82474,5.00000,1.00000,28.00000,0.49835,0.00237,-0.07204,0.46939,0.76843,30.96794,-0.28649,0.56344,21.44818,44.88165,4.73450,0.14160,0.42857,3.00000,8.00000,0.49798,0.04183,0.49351,0.48348,0.51189,0.00073,0.93037,0.16983,-0.00206,0.00377,-0.01734,-0.81955,0.79221,-0.13001,0.09364,12.11126,-0.17178,0.43856,7.80705,16.70109,False
crypto,1d,DOGE-USD,swing5,Swing structure,3126,60,6.89371,52.13559,42.00000,25.00000,71.00000,0.51637,0.00493,0.03170,0.53384,2.74949,42.42212,2.23282,0.02997,36.03391,50.18942,33.13550,2.01355,0.03497,27.00000,41.00000,0.49960,1.87185,0.03397,0.48513,0.51393,0.00075,2.55243,0.00799,-0.00193,0.00336,-0.05884,2.42781,0.00899,-0.12103,0.00324,8.59368,-1.96779,0.03197,7.18394,10.05603,True
crypto,1d,DOT-USD,sma50,50-SMA state,2098,121,20.89133,17.11667,5.00000,1.00000,20.25000,0.49785,0.00124,0.03334,0.54809,0.10105,14.58308,1.20917,0.11089,11.55572,18.05172,4.24700,0.77481,0.32168,3.00000,6.00000,0.49638,0.13657,0.45155,0.47851,0.51384,-0.00003,1.14787,0.12388,-0.00186,0.00185,0.04191,-0.16505,0.58142,-0.04613,0.12374,25.23517,-1.22999,0.09491,19.85622,31.35193,False
crypto,1d,DOT-USD,sma10_40,10/40 crossover,2108,61,10.39611,34.40000,24.50000,11.00000,44.50000,0.49929,0.00190,-0.13061,0.41816,0.05901,32.46464,0.51867,0.27972,26.96090,38.96481,25.71400,-0.31568,0.63037,20.00000,32.00000,0.49999,-0.06567,0.53846,0.48196,0.51757,-0.00002,1.67672,0.04296,-0.00193,0.00180,-0.16535,0.79161,0.20979,-0.23724,-0.09496,11.24180,-0.66275,0.24276,9.18759,13.34801,False
crypto,1d,DOT-USD,donch20,Donchian,2100,45,7.65286,46.90909,37.00000,21.00000,60.00000,0.49547,0.00157,-0.06938,0.50297,0.27914,43.57792,0.67187,0.22478,36.40351,52.56465,33.99600,0.60730,0.27373,27.00000,43.00000,0.49782,-0.21958,0.57842,0.48019,0.51492,0.00004,1.34317,0.08991,-0.00176,0.00197,-0.06506,-0.10611,0.53347,-0.13109,0.00638,8.34615,-0.74150,0.23377,6.75956,9.85340,False
crypto,1d,DOT-USD,donch55,Donchian,2055,14,2.31058,128.53846,114.00000,86.00000,175.00000,0.51168,0.00248,0.02845,0.56031,0.28508,111.14900,0.75577,0.18282,81.56936,148.67995,88.48400,1.13675,0.12687,62.00000,129.52500,0.49939,1.09959,0.13686,0.48078,0.51821,0.00002,2.13402,0.01598,-0.00196,0.00190,-0.06160,2.04845,0.02098,-0.13805,0.01070,3.25893,-1.51265,0.05594,2.28501,4.37122,False
crypto,1d,DOT-USD,tsmom20,TS momentum,2127,200,34.17243,10.47236,3.00000,1.00000,16.00000,0.49906,0.00158,0.06798,0.57613,0.08813,10.27636,0.19504,0.40559,8.74459,12.01868,3.81400,-1.15884,0.99700,3.00000,5.00000,0.49642,0.25122,0.41159,0.47856,0.51388,0.00002,1.37894,0.07892,-0.00185,0.00185,0.02511,0.93168,0.16783,-0.04881,0.10310,35.63541,-0.42182,0.34366,30.06526,41.57596,False
crypto,1d,DOT-USD,tsmom60,TS momentum,2087,92,15.92609,22.14286,5.00000,1.00000,16.00000,0.50575,0.00176,0.09832,0.56601,0.18426,18.76645,0.97922,0.15485,14.04080,24.97564,4.03100,0.86773,0.22478,3.00000,6.00000,0.49821,0.70842,0.24276,0.48106,0.51655,-0.00008,1.61967,0.05694,-0.00190,0.00184,-0.00364,1.58762,0.06294,-0.11454,0.10288,19.68375,-1.09320,0.14286,14.18277,25.56400,False
crypto,1d,DOT-USD,tsmom120,TS momentum,2027,54,9.55020,33.09434,5.00000,2.00000,21.00000,0.50592,0.00032,-0.04556,0.33568,-0.08014,27.71473,0.65840,0.20579,18.13288,42.28936,4.16950,0.56567,0.27772,3.00000,7.00000,0.49938,0.56570,0.27772,0.48000,0.51951,-0.00011,0.36725,0.35265,-0.00196,0.00179,-0.00575,-0.52878,0.70629,-0.13076,0.11291,13.59105,-1.15902,0.11289,8.29294,19.47940,False
crypto,1d,DOT-USD,swing5,Swing structure,2100,47,8.00071,44.86957,39.00000,18.50000,55.75000,0.50167,0.00183,-0.08619,0.53568,0.29148,42.40748,0.48183,0.30170,34.79879,51.56168,32.91550,1.18970,0.13487,25.50000,42.00000,0.49811,0.32314,0.38262,0.48018,0.51638,0.00002,1.56100,0.06793,-0.00183,0.00200,-0.07318,-0.29878,0.62238,-0.14243,-0.00203,8.59184,-0.57838,0.31369,6.95714,10.30338,False
crypto,1d,ETH-USD,sma50,50-SMA state,3113,160,18.65556,19.24528,5.00000,1.00000,28.00000,0.51189,0.00183,0.00253,0.57670,0.14546,15.18526,2.16480,0.03097,12.44951,18.57550,4.39750,0.65245,0.38062,3.00000,6.00000,0.49725,1.61945,0.05794,0.48184,0.51239,0.00042,1.67086,0.04995,-0.00096,0.00181,0.03869,-0.85396,0.80919,-0.03132,0.10866,24.19910,-1.91263,0.02597,19.36576,29.22469,False
crypto,1d,ETH-USD,sma10_40,10/40 crossover,3123,88,10.17507,35.29885,30.00000,12.50000,53.00000,0.51217,0.00220,-0.11873,0.42862,0.06630,32.80280,0.81542,0.19481,28.11813,38.22407,26.05500,1.29830,0.10989,21.00000,31.00000,0.50084,1.32213,0.09391,0.48702,0.51522,0.00030,2.29272,0.01499,-0.00106,0.00165,-0.16466,1.35032,0.08691,-0.21825,-0.10989,11.12211,-0.91052,0.15884,9.47638,12.86915,False
crypto,1d,ETH-USD,donch20,Donchian,3129,60,6.88710,52.15254,37.00000,20.00000,68.00000,0.50767,0.00160,-0.04334,0.56296,0.30188,43.50404,2.11394,0.03197,37.52410,50.98908,33.48750,0.87454,0.20480,27.47500,40.50000,0.50081,0.80746,0.20280,0.48742,0.51563,0.00041,1.40772,0.07692,-0.00100,0.00175,-0.06547,0.67132,0.25774,-0.12233,-0.01321,8.36742,-1.91170,0.03197,7.09562,9.59429,False
crypto,1d,ETH-USD,donch55,Donchian,3107,26,2.93893,122.68000,87.00000,47.00000,154.00000,0.51610,0.00084,-0.04142,0.45825,0.67814,110.32904,0.67202,0.21479,86.91403,142.28036,85.49650,0.09148,0.41858,63.00000,115.02500,0.50161,1.60738,0.06494,0.48696,0.51686,0.00033,0.57585,0.27173,-0.00108,0.00185,-0.06457,0.63263,0.27373,-0.12478,-0.00524,3.29415,-0.69963,0.22577,2.47105,4.07639,False
crypto,1d,ETH-USD,tsmom20,TS momentum,3142,323,37.43173,9.75466,3.00000,1.00000,12.00000,0.50111,0.00147,-0.00286,0.57432,0.06549,10.52785,-0.85077,0.80020,9.14900,12.07732,3.86550,-1.40281,1.00000,3.00000,5.00000,0.49747,0.41320,0.34066,0.48279,0.51146,0.00043,1.22936,0.10589,-0.00092,0.00185,0.01968,-0.55589,0.71429,-0.04765,0.08562,34.78201,0.89375,0.81618,30.11772,39.65306,False
crypto,1d,ETH-USD,tsmom60,TS momentum,3102,120,14.01185,25.73950,5.00000,2.00000,28.50000,0.51306,0.00163,-0.03066,0.49966,0.10427,19.33144,2.06454,0.04296,14.80662,25.21045,3.99650,1.08798,0.20679,3.00000,5.50000,0.49914,1.54511,0.06294,0.48418,0.51419,0.00029,1.63212,0.04695,-0.00111,0.00162,-0.00294,-0.51718,0.69231,-0.08866,0.08621,19.11338,-1.70139,0.04196,14.36383,24.26362,False
crypto,1d,ETH-USD,tsmom120,TS momentum,3042,66,7.80449,43.16923,5.00000,1.00000,62.00000,0.51825,0.00148,0.05827,0.48194,0.33379,28.42634,2.10408,0.03596,19.59793,41.45517,4.14550,0.66805,0.26673,3.00000,6.00000,0.49970,2.08919,0.01898,0.48553,0.51416,0.00024,1.44327,0.07692,-0.00118,0.00167,-0.00804,1.05957,0.15185,-0.11096,0.09608,13.18191,-1.84722,0.02298,8.64781,18.13639,True
crypto,1d,ETH-USD,swing5,Swing structure,3129,62,7.12057,50.16393,40.00000,20.00000,75.00000,0.50863,0.00170,-0.04144,0.55452,0.16611,42.13068,2.00299,0.02897,36.11628,48.72011,32.53300,1.92769,0.03896,27.00000,39.00000,0.50069,0.91573,0.16683,0.48704,0.51468,0.00041,1.58266,0.05994,-0.00091,0.00178,-0.06934,0.82057,0.21179,-0.12378,-0.01223,8.64688,-1.87941,0.02498,7.43603,10.03643,False
crypto,1d,LINK-USD,sma50,50-SMA state,3113,200,23.34878,15.42211,5.00000,1.00000,20.50000,0.48972,0.00119,0.01443,0.49443,0.07538,14.18851,0.77906,0.19580,11.87320,16.96229,4.00650,1.30995,0.19780,3.00000,5.00000,0.49605,-0.73703,0.77023,0.48152,0.50980,0.00032,0.79249,0.22577,-0.00152,0.00203,0.05090,-0.85491,0.79820,-0.01854,0.12292,25.84813,-0.89457,0.18182,21.36102,30.39838,False
