group,timeframe,instrument,method,family,n_bars,n_segments,flips_py,dur_mean,dur_med,dur_p25,dur_p75,hit,fwd_bar,capture,hit_rem,rem_mean,dur_mean_null,dur_mean_z,dur_mean_p,dur_mean_n5,dur_mean_n95,dur_med_null,dur_med_z,dur_med_p,dur_med_n5,dur_med_n95,hit_null,hit_z,hit_p,hit_n5,hit_n95,fwd_bar_null,fwd_bar_z,fwd_bar_p,fwd_bar_n5,fwd_bar_n95,capture_null,capture_z,capture_p,capture_n5,capture_n95,flips_py_null,flips_py_z,flips_py_p,flips_py_n5,flips_py_n95,beats_null
futures,1d,ZB=F,tsmom20,TS momentum,1741,164,23.55596,10.66258,4.00000,2.00000,16.00000,0.49216,-0.00005,0.01334,0.50160,0.00536,9.86643,0.72984,0.23077,8.18460,11.74838,3.56200,0.63078,0.45854,3.00000,5.00000,0.49684,-0.40526,0.68032,0.47674,0.51563,-0.00000,-0.25195,0.60340,-0.00028,0.00027,0.02029,-0.13578,0.54745,-0.06644,0.10098,25.58491,-0.72125,0.24775,21.25593,30.51021,False
futures,1d,ZB=F,tsmom60,TS momentum,1701,90,13.16430,19.06742,5.00000,2.00000,18.00000,0.50297,-0.00004,0.09060,0.44195,0.00344,17.67437,0.38273,0.30070,12.62661,24.53874,3.65300,1.44365,0.12987,3.00000,5.00000,0.49907,0.33169,0.38761,0.48037,0.51843,-0.00000,-0.22233,0.58641,-0.00028,0.00027,0.00102,1.25534,0.09890,-0.11548,0.11495,14.43582,-0.44959,0.34066,9.91603,19.24006,False
futures,1d,ZB=F,tsmom120,TS momentum,1641,68,10.27255,23.22388,4.00000,1.50000,16.50000,0.50801,-0.00001,0.02110,0.38923,-0.00092,26.39338,-0.30890,0.55245,16.11460,43.11111,3.91550,0.04931,0.48751,2.00000,7.00000,0.49969,0.67045,0.24675,0.47994,0.52040,0.00001,-0.11752,0.53047,-0.00028,0.00032,-0.00152,0.25900,0.38362,-0.15073,0.14531,10.05467,0.07266,0.53646,5.52294,15.18810,False
futures,1d,ZB=F,swing5,Swing structure,1716,43,6.15806,40.80952,26.00000,12.00000,57.50000,0.49735,0.00011,-0.12748,0.49940,0.01343,41.60247,-0.14381,0.51948,33.75264,52.00303,32.11350,-1.13341,0.91608,25.00000,42.00000,0.49867,-0.11544,0.56444,0.48027,0.51753,-0.00000,0.65459,0.24875,-0.00027,0.00029,-0.09552,-0.71207,0.75425,-0.16514,-0.01995,6.02124,0.17838,0.58142,4.76312,7.28020,False
futures,1d,ZN=F,sma50,50-SMA state,1712,131,19.10520,13.13846,3.00000,1.00000,13.75000,0.48782,0.00006,-0.02899,0.55293,0.00549,13.20556,-0.03271,0.47453,10.31706,17.05148,3.61150,-0.70998,0.96404,3.00000,5.00000,0.49558,-0.67495,0.75225,0.47622,0.51491,-0.00002,0.85391,0.19381,-0.00017,0.00014,0.06363,-1.65472,0.94705,-0.03003,0.15678,19.20959,-0.03606,0.49151,14.55785,24.11603,False
futures,1d,ZN=F,sma10_40,10/40 crossover,1722,55,7.88992,31.79630,23.50000,11.00000,45.75000,0.49793,0.00004,-0.16590,0.40545,0.00140,31.76368,0.00803,0.44156,26.17547,39.60656,24.88850,-0.32622,0.62438,18.00000,32.00000,0.49949,-0.13964,0.55145,0.48083,0.51769,0.00000,0.36545,0.33566,-0.00014,0.00015,-0.16519,-0.01611,0.51249,-0.23755,-0.09251,7.90737,-0.01792,0.46454,6.28636,9.50264,False
futures,1d,ZN=F,donch20,Donchian,1741,46,6.50318,37.66667,25.00000,15.00000,46.00000,0.48423,-0.00006,-0.14531,0.43830,0.00511,42.04436,-0.80599,0.80519,34.54000,52.24459,32.48300,-1.47500,0.96603,25.00000,41.52500,0.49858,-1.32331,0.90210,0.48100,0.51761,-0.00000,-0.65580,0.74326,-0.00014,0.00015,-0.08292,-1.49925,0.94605,-0.14644,-0.01200,5.95045,0.75571,0.76324,4.65389,7.13039,False
futures,1d,ZN=F,donch55,Donchian,1699,16,2.22131,108.40000,74.00000,55.00000,177.00000,0.49760,0.00002,-0.07345,0.42821,0.00809,106.64523,0.07392,0.38861,77.56905,150.12273,83.45500,-0.44055,0.62238,57.00000,122.52500,0.50063,-0.26787,0.60639,0.48213,0.51870,0.00001,0.17431,0.43556,-0.00015,0.00015,-0.06992,-0.07485,0.54346,-0.14837,0.00626,2.32856,-0.22362,0.40559,1.62276,3.10637,False
futures,1d,ZN=F,tsmom20,TS momentum,1741,192,27.60238,9.09948,3.00000,1.00000,12.00000,0.48248,-0.00010,0.03816,0.50390,0.00278,9.71892,-0.56935,0.71029,8.11761,11.69608,3.48450,-0.72104,0.97103,3.00000,5.00000,0.49556,-1.16282,0.86913,0.47661,0.51373,-0.00002,-0.92337,0.81618,-0.00016,0.00014,0.03205,0.12025,0.45854,-0.05115,0.10966,25.98718,0.56854,0.72428,21.40053,30.79941,False
futures,1d,ZN=F,tsmom60,TS momentum,1701,98,14.34760,17.00000,3.00000,1.00000,16.00000,0.49701,0.00002,-0.02552,0.50292,0.00619,17.44209,-0.12506,0.52048,12.53270,23.72855,3.60800,-0.61643,0.94406,2.50000,5.50000,0.49827,-0.11234,0.54945,0.47970,0.51593,-0.00001,0.27658,0.40060,-0.00017,0.00014,0.00955,-0.50776,0.68831,-0.10117,0.12082,14.63517,-0.09831,0.49351,10.21203,19.68406,False
futures,1d,ZN=F,tsmom120,TS momentum,1641,72,10.88584,21.88732,4.00000,1.00000,11.50000,0.50000,0.00002,0.01295,0.42500,0.00699,25.85397,-0.45631,0.64535,16.17615,41.81130,3.82550,0.11682,0.47453,2.00000,6.00000,0.49952,0.04077,0.48052,0.48002,0.51824,-0.00000,0.19746,0.42058,-0.00016,0.00015,0.00554,0.08778,0.46154,-0.12529,0.14561,10.11328,0.27077,0.62537,5.67636,15.03468,False
futures,1d,ZN=F,swing5,Swing structure,1743,47,6.64007,37.76087,24.00000,15.25000,45.00000,0.48250,-0.00007,-0.16790,0.45401,0.00641,40.88496,-0.55649,0.68432,33.47953,50.98485,31.69500,-1.43027,0.96703,24.00000,41.00000,0.49821,-1.39721,0.92507,0.47920,0.51661,-0.00000,-0.77294,0.78521,-0.00015,0.00015,-0.09472,-1.61442,0.94605,-0.16847,-0.01636,6.12932,0.64936,0.72228,4.78811,7.37875,False
futures,1w,CL=F,sma50,50-SMA state,317,27,4.27963,12.07692,3.00000,1.00000,20.75000,0.50949,0.00020,0.07104,0.45833,0.00620,14.60173,-0.38356,0.58841,7.72428,25.75417,5.37750,-0.42947,0.74925,2.00000,15.00000,0.50631,0.10505,0.45255,0.45714,0.55238,0.00060,-0.10520,0.54346,-0.00523,0.00687,0.06617,0.03552,0.49850,-0.15819,0.29236,3.78889,0.35101,0.64735,1.81634,6.27464,False
futures,1w,CL=F,sma10_40,10/40 crossover,327,8,1.11697,44.00000,21.00000,19.50000,64.00000,0.49693,-0.00262,-0.15989,0.41667,0.06903,31.98549,1.16639,0.10889,20.05937,50.20667,26.12500,-0.47419,0.68931,12.47500,44.00000,0.50231,-0.17316,0.56144,0.45231,0.55385,0.00022,-0.71821,0.75824,-0.00612,0.00674,-0.16785,0.07327,0.47453,-0.34282,0.01480,1.60825,-1.07453,0.10090,0.96034,2.40085,False
futures,1w,CL=F,donch20,Donchian,336,8,1.08705,45.28571,42.00000,19.50000,67.00000,0.48657,-0.00214,-0.09046,0.43366,0.03966,41.71141,0.27088,0.31369,26.65833,67.40000,34.75400,0.53963,0.22178,20.00000,62.02500,0.50603,-0.65589,0.74625,0.45679,0.55753,0.00064,-0.73445,0.77223,-0.00540,0.00691,-0.07521,-0.13470,0.54845,-0.25825,0.11097,1.20906,-0.35589,0.38561,0.62668,1.75524,False
futures,1w,CL=F,donch55,Donchian,280,3,0.37270,130.50000,130.50000,118.25000,142.75000,0.50538,-0.00184,0.01369,0.60078,0.01373,92.74374,0.73505,0.15202,41.70000,216.75000,89.27536,0.76522,0.15305,33.00000,216.75000,0.50582,-0.01269,0.47952,0.45220,0.56636,0.00040,-0.51660,0.68731,-0.00659,0.00763,-0.08262,0.64756,0.25543,-0.34389,0.13162,0.46713,-0.40265,0.39361,0.16886,0.86118,False
futures,1w,CL=F,tsmom20,TS momentum,346,38,5.57979,8.78378,4.00000,1.00000,14.00000,0.49275,-0.00273,0.01754,0.41319,-0.00421,10.14991,-0.48567,0.65135,6.69646,15.32727,4.12750,-0.05059,0.45355,2.00000,9.00000,0.50786,-0.53888,0.70130,0.46221,0.55523,0.00083,-1.01102,0.84815,-0.00467,0.00692,0.04652,-0.24538,0.60140,-0.15071,0.24426,5.26580,0.23551,0.60539,3.17609,7.56211,False
futures,1w,CL=F,tsmom60,TS momentum,306,18,2.89881,16.88235,8.00000,2.00000,19.00000,0.46885,-0.00474,0.03053,0.27509,-0.07334,22.09994,-0.25625,0.52747,8.74055,47.67333,9.84150,-0.08783,0.25175,2.00000,40.02500,0.50660,-1.18657,0.89910,0.45395,0.56250,0.00049,-1.32703,0.91608,-0.00570,0.00735,0.00883,0.12726,0.45055,-0.25945,0.30099,2.76683,0.09723,0.55245,0.85539,5.13232,False
futures,1w,CL=F,tsmom120,TS momentum,246,6,1.06054,48.40000,15.00000,8.00000,96.00000,0.50612,-0.00128,0.01712,0.34322,-0.06017,35.30241,0.33125,0.19833,7.50000,119.20000,22.27377,-0.17100,0.27035,2.00000,119.20000,0.50626,-0.00360,0.47852,0.45082,0.57377,0.00048,-0.39851,0.64735,-0.00670,0.00800,-0.01646,0.14954,0.45198,-0.39830,0.35310,1.88248,-0.57591,0.31069,0.21297,4.68542,False
futures,1w,CL=F,swing5,Swing structure,336,6,0.77647,55.80000,53.00000,42.00000,56.00000,0.51343,0.00090,0.05059,0.50000,0.06372,41.49557,0.96407,0.12188,26.30231,67.50500,34.74750,1.12972,0.09790,19.00000,64.52500,0.50505,0.27757,0.37562,0.45857,0.55689,0.00060,0.07910,0.45455,-0.00541,0.00712,-0.08301,1.15655,0.12687,-0.25706,0.10401,1.21873,-1.20806,0.10789,0.63046,1.83083,False
futures,1w,ES=F,sma50,50-SMA state,317,17,2.63362,18.87500,3.50000,1.00000,33.50000,0.57595,0.00146,-0.11658,0.54196,0.04442,18.71897,0.01075,0.33099,8.84790,37.53125,6.56175,-0.22562,0.61083,2.00000,17.00000,0.54557,0.85563,0.19181,0.48571,0.60317,0.00117,0.17953,0.44156,-0.00153,0.00392,0.07680,-1.36778,0.91073,-0.14953,0.31386,3.00885,-0.29604,0.37962,1.15585,5.28391,False
futures,1w,ES=F,sma10_40,10/40 crossover,327,6,0.79784,54.40000,45.00000,13.00000,87.00000,0.58282,0.00175,-0.08479,0.50187,0.03758,41.24231,0.54861,0.14644,21.65000,76.31250,28.88755,0.68789,0.10231,12.00000,58.00000,0.54282,1.10234,0.14086,0.48308,0.60000,0.00121,0.31128,0.38362,-0.00173,0.00409,-0.16820,0.65698,0.24674,-0.35506,0.04713,1.25165,-0.95612,0.14386,0.48017,2.08074,False
futures,1w,ES=F,donch20,Donchian,346,11,1.50805,33.30000,21.00000,15.00000,51.00000,0.53043,-0.00103,-0.22728,0.28571,-0.01426,53.47459,-0.69714,0.81377,27.59583,109.00000,40.54205,-0.63766,0.90688,19.15000,109.35000,0.54419,-0.39029,0.64835,0.48974,0.60066,0.00130,-1.45335,0.92807,-0.00150,0.00386,-0.08555,-1.21332,0.88664,-0.27118,0.10484,0.94023,1.45033,0.89910,0.30693,1.57687,False
futures,1w,ES=F,donch55,Donchian,307,3,0.33993,73.00000,73.00000,65.00000,81.00000,0.56863,0.00195,0.02439,0.22378,-0.02731,102.23752,-0.46120,0.62881,38.60000,263.20000,99.91851,-0.41636,0.58644,37.70000,263.20000,0.55982,0.21773,0.43856,0.48834,0.62046,0.00203,-0.04636,0.52847,-0.00110,0.00471,-0.09245,0.81146,0.20000,-0.32939,0.13393,0.22848,0.49083,0.65534,0.00000,0.67764,False
futures,1w,ES=F,tsmom20,TS momentum,346,17,2.41288,20.75000,9.00000,3.00000,37.00000,0.58261,0.00175,-0.00258,0.68354,0.06735,12.81748,1.63944,0.05994,7.62206,21.66905,4.67900,1.33828,0.09391,2.00000,11.52500,0.53928,1.33265,0.09291,0.48837,0.59593,0.00095,0.53892,0.29471,-0.00143,0.00342,0.03782,-0.31449,0.62438,-0.17370,0.24410,4.19682,-1.37789,0.06593,2.11739,6.35217,False
futures,1w,ES=F,tsmom60,TS momentum,306,7,1.02311,24.16667,5.50000,1.00000,34.75000,0.56066,0.00169,0.01538,0.22302,-0.03921,29.19837,-0.16017,0.39599,8.24250,78.00000,13.96089,-0.26083,0.37487,1.50000,64.75000,0.55104,0.24150,0.40859,0.48684,0.61513,0.00158,0.05870,0.48152,-0.00143,0.00450,0.01466,0.00347,0.50317,-0.32238,0.34333,1.94002,-0.70296,0.23477,0.00000,4.27693,False
futures,1w,ES=F,tsmom120,TS momentum,246,3,0.42422,52.50000,52.50000,27.25000,77.75000,0.56327,0.00206,0.48621,0.64078,0.03913,33.20658,0.54072,0.16074,5.89000,101.05000,19.61017,0.86306,0.11168,1.50000,102.55000,0.56161,0.03609,0.52947,0.47951,0.63115,0.00209,-0.01236,0.55544,-0.00161,0.00508,-0.01620,2.03617,0.02881,-0.40931,0.39038,0.99246,-0.46181,0.44555,0.00000,3.41823,False
futures,1w,ES=F,swing5,Swing structure,307,9,1.35970,36.75000,36.50000,14.75000,56.50000,0.55229,0.00115,-0.08887,0.58741,0.05119,50.10087,-0.53451,0.70363,25.30385,100.33333,37.94955,-0.05786,0.36593,17.00000,78.00000,0.53957,0.34172,0.38262,0.47402,0.59940,0.00111,0.02341,0.49750,-0.00167,0.00383,-0.09835,0.07847,0.45464,-0.28512,0.10350,0.99568,0.91599,0.81618,0.32601,1.67850,False
futures,1w,GC=F,sma50,50-SMA state,317,18,2.79822,18.35294,6.00000,3.00000,14.00000,0.53797,0.00199,0.21321,0.53061,0.21507,20.33082,-0.10406,0.39619,8.80000,43.00000,7.42620,-0.07782,0.28686,2.00000,20.00000,0.55398,-0.41224,0.65135,0.49206,0.61587,0.00178,0.12561,0.42957,-0.00083,0.00451,0.05116,0.98792,0.15948,-0.21158,0.31017,2.82788,-0.02283,0.51349,0.99073,5.11878,False
futures,1w,GC=F,sma10_40,10/40 crossover,327,12,1.75524,29.45455,20.00000,9.00000,32.50000,0.53988,0.00177,-0.03017,0.53674,0.16819,41.31702,-0.51635,0.71960,21.29045,76.00000,29.22686,-0.39529,0.67839,11.00000,61.85000,0.55311,-0.35912,0.62737,0.49231,0.61538,0.00183,-0.03395,0.50949,-0.00078,0.00445,-0.16194,0.97958,0.15578,-0.36943,0.04960,1.23516,1.05109,0.82817,0.48017,2.08074,False
futures,1w,GC=F,donch20,Donchian,340,7,0.92080,33.16667,33.00000,27.50000,43.00000,0.53982,0.00210,-0.04833,0.30570,-0.00311,55.13950,-0.71479,0.84717,27.18182,109.66667,43.03850,-0.30946,0.53644,18.50000,105.75000,0.55268,-0.35262,0.62937,0.49404,0.61181,0.00175,0.22312,0.39660,-0.00073,0.00446,-0.09520,0.35486,0.36032,-0.30411,0.10057,0.87212,0.13164,0.55744,0.30425,1.52146,False
futures,1w,GC=F,donch55,Donchian,311,3,0.33555,70.00000,70.00000,49.50000,90.50000,0.55484,0.00144,-0.22541,0.03623,-0.06921,106.67576,-0.51876,0.63014,30.17500,271.00000,104.59262,-0.47938,0.59418,28.00000,271.00000,0.57487,-0.47151,0.68531,0.50154,0.63941,0.00250,-0.58049,0.72028,-0.00054,0.00531,-0.09369,-0.83395,0.82021,-0.35609,0.15605,0.21191,0.55812,0.59540,0.00000,0.67764,False
futures,1w,GC=F,tsmom20,TS momentum,346,24,3.46852,14.78261,4.00000,1.00000,15.00000,0.55072,0.00193,-0.14600,0.57729,0.23232,12.31485,0.56537,0.20280,7.43116,20.80063,4.36000,-0.12602,0.47652,2.00000,9.50000,0.54112,0.28103,0.38262,0.48547,0.59884,0.00135,0.38257,0.33167,-0.00104,0.00388,0.02460,-1.27286,0.89810,-0.20484,0.24149,4.36349,-0.69032,0.24176,2.41231,6.65466,False
futures,1w,GC=F,tsmom60,TS momentum,306,21,3.41036,7.25000,2.00000,1.00000,7.50000,0.54098,0.00134,-0.04535,0.32800,-0.00715,30.88302,-0.69556,0.95519,7.70929,92.78333,14.33370,-0.35511,0.94208,1.50000,79.70000,0.56764,-0.65131,0.73526,0.50000,0.63158,0.00224,-0.50011,0.69031,-0.00078,0.00515,-0.00354,-0.18385,0.57659,-0.35696,0.36096,1.76757,1.28133,0.88012,0.00000,4.10585,False
futures,1w,GC=F,tsmom120,TS momentum,246,7,1.27265,16.83333,12.50000,3.75000,25.75000,0.57143,0.00236,0.11162,0.13684,-0.04291,36.97883,-0.45291,0.61771,5.34167,113.50000,23.18506,-0.22472,0.25486,1.00000,113.50000,0.58372,-0.29723,0.67133,0.50410,0.64344,0.00279,-0.22724,0.62038,-0.00056,0.00564,-0.03576,0.52652,0.24892,-0.49705,0.42819,0.71069,0.51230,0.74525,0.00000,2.98163,False
futures,1w,GC=F,swing5,Swing structure,340,8,1.07426,48.14286,36.00000,28.00000,48.00000,0.53392,0.00167,-0.01949,0.52121,0.18500,51.16261,-0.10506,0.42598,25.27750,97.30000,38.91028,-0.09642,0.39376,16.00000,88.90000,0.54922,-0.39864,0.65634,0.48603,0.61213,0.00165,0.01421,0.47353,-0.00102,0.00447,-0.09809,0.59775,0.27291,-0.30943,0.11208,0.96564,0.27145,0.62937,0.31816,1.64942,False
futures,1w,HG=F,sma50,50-SMA state,317,35,5.59644,8.08824,3.00000,1.00000,8.00000,0.46835,-0.00046,-0.05848,0.53333,0.05615,15.67673,-0.64429,0.94905,8.06194,30.50500,5.47150,-0.23940,0.80619,2.00000,14.00000,0.50864,-1.20988,0.88811,0.45397,0.56190,0.00059,-0.46290,0.68531,-0.00323,0.00418,0.01825,-0.56007,0.71828,-0.19669,0.24753,3.59900,1.44701,0.91508,1.64296,5.94439,False
futures,1w,HG=F,sma10_40,10/40 crossover,327,14,2.07438,22.30769,17.00000,6.00000,31.00000,0.51227,0.00073,-0.24274,0.38768,0.00320,33.42703,-0.90625,0.87912,19.93646,55.42000,25.30000,-0.66933,0.78521,11.97500,46.00000,0.51782,-0.18504,0.58142,0.46462,0.56615,0.00083,-0.04804,0.52747,-0.00231,0.00406,-0.16822,-0.68447,0.73526,-0.33593,0.01852,1.53703,1.13331,0.84715,0.80028,2.40085,False
futures,1w,HG=F,donch20,Donchian,344,7,0.91009,37.00000,26.00000,16.25000,41.75000,0.51020,0.00144,-0.09704,0.28372,0.01287,45.55247,-0.46001,0.62038,26.50000,80.51250,35.62750,-0.51897,0.70629,19.00000,64.52500,0.51262,-0.07795,0.55844,0.46036,0.56197,0.00064,0.37937,0.35964,-0.00310,0.00397,-0.07280,-0.23069,0.59640,-0.24516,0.10221,1.10853,-0.53570,0.28272,0.50225,1.73929,False
futures,1w,HG=F,donch55,Donchian,306,3,0.34104,93.50000,93.50000,93.25000,93.75000,0.52131,0.00189,0.03550,0.20541,-0.03425,99.10598,-0.09534,0.37780,42.75000,257.75000,96.04492,-0.04183,0.37544,35.50000,257.75000,0.52585,-0.11801,0.54545,0.46212,0.58691,0.00119,0.28702,0.38761,-0.00294,0.00522,-0.08838,0.93942,0.17710,-0.31837,0.11543,0.37688,-0.14616,0.39361,0.00000,0.77937,False
futures,1w,HG=F,tsmom20,TS momentum,346,44,6.48462,7.34884,2.00000,1.00000,7.00000,0.48696,0.00007,-0.04396,0.55678,0.05737,10.65782,-1.04963,0.91708,6.97194,16.29048,4.20200,-0.86969,0.99301,2.00000,9.00000,0.50526,-0.65613,0.75924,0.45916,0.54942,0.00039,-0.16415,0.56244,-0.00286,0.00364,0.01635,-0.48859,0.67433,-0.18731,0.22445,4.99810,1.16496,0.88012,3.02484,7.10839,False
futures,1w,HG=F,tsmom60,TS momentum,306,15,2.38725,18.71429,3.00000,2.00000,9.00000,0.53115,0.00240,0.35598,0.69758,0.10279,23.89444,-0.19564,0.45766,8.56818,55.10000,9.99748,-0.25983,0.75302,2.00000,37.75000,0.52085,0.30237,0.37862,0.46382,0.57895,0.00099,0.62436,0.27572,-0.00268,0.00461,-0.02119,2.08449,0.02018,-0.32533,0.27153,2.55401,-0.12561,0.46154,0.51323,4.79872,False
futures,1w,HG=F,tsmom120,TS momentum,246,7,1.27265,25.33333,10.50000,2.50000,38.00000,0.51020,0.00016,0.00117,0.16438,-0.08300,35.24163,-0.23047,0.40881,6.82311,119.52500,21.56927,-0.24172,0.26918,1.50000,119.52500,0.53166,-0.50271,0.67632,0.45902,0.59426,0.00153,-0.51274,0.67732,-0.00319,0.00559,-0.02676,0.11333,0.48741,-0.44736,0.38253,1.49763,-0.15560,0.49151,0.00000,4.47245,False
futures,1w,HG=F,swing5,Swing structure,345,7,0.90745,37.16667,26.50000,22.25000,39.75000,0.52035,0.00227,0.01951,0.39815,0.04152,45.27986,-0.36249,0.59500,25.49000,83.02500,35.51952,-0.40066,0.65300,18.00000,70.15000,0.51362,0.21829,0.40360,0.46329,0.56560,0.00064,0.76202,0.22577,-0.00299,0.00423,-0.08006,0.86795,0.18000,-0.26235,0.11085,1.12737,-0.56425,0.25874,0.47292,1.78805,False
futures,1w,NG=F,sma50,50-SMA state,317,31,4.93804,9.80000,3.00000,1.25000,10.50000,0.51603,-0.00953,-0.07031,0.40909,0.01936,13.30938,-0.65537,0.75025,7.74511,23.58878,4.66200,-0.42668,0.76523,2.00000,10.50000,0.50254,0.46163,0.32567,0.45511,0.55096,-0.00139,-1.41256,0.91908,-0.01074,0.00805,0.03914,-0.82803,0.79620,-0.16942,0.26771,4.09816,0.62759,0.72727,1.98146,6.43976,False
futures,1w,NG=F,sma10_40,10/40 crossover,327,13,1.91481,25.66667,19.00000,13.25000,36.50000,0.50932,-0.00131,-0.20041,0.35473,-0.04198,31.46980,-0.54973,0.71628,19.75000,48.33667,25.58950,-0.57736,0.73526,11.97500,44.00000,0.50077,0.30542,0.39860,0.45477,0.54630,-0.00002,-0.24753,0.60440,-0.00864,0.00809,-0.16624,-0.31731,0.59740,-0.33288,0.01868,1.65275,0.56874,0.68332,0.96034,2.40085,False
futures,1w,NG=F,donch20,Donchian,339,9,1.23135,39.87500,28.50000,20.75000,44.00000,0.52695,-0.00158,-0.03177,0.42122,0.15851,43.62735,-0.24578,0.52647,27.45265,68.21500,37.23200,-0.51183,0.68631,20.47500,69.00000,0.50446,0.80385,0.21778,0.45782,0.55030,-0.00050,-0.20887,0.58941,-0.00863,0.00791,-0.07983,0.49274,0.31668,-0.23059,0.08146,1.16207,0.20805,0.59241,0.61750,1.69336,False
futures,1w,NG=F,donch55,Donchian,299,4,0.52353,95.66667,101.00000,85.50000,108.50000,0.50340,-0.00040,-0.00794,0.16197,-0.22730,96.46693,-0.01581,0.36677,44.00000,218.00000,93.21600,0.14681,0.34378,36.00000,218.00000,0.50254,0.02825,0.48052,0.45390,0.55484,-0.00031,-0.01622,0.48452,-0.00920,0.00948,-0.07806,0.60177,0.29467,-0.29563,0.08355,0.44056,0.37752,0.65235,0.16832,0.84159,False
futures,1w,NG=F,tsmom20,TS momentum,346,48,7.08784,7.34043,2.00000,1.00000,10.00000,0.48974,-0.00358,0.08191,0.42953,-0.00831,9.76974,-0.93673,0.86913,6.61104,14.50227,3.96050,-0.85602,1.00000,2.00000,7.50000,0.50286,-0.48940,0.68332,0.45830,0.54599,-0.00089,-0.52044,0.70929,-0.00916,0.00747,0.03069,0.43128,0.32867,-0.15655,0.22619,5.41462,1.32610,0.90110,3.32733,7.56967,False
futures,1w,NG=F,tsmom60,TS momentum,306,22,3.58088,14.42857,3.00000,1.00000,11.00000,0.51495,-0.00182,-0.19550,0.55674,0.15276,19.17688,-0.29543,0.53900,8.07797,41.79500,7.62563,-0.27588,0.75300,2.00000,25.00000,0.50130,0.46165,0.31868,0.45332,0.55000,-0.00056,-0.21730,0.58541,-0.01005,0.00911,0.01429,-1.25343,0.89400,-0.24728,0.28477,3.11959,0.32457,0.62038,1.02646,5.64555,False
futures,1w,NG=F,tsmom120,TS momentum,246,19,3.81794,13.11111,2.50000,1.00000,7.00000,0.44215,-0.01046,-0.32719,0.22018,-0.19428,30.21969,-0.50836,0.70717,7.00000,102.00000,17.10759,-0.40731,0.79439,2.00000,102.95000,0.49997,-1.75232,0.96104,0.44583,0.55235,-0.00033,-1.54545,0.93906,-0.01118,0.01101,-0.00797,-1.43402,0.91988,-0.39563,0.37841,2.17531,1.05071,0.83516,0.21297,5.11137,False
futures,1w,NG=F,swing5,Swing structure,342,9,1.22055,41.00000,30.00000,22.00000,44.00000,0.51929,-0.00173,-0.02753,0.41875,0.15131,41.98590,-0.05894,0.43556,26.08252,64.40500,35.06650,-0.27831,0.56643,19.00000,61.00000,0.50212,0.60828,0.26573,0.45534,0.54770,-0.00066,-0.20250,0.58741,-0.00918,0.00827,-0.09605,0.64008,0.25574,-0.27171,0.07527,1.21228,0.02399,0.51948,0.65593,1.83083,False
futures,1w,NQ=F,sma50,50-SMA state,317,13,1.97521,25.16667,2.00000,1.00000,47.25000,0.57278,0.00300,0.00221,0.68276,0.11150,19.41487,0.44568,0.18619,8.63636,41.29286,6.65882,-0.44151,0.97197,2.00000,19.00000,0.54889,0.68496,0.25674,0.49206,0.60635,0.00208,0.44571,0.33367,-0.00133,0.00549,0.06610,-0.43481,0.66767,-0.16834,0.29659,2.92283,-0.71532,0.23177,0.99073,5.28391,False
futures,1w,NQ=F,sma10_40,10/40 crossover,327,9,1.27654,39.25000,26.00000,3.50000,62.75000,0.58282,0.00324,0.07167,0.49346,0.02821,41.17438,-0.08336,0.42026,21.07024,77.31250,28.92972,-0.12703,0.46439,11.00000,59.00000,0.54506,1.05350,0.14885,0.48615,0.60308,0.00206,0.55520,0.30569,-0.00154,0.00554,-0.16716,1.91556,0.02808,-0.35978,0.03449,1.23692,0.08187,0.48352,0.48017,2.08074,False
futures,1w,NQ=F,donch20,Donchian,346,7,0.90483,55.50000,43.50000,21.00000,88.50000,0.55942,0.00199,-0.13603,0.49847,0.07926,55.82479,-0.01007,0.34277,28.37636,110.88333,42.92561,0.01673,0.29626,18.50000,107.97500,0.54613,0.36670,0.36264,0.48655,0.60353,0.00202,-0.01585,0.52148,-0.00169,0.00540,-0.09649,-0.32158,0.63903,-0.29529,0.10719,0.88301,0.05746,0.44356,0.30420,1.52591,False
futures,1w,NQ=F,donch55,Donchian,310,3,0.33664,72.50000,72.50000,63.75000,81.25000,0.57282,0.00291,0.02702,0.23077,-0.05373,106.34921,-0.50906,0.65499,34.90000,273.00000,103.97368,-0.46279,0.60420,33.50000,273.00000,0.56287,0.24721,0.44056,0.49404,0.62412,0.00306,-0.06356,0.55145,-0.00103,0.00658,-0.09634,0.83178,0.18914,-0.36742,0.13236,0.21324,0.55455,0.62138,0.00000,0.67545,False
futures,1w,NQ=F,tsmom20,TS momentum,346,17,2.41288,20.75000,6.50000,1.75000,37.25000,0.57971,0.00269,0.04646,0.67089,0.09251,12.80815,1.76903,0.05594,7.65566,21.06690,4.51650,0.67394,0.16783,2.00000,10.00000,0.53976,1.21509,0.11189,0.48837,0.59302,0.00160,0.57312,0.30270,-0.00150,0.00471,0.02233,0.17876,0.41658,-0.19302,0.23979,4.16521,-1.40948,0.05994,2.26863,6.35217,False
