market,dir,signal_date,entry_date,exit_date,entry_px,exit_px,contracts,gross_pnl,net_pnl,pnl_R,mae_R,mfe_R,bars_held,exit_reason,sig_own_i,ent_own_i,N,K
ZB=F,L,2006-08-02,2006-08-03,2006-10-13,108.515625,110.47236367436108,0.02456834024763261,48.073821527404526,48.03696901703308,0.7521278089333918,-0.2344101973732469,1.857250025341879,49,stop,1472,1473,50,4
6A=F,S,2006-09-29,2006-10-02,2006-10-26,0.7442000078201294,0.7618070821366785,0.273261313980323,-48.11332263089395,-48.523214601864424,-0.7708388857802478,-0.7466551367014513,0.1649585495390273,18,stop,1444,1445,50,4
GC=F,S,2006-10-04,2006-10-05,2006-10-30,565.8000244140625,608.6,0.19033407277861167,-81.4629366809664,-81.7484377901343,-1.2816039012918268,-0.9757494785819263,0.1581498446352639,17,gap_stop,1518,1519,50,4
6E=F,S,2006-10-13,2006-10-16,2006-11-09,1.2545000480651856,1.2862525058265957,0.15963756257370362,-63.36106203444985,-63.600518378310404,-1.004781279652258,-0.9552095919583817,0.04098239114873696,18,stop,1552,1553,50,4
CL=F,S,2006-10-10,2006-10-11,2006-11-30,58.510000457763674,62.93303255307234,0.0852500935954388,-37.70639001006933,-37.834265150462485,-0.6022471898224966,-0.5468767234101637,0.4953101067655982,34,stop,1530,1531,50,4
SI=F,L,2006-11-10,2006-11-13,2006-12-15,12.869999771118165,13.263056956556328,0.07922706423050978,31.14076687697275,31.02192628062699,0.48877181105064893,-0.18599333292347198,1.5853124468068995,22,stop,1547,1548,50,4
NG=F,L,2006-11-02,2006-11-03,2006-12-18,7.837499965667725,7.221156173510542,0.0030583910748186002,-18.85020352953379,-18.854791116146014,-0.29713241930357853,-0.299545213499869,0.5843905159526346,29,stop,1543,1544,50,4
CL=F,L,2006-12-20,2006-12-21,2007-01-04,63.590001831054686,57.27570435660807,0.10383365684595264,-65.56365971849556,-65.71941020376448,-1.0039655489134727,-0.9311109816985312,0.0,8,stop,1579,1580,50,4
6B=F,L,2006-10-31,2006-11-01,2007-01-05,1.9086999727249143,1.9291323964156857,0.20602843678512592,26.31037695463123,26.00133429945354,0.4137572270888294,-0.5061212889114339,1.567541335941245,45,stop,1478,1479,50,4
ZC=F,L,2006-09-26,2006-09-27,2007-01-09,259.375,355.90988347506544,0.060434500917431216,291.7018751968979,291.6112234455217,4.5708381337138055,-0.27826233314407306,6.281624158848117,71,stop,1525,1526,50,4
6A=F,L,2006-11-29,2006-11-30,2007-01-25,0.7826000286102295,0.772124241930212,0.3307240731462197,-34.64594840226293,-35.14203451198226,-0.5366753849712422,-0.47476740110267734,0.6969941014584,37,stop,1487,1488,50,4
CL=F,S,2007-01-04,2007-01-05,2007-01-31,55.39999984741211,58.230442772278785,0.09749127539943143,-27.594349069054907,-27.74058598215405,-0.42499080399461925,-0.34651169429088724,0.8214709521003579,17,stop,1588,1589,50,4
HG=F,S,2006-12-15,2006-12-18,2007-02-15,3.0294999713897703,2.6529999141693117,0.09897568881258346,93.16088125342996,93.01241772021108,1.4285631608758036,-0.0019001901348986148,2.4493450113969946,42,gap_stop,1570,1571,50,4
ZN=F,S,2007-01-11,2007-01-12,2007-02-26,107.3046875,107.89260764898727,0.03807952204527975,-22.38771827422474,-22.444837557292658,-0.34457095892245454,-0.2968636894725316,0.643965849471184,29,stop,1584,1585,50,4
ES=F,L,2006-08-16,2006-08-17,2007-02-27,1299.0,1418.85848542291,0.2105491479404139,126.18050989611112,125.8646861742005,1.9878227159952628,-0.1246977185870878,2.75581958077464,133,stop,1508,1509,50,4
YM=F,L,2006-08-16,2006-08-17,2007-02-27,11351.0,12443.062442935681,0.2372785204704586,129.56148036056655,129.20556257986087,2.0405862846527403,-0.14052818765507105,2.7449839321957206,131,stop,1101,1102,50,4
SI=F,L,2007-02-16,2007-02-20,2007-02-28,13.817000274658204,14.014701665738604,0.10994088672846022,21.735466242829318,21.570554912736625,0.3250178514395331,-0.008282761137671965,1.4958666488248316,6,stop,1612,1613,50,4
GC=F,L,2007-01-24,2007-01-25,2007-03-02,647.8999877929688,641.4,0.34466990946017495,-22.403502040947973,-22.920506905138236,-0.3484057432242614,-0.37198275454095575,2.0852003820197464,25,gap_stop,1593,1594,50,4
ZS=F,L,2006-10-23,2006-10-24,2007-03-05,617.375,730.4284001139725,0.02927530366273112,165.48363092203934,165.43971796654526,2.605896283876131,-0.1123992409632493,4.003142197383417,89,stop,1534,1535,50,4
6A=F,S,2007-03-05,2007-03-06,2007-03-16,0.7681999968528748,0.7909467264901583,0.28718082825726193,-65.3242465737909,-65.7550178161768,-1.0110391214980718,-0.944949587709062,0.017663626114129957,8,stop,1551,1552,50,4
ES=F,S,2007-02-27,2007-02-28,2007-03-21,1395.5,1436.1430042570867,0.2488562996079872,-50.571338221851285,-50.94462267126327,-0.7650900619858728,-0.5325712453751662,0.5933030540582992,15,stop,1642,1643,50,4
NQ=F,S,2007-02-27,2007-02-28,2007-03-21,1750.0,1827.6789171558537,0.3110261411990776,-48.32034771101601,-48.78688692281463,-0.7326850290114915,-0.40871366304284446,0.4227267029185991,15,stop,1642,1643,50,4
6B=F,S,2007-03-05,2007-03-06,2007-04-02,1.919600026512146,1.9737830707258395,0.19240652353387105,-65.15731982274242,-65.44592960804322,-1.0062866283683398,-0.9725785650842621,0.02403699561266997,19,stop,1563,1564,50,4
ZB=F,L,2007-02-27,2007-02-28,2007-04-05,113.484375,110.97942670432313,0.02298469000307427,-57.575460049862045,-57.60993708486666,-0.8651902403847934,-0.8252096889400778,0.17798640349687952,26,stop,1614,1615,50,4
ZN=F,L,2007-02-27,2007-02-28,2007-04-09,108.8515625,107.3515625,0.03839538690127597,-57.59308035191395,-57.650673432265855,-0.8658020218235891,-0.554100319910826,0.25677819703184623,27,gap_stop,1615,1616,50,4
ZW=F,S,2007-01-08,2007-01-09,2007-04-09,460.625,469.64639730488676,0.02532461560881377,-11.423170950032286,-11.461157873445508,-0.17618051989065683,-0.6496262017109893,0.9464591478111416,61,stop,1606,1607,50,4
HG=F,L,2007-03-15,2007-03-16,2007-05-16,2.9990001087188722,3.4655345909545523,0.08673765711763173,101.16526988427567,101.03516339859924,1.5743166397284678,-0.15711593055241252,2.689554093879841,42,stop,1632,1633,50,4
ZC=F,S,2007-03-30,2007-04-02,2007-05-31,356.625,395.3922195184749,0.02735495124944237,-53.0237700002156,-53.06480242708977,-0.83932944284355,-0.7220264880467555,0.294759877142683,41,stop,1653,1654,50,4
ES=F,L,2007-04-16,2007-04-17,2007-06-07,1475.0,1489.3676231567958,0.22173581982471824,15.929083498023664,15.596479768286587,0.24620083724675348,-0.11813336431412509,1.190084262720075,36,stop,1675,1676,50,4
YM=F,L,2007-04-17,2007-04-18,2007-06-07,12810.0,13267.616848822332,0.2723541821454194,62.31693129848514,61.90840002526701,0.9710517304597075,-0.09398304583498819,1.9181085263595317,35,stop,1267,1268,50,4
6E=F,L,2007-03-20,2007-03-21,2007-06-08,1.3368999792099,1.3397515441381889,0.16670706206510685,5.9422001435369,5.69213955043924,0.0898662108107753,-0.23358308186255014,1.1383123649847051,55,stop,1660,1661,50,4
NG=F,L,2007-04-12,2007-04-13,2007-06-22,7.963499893188477,7.297943431895158,0.006100886232188866,-40.6048425144875,-40.613993843835786,-0.640743653805468,-0.6867449170663232,0.2565063865191436,49,stop,1651,1652,50,4
ZS=F,L,2007-05-16,2007-05-17,2007-06-22,793.125,794.3016257406402,0.02388947090626195,1.4054483199292054,1.3696141135698123,0.021367487119422178,-0.1234575477846229,1.3021277209736641,25,stop,1675,1676,50,4
SI=F,S,2007-06-26,2007-06-27,2007-07-10,12.205000038146972,12.927715565920822,0.0880083451253826,-63.604997595794046,-63.737010113482114,-0.9818604077062952,-0.8609059697670529,0.0,8,stop,1701,1702,50,4
GC=F,S,2007-06-08,2007-06-11,2007-07-12,649.1000122070312,665.1,0.2333002975180304,-37.32801912384475,-37.677969570121796,-0.5867857902172872,-0.4868686296730487,0.33063541114344014,22,gap_stop,1687,1688,50,4
ZS=F,L,2007-07-09,2007-07-10,2007-07-17,865.375,840.1234839115326,0.017335769150288463,-21.887722680223284,-21.913726333948716,-0.3367850871826583,-0.004995523498335938,0.591136947303086,5,stop,1711,1712,50,4
ZN=F,S,2007-06-07,2007-06-08,2007-07-20,104.9765625,106.25212556884021,0.04052187201539359,-51.68820342310582,-51.74898623112891,-0.801456810935554,-0.6618987745462355,0.534421973522516,29,stop,1685,1686,50,4
ZB=F,S,2007-06-06,2007-06-07,2007-07-20,108.359375,108.52797412758007,0.026880059261326014,-4.531954540760039,-4.572274629652028,-0.07063142865516508,-0.01946422809636364,1.4079124989703031,30,stop,1683,1684,50,4
NQ=F,L,2007-07-11,2007-07-12,2007-07-26,2010.0,1974.0688949144837,0.34931274171826826,-25.102385660777795,-25.6263547733552,-0.3947753252316995,-0.04035885686016096,0.7291500139402414,10,stop,1735,1736,50,4
YM=F,L,2007-07-16,2007-07-17,2007-07-26,14034.0,13519.102617091552,0.2334204637184987,-60.093792942965656,-60.4439236385434,-0.9288408690106669,-0.5434257684982042,0.11298951622239889,7,stop,1329,1330,50,4
GC=F,L,2007-07-20,2007-07-23,2007-07-26,680.8999877929688,662.4,0.32697387547334933,-60.49012704876661,-60.98058786197663,-0.9408133786038916,-0.38338800844069604,0.16647234051487952,3,gap_stop,1716,1717,50,4
6A=F,L,2007-04-04,2007-04-05,2007-07-27,0.8168999982833862,0.8575934171330677,0.25174826505832487,102.44497594699045,102.06735354940297,1.607058008728052,-0.13476947224086103,2.782583416325249,78,stop,1573,1574,50,4
CL=F,L,2007-03-23,2007-03-26,2007-08-07,62.35000015258789,71.51949933877248,0.08455703008925934,77.53456185896492,77.40772631383102,1.232759182279783,-0.22488479210419157,2.211142415872083,93,stop,1642,1643,50,4
NG=F,S,2007-06-22,2007-06-25,2007-08-10,6.9985,6.932713377099384,0.007019927407948695,4.618173171764171,4.607643280652248,0.07112727257866129,-0.11757613021335024,1.3486049939384086,33,stop,1701,1702,50,4
6E=F,L,2007-07-19,2007-07-20,2007-08-14,1.382699949836731,1.3595566592037005,0.19925319557629023,-57.642182684776756,-57.94106247814119,-0.8888628235833119,-0.7832780089196918,0.19486605454133946,17,stop,1744,1745,50,4
6A=F,S,2007-08-14,2007-08-15,2007-08-27,0.8330000208854675,0.8295321255405416,0.1778731089752204,6.168453266026776,5.901643602563946,0.09333552085066231,-0.02531655184045242,1.8707083246202476,8,stop,1664,1665,50,4
SI=F,S,2007-08-16,2007-08-17,2007-09-04,11.767000312805175,12.21652356126342,0.07783651890570423,-34.98932482717378,-35.10607960553234,-0.547256053451863,-0.4161835734757823,0.33731560225430307,11,stop,1737,1738,50,4
ES=F,S,2007-07-26,2007-07-27,2007-09-18,1489.5,1514.6378200976742,0.1610164883823881,-20.238017588578593,-20.479542321152174,-0.32104804772761986,-0.26503878777318846,1.4514028854246033,36,stop,1746,1747,50,4
YM=F,S,2007-08-10,2007-08-13,2007-09-18,13274.0,13709.45701136233,0.14646582335598396,-31.88978485265989,-32.109483587693866,-0.5106917124381579,-0.2807041500264399,0.8374534600373871,25,stop,1348,1349,50,4
HG=F,S,2007-08-16,2007-08-17,2007-09-18,3.17499991607666,3.4625388835819755,0.07593613148592221,-54.586492109524876,-54.70039630675375,-0.8527048118574161,-0.834537741372449,0.13317028140846163,21,stop,1739,1740,50,4
ZN=F,L,2007-08-03,2007-08-06,2007-09-20,108.0546875,108.66032279155083,0.028174159393428336,17.0632652384384,17.021003999348256,0.26604927362289177,-0.6227252508566951,1.48284300065876,32,stop,1725,1726,50,4
ZB=F,L,2007-08-02,2007-08-03,2007-09-20,110.078125,110.63936445973962,0.01946524412620785,10.924663097092795,10.895465230903485,0.1716740152072346,-0.4456784295037131,1.4232956297054062,33,stop,1723,1724,50,4
GC=F,L,2007-09-06,2007-09-07,2007-10-04,700.8999877929688,724.4209260731254,0.25687773515689705,60.420053541718026,60.03473693898268,0.934160151740696,-0.0039971016163012464,1.8586537153619862,19,stop,1749,1750,50,4
ZC=F,L,2007-09-17,2007-09-18,2007-10-05,352.125,340.5281189619542,0.027639123527386414,-16.026381377147665,-16.067840062438748,-0.2463727837892328,-0.2357379602222103,0.791973596701583,13,stop,1770,1771,50,4
ZW=F,L,2007-05-30,2007-05-31,2007-10-09,511.375,837.893331737743,0.02348214957788583,383.3676152893713,383.33239206500446,5.958028049786192,-0.06615198639877817,8.214251828344834,91,stop,1704,1705,50,4
ES=F,L,2007-10-05,2007-10-08,2007-10-22,1570.5,1498.8331818461759,0.15953128801539576,-57.16549904022355,-57.404795972246646,-0.88460766545746,-0.8051182972077077,0.1997430890019122,10,stop,1796,1797,50,4
NQ=F,L,2007-09-24,2007-09-25,2007-11-08,2079.25,2103.2449162428106,0.2315683000373918,11.112923927774517,10.765571477718428,0.1660333224475599,-0.057142239864654096,1.2642720570054717,32,stop,1787,1788,50,4
GC=F,L,2007-10-11,2007-10-12,2007-11-12,750.5000244140625,802.990436451991,0.23885948085981573,125.37832569497405,125.02003647368431,1.9239222265902618,-0.06616462038418304,3.337613536394576,21,stop,1774,1775,50,4
SI=F,L,2007-09-21,2007-09-24,2007-11-12,13.494999771118165,14.729999656677245,0.07561795117052987,93.38816104181652,93.27473411506071,1.4380341093642242,-0.33808651072554796,2.3362953953734236,35,gap_stop,1762,1763,50,4
6A=F,L,2007-09-28,2007-10-01,2007-11-12,0.8859000040054321,0.8834782324559309,0.1502963465975732,-3.6398341618397185,-3.8652786817360787,-0.058405201008748596,-0.302044051729338,1.187738312593674,30,stop,1696,1697,50,4
NG=F,L,2007-10-15,2007-10-16,2007-11-28,7.486500133514404,7.268385512295972,0.004489444677888337,-9.792135253987208,-9.798869421004042,-0.15035306035593168,-0.581050684482718,0.8441937969784689,30,stop,1780,1781,50,4
CL=F,L,2007-09-11,2007-09-12,2007-12-05,78.17000366210938,86.88464171384047,0.0916496684505925,79.86936881080715,79.73189430813125,1.2195820253827518,-0.02243024179114036,2.960763295350696,59,stop,1760,1761,50,4
YM=F,S,2007-11-09,2007-11-12,2007-12-06,13047.0,13639.496525882421,0.1663452604853201,-49.27949446727929,-49.52901235800728,-0.7193811879708784,-0.5387840161780579,0.3684509527675059,17,stop,1412,1413,50,4
ES=F,S,2007-11-09,2007-11-12,2007-12-10,1453.5,1515.079427097741,0.14049913493309824,-43.259281184542004,-43.470029886941646,-0.6313778581967232,-0.630057267370385,0.4821085972996064,19,stop,1821,1822,50,4
6E=F,L,2007-09-18,2007-09-19,2007-12-14,1.4010000062942505,1.443512768757209,0.15116700349027812,80.33158639524252,80.1048358900071,1.2369107048783012,-0.15464106388348697,2.821453962917509,61,stop,1786,1787,50,4
HG=F,S,2007-11-09,2007-11-12,2007-12-24,3.0794999237060545,3.1863980049710303,0.1087618152776695,-29.0660734201965,-29.229216143113003,-0.42453800775397077,-0.7622078749393594,0.9063555342610612,29,stop,1799,1800,50,4
ZN=F,L,2007-11-08,2007-11-09,2007-12-26,111.5390625,111.71159279123395,0.02748531059323681,4.742048641306838,4.700820675416984,0.06844846988306419,-0.10943312058124254,1.3913639616757982,30,stop,1792,1793,50,4
6A=F,S,2007-12-05,2007-12-06,2008-01-15,0.8699000047683716,0.896955832426632,0.11968891343008632,-32.38282614368867,-32.56235951383379,-0.484300556442122,-0.4592744425409857,0.340006333018709,26,stop,1743,1744,50,4
CL=F,L,2008-01-02,2008-01-03,2008-01-22,99.2400033569336,87.43999694824218,0.05745446354453582,-67.796303803345,-67.88248549866181,-1.0005963007407401,-0.8451922882985239,0.07198471189787468,12,gap_stop,1838,1839,50,4
ZC=F,L,2007-12-04,2007-12-05,2008-01-23,394.125,471.44573532102515,0.0359826622352839,139.1102951420117,139.05632114865875,2.0518253530029065,-0.09623232168438482,3.3216742760713522,32,stop,1825,1826,50,4
ZS=F,L,2007-10-29,2007-10-30,2008-01-23,1008.875,1200.2106520617824,0.016893918517797844,161.62044577407354,161.59510489629687,2.41765130853666,-0.5639545328676748,3.931884684335133,57,stop,1790,1791,50,4
ZB=F,L,2008-01-22,2008-01-23,2008-02-14,121.390625,116.27669896817605,0.013617709475530412,-69.63995898073065,-69.66038554494395,-1.0095469731202975,-0.860337693980316,0.292946526624122,16,stop,1839,1840,50,4
ZW=F,L,2008-02-06,2008-02-07,2008-03-04,1060.375,1067.5008363921022,0.010368387941994479,3.6941718062248947,3.6786192243119027,0.05354629176314652,-0.6065223269878508,2.0685901447657185,17,stop,1878,1879,50,4
6B=F,S,2007-12-14,2007-12-17,2008-03-06,2.016499893569946,2.0003626998770634,0.1426368647337463,14.385991962212325,14.172036665111706,0.21069466955541885,-0.04638867483493462,1.1729404458292765,54,stop,1762,1763,50,4
GC=F,L,2007-12-28,2007-12-31,2008-03-19,843.3000122070313,941.3741416074869,0.14598537379553053,143.17388440196743,142.95490634127412,2.1208835435321993,-0.002165843655203141,3.710089388206504,54,stop,1828,1829,50,4
SI=F,L,2008-01-14,2008-01-15,2008-03-19,16.209999923706054,19.106700945452253,0.07856302282340992,227.57358848404152,227.4557439498064,3.2776191675478956,-0.7924604888574334,5.632131840137641,44,stop,1840,1841,50,4
NG=F,L,2008-02-14,2008-02-15,2008-03-19,8.75250040435791,9.02848801178254,0.006183266367733459,17.06504890899942,17.05577400944782,0.24964330908142343,-0.10543749534053601,1.3951142547157678,22,stop,1864,1865,50,4
NQ=F,S,2008-01-04,2008-01-07,2008-04-02,1984.5,1865.0791590717424,0.18685123004543208,44.627862041009614,44.34758519594147,0.6506508931361167,-0.0767594839023054,1.7325712080806077,59,stop,1858,1859,50,4
ZN=F,L,2008-01-04,2008-01-07,2008-04-02,114.8671875,117.35808007150733,0.02030067876335805,50.566809928205195,50.53635891006015,0.7414502258780752,-0.05817262367507033,2.0686184978855007,59,stop,1829,1830,50,4
ES=F,S,2008-01-18,2008-01-22,2008-04-18,1327.5,1384.703431870896,0.11490938889571295,-32.86605699511111,-33.038421078454675,-0.4786165435852494,-0.6034370172520599,0.6200835556590132,61,stop,1868,1869,50,4
6E=F,L,2008-04-09,2008-04-10,2008-05-08,1.5786000324249267,1.532860798439099,0.08952943480294324,-51.187597088384194,-51.32189124058861,-0.7289130844502056,-0.7263830281448371,0.31630176121406745,20,stop,1926,1927,50,4
HG=F,L,2008-04-07,2008-04-08,2008-05-28,4.0005,3.6746878437574435,0.07216126610570486,-58.77754426773147,-58.88578616689003,-0.8388712638228031,-0.8352422724743614,0.6990334501839047,35,stop,1899,1900,50,4
ES=F,L,2008-04-21,2008-04-22,2008-06-11,1387.5,1346.453705262319,0.13302144433987084,-27.300187054031774,-27.49971922054158,-0.3887831037835201,-0.37847454110622925,0.5030655391101433,35,stop,1931,1932,50,4
ZW=F,S,2008-04-01,2008-04-02,2008-06-12,899.875,883.375,0.005139428172441598,4.2400282422643185,4.232319100005657,0.060542208577893844,-0.31474964234864355,0.6216879797046931,50,gap_stop,1915,1916,50,4
NQ=F,L,2008-04-03,2008-04-04,2008-06-24,1868.0,1896.6639932189223,0.18136131476453338,10.39707899317084,10.125037021024042,0.14458257994683624,-0.4493280023399059,1.0087219418524112,56,stop,1919,1920,50,4
NG=F,L,2008-04-16,2008-04-17,2008-07-09,10.479499687194824,12.044438381315373,0.00482606145005394,75.52490303392936,75.5176639417543,1.06862331465153,-0.18268058659531877,2.1952422413450634,57,stop,1906,1907,50,4
ZC=F,L,2008-03-03,2008-03-04,2008-07-11,555.375,666.4065907325237,0.025978542290084086,144.22194376900873,144.1829759555736,2.00754185227135,-0.9427172922395203,3.791215585337351,90,stop,1885,1886,50,4
6B=F,S,2008-05-07,2008-05-08,2008-07-15,1.948599951171875,2.0019006340375447,0.14653520757415567,-48.81516642228219,-49.03496923364342,-0.688576990393089,-0.5247223871761243,0.22249096081258646,46,stop,1860,1861,50,4
ZS=F,L,2008-06-11,2008-06-12,2008-07-18,1531.125,1476.6551669737432,0.007341288610807088,-19.993938241411126,-20.004950174327337,-0.27627917258075857,-0.20974469334652218,0.6685216056815133,25,stop,1945,1946,50,4
CL=F,L,2008-03-05,2008-03-06,2008-07-22,104.64999938964844,126.68592458292545,0.05977999240772211,131.7307440751232,131.6410740865116,1.8258543463805024,-0.49748691672509465,3.533817061501088,95,stop,1881,1882,50,4
SI=F,L,2008-07-14,2008-07-15,2008-07-24,19.054999237060546,17.241000289916993,0.044835243104939304,-81.33108378728512,-81.39833665194253,-1.1109731566264676,-0.9179066453959112,0.1958206906619664,7,gap_stop,1965,1966,50,4
GC=F,L,2008-07-11,2008-07-14,2008-07-29,964.8000122070313,916.1000122070312,0.11543706095170167,-56.21784868347876,-56.39100427490632,-0.7701970009154517,-0.6921522812358146,0.33740462271424015,11,gap_stop,1962,1963,50,4
ES=F,S,2008-06-23,2008-06-24,2008-08-11,1317.5,1313.1941590803522,0.1675337331070489,3.606868017168452,3.3555674175078787,0.04591349532761135,-0.23209815342988374,1.338146143848836,33,stop,1975,1976,50,4
YM=F,S,2008-06-11,2008-06-12,2008-08-11,12098.0,11806.67297358864,0.1814556290925723,26.431464424570862,26.159280980932003,0.3612738068197905,-0.3145030371949714,1.6113581905686583,41,stop,1558,1559,50,4
ZN=F,S,2008-05-28,2008-05-29,2008-08-15,114.0703125,116.34539702452159,0.018868889006643606,-42.9283173739304,-42.956620707440365,-0.6020017510085276,-0.5267980830139953,0.4069773425637533,48,stop,1928,1929,50,4
ZC=F,S,2008-07-23,2008-07-24,2008-08-21,571.125,597.2403131655452,0.013302734877310738,-17.370254363959532,-17.390208466275496,-0.24703997458591218,-0.3200756895169232,0.8114095892919788,20,stop,1984,1985,50,4
GC=F,S,2008-08-08,2008-08-11,2008-09-18,858.1999877929687,870.0000244140625,0.11236040439155034,-13.258568865812022,-13.427109472399346,-0.18875188137733934,-0.08213503661821192,1.8827743101944874,27,gap_stop,1982,1983,50,4
SI=F,S,2008-08-08,2008-08-11,2008-09-18,14.625000114440917,12.805000190734864,0.04351944063776175,79.2053786404565,79.14009947949987,1.1125136575263275,-0.14682590434808607,2.6581646792103637,27,gap_stop,1984,1985,50,4
CL=F,S,2008-07-29,2008-07-30,2008-09-22,121.8900015258789,110.87543192607372,0.035636632894175735,39.25221733156055,39.19876238221929,0.5550979682401709,-0.33862324103975483,1.5836050444082965,37,stop,1982,1983,50,4
ZN=F,L,2008-08-20,2008-08-21,2008-09-22,116.6171875,115.2578125,0.020452457381117208,-27.802559252456202,-27.833237938527876,-0.3878417431365322,-0.24269053688965056,1.1154858622175685,21,gap_stop,1980,1981,50,4
ZB=F,L,2008-07-10,2008-07-11,2008-09-22,117.37500762939452,116.68648072751382,0.015096848164769772,-10.394586095052148,-10.417231367299301,-0.14280826998106352,-0.8343108454651729,1.523099474857296,50,stop,1957,1958,50,4
6E=F,S,2008-08-12,2008-08-13,2008-09-22,1.488600032234192,1.461923131422427,0.0971551746385555,32.3974869647805,32.25175420282267,0.45211858810806616,-0.11746812919330198,1.7126674413421323,27,stop,2013,2014,50,4
6B=F,S,2008-08-14,2008-08-15,2008-09-22,1.864699976348877,1.8321955291091772,0.16845022462795264,34.221133993342924,33.96845865640099,0.47644878064449214,-0.16096025383066606,1.7794221160168506,25,stop,1929,1930,50,4
6E=F,S,2008-10-02,2008-10-03,2008-12-15,1.3812999891281128,1.3527095921231722,0.06370763568143242,22.7678324547284,22.672271001206248,0.311771319052934,-0.11060215804525642,1.6283720930145307,50,stop,2049,2050,50,4
6A=F,S,2008-09-30,2008-10-01,2008-12-18,0.7895999716758728,0.7004481305562519,0.096004557570248,85.58983063262251,85.44582379626713,1.193495875060893,-0.12605272523057412,2.5760196599264478,55,stop,1949,1950,50,4
ZW=F,S,2008-09-29,2008-09-30,2008-12-18,667.625,563.0106504719129,0.010680231460263347,55.865273351243104,55.84925300405271,0.7750496608946338,-0.16766847675456223,1.5757131434227092,56,stop,2041,2042,50,4
ZS=F,S,2008-09-29,2008-09-30,2008-12-26,1077.375,920.875,0.005946408482047878,46.53064637202465,46.52172675930157,0.6456066394731015,-0.07684810928731717,1.2424637266654166,61,gap_stop,2021,2022,50,4
ES=F,S,2008-09-17,2008-09-18,2009-01-02,1163.5,910.123286662279,0.11411890034515043,144.57535949584565,144.40418114532793,1.9501528737773213,-0.766724873188567,3.2711025996838865,73,stop,2035,2036,50,4
NQ=F,S,2008-09-17,2008-09-18,2009-01-02,1645.0,1259.318837678958,0.18357861005670542,141.60562340790293,141.33025549281788,1.9086400526285534,-0.7127690205983526,3.1101521264022023,73,stop,2035,2036,50,4
ZN=F,L,2008-12-12,2008-12-15,2009-01-05,127.0234375,124.04803633341274,0.01285122723315237,-38.23755650159954,-38.25683334244927,-0.4857887922601222,-0.45258635679816406,0.6157724234746851,13,stop,2060,2061,50,4
ZB=F,L,2008-12-17,2008-12-18,2009-01-05,140.65625,133.9088947589724,0.008044607162870981,-54.279822302405734,-54.29188921315004,-0.6927480979737184,-0.5805957142691982,0.24057833464193293,10,stop,2069,2070,50,4
HG=F,S,2008-09-29,2008-09-30,2009-01-06,2.8984999294281004,1.5351013710302592,0.07347459058769223,250.43787721532797,250.32766532944643,3.473929581691164,-0.10196457560464088,4.208588024728301,67,stop,2021,2022,50,4
6A=F,L,2009-01-06,2009-01-07,2009-02-02,0.7164000106811523,0.6247590147931816,0.08076473297488132,-74.01360562444151,-74.13475272390383,-0.9632094415661361,-0.8793558847092188,0.06401055473578937,17,stop,2016,2017,50,4
ZW=F,L,2008-12-24,2008-12-26,2009-02-04,582.375,543.6383078541274,0.01585953083386522,-30.717288174470525,-30.741077470721322,-0.39208508510515433,-0.3451391591231736,0.6460297081023506,26,stop,2102,2103,50,4
ZS=F,L,2008-12-31,2009-01-02,2009-02-17,965.375,904.8902904364488,0.01129973376163758,-34.17305573590513,-34.19000533654759,-0.4401641226040293,-0.2245746097670257,0.5900766062299582,30,stop,2086,2087,50,4
SI=F,L,2009-01-23,2009-01-26,2009-02-26,12.10500038146973,13.285011904196816,0.0510429939761541,60.23132104635111,60.15475655538688,0.782143551526048,-0.14268922294911898,1.5815269374451455,22,stop,2099,2100,50,4
NQ=F,L,2009-02-06,2009-02-09,2009-03-02,1273.25,1094.566838037401,0.19543124008458485,-69.84054384917084,-70.13369070929772,-0.9141625027751804,-0.8457242451777726,0.06495773569889518,14,stop,2133,2134,50,4
GC=F,L,2008-12-31,2009-01-02,2009-03-03,881.6,909.8260857765056,0.08655225661328367,24.430314193166648,24.300485808246723,0.312845871457201,-0.8468521594446141,1.3739060314736131,40,stop,2082,2083,50,4
CL=F,S,2008-12-17,2008-12-18,2009-03-09,40.30999969482422,48.24928063963248,0.04105670263929513,-32.596069692081485,-32.65765474604042,-0.41670180458782474,-0.5322531351136287,0.4143819578609762,53,stop,2081,2082,50,4
ZC=F,S,2009-03-02,2009-03-03,2009-03-16,342.625,397.76134025427956,0.026503989750420634,-73.0666498487565,-73.10640583338213,-0.9486877648549082,-0.6513310277292184,0.04514175439707454,9,stop,2136,2137,50,4
ES=F,S,2009-02-27,2009-03-02,2009-03-18,731.0,801.5506209174345,0.12275580448938585,-43.3024911397268,-43.48662484646087,-0.5675242091119246,-0.39850503831464,0.5226623869352818,12,stop,2147,2148,50,4
6E=F,S,2009-02-17,2009-02-18,2009-03-18,1.257599966430664,1.339927258476957,0.061220896932199724,-63.001883263415095,-63.0937146088134,-0.8149085495662761,-0.48629291966045396,0.11860774465485537,20,stop,2142,2143,50,4
YM=F,S,2009-02-10,2009-02-11,2009-03-23,7875.0,7561.435806295108,0.13413611608145828,21.030141542894146,20.828937368771957,0.2711350201667042,-0.07857361637185731,1.2353518574019788,27,stop,1726,1727,50,4
