market,dir,signal_date,entry_date,exit_date,entry_px,exit_px,contracts,gross_pnl,net_pnl,pnl_R,mae_R,mfe_R,bars_held,exit_reason,sig_own_i,ent_own_i,N,K
6B=F,L,2012-08-31,2012-09-04,2012-11-09,1.5879000259399414,1.5905520306105603,0.34753561474388617,5.760412959419935,5.239109537304105,0.06213778640965089,-0.13911533743455673,1.0948779508895747,46,stop,2950,2951,50,4
NQ=F,S,2012-10-23,2012-10-24,2012-11-29,2659.75,2683.2372779605093,0.2811239989259444,-13.205675008287175,-13.627361006676091,-0.16334794612729495,-0.23082902147573836,1.1305567402205872,23,stop,3069,3070,50,4
ES=F,S,2012-11-08,2012-11-09,2012-12-03,1375.5,1424.0230952404759,0.21772783286451486,-52.82414185293633,-53.150733602233096,-0.6330842314218693,-0.5705436340191108,0.4570832522539467,15,stop,3079,3080,50,4
ZS=F,S,2012-10-12,2012-10-15,2012-12-07,1518.625,1491.62762175561,0.011484905134436112,15.503116400765363,15.48588904306371,0.18247240754272848,-0.3797649063444332,0.9904336421588671,36,stop,3040,3041,50,4
NG=F,L,2012-09-27,2012-09-28,2012-12-12,3.2865000858306885,3.376572285916384,0.015954084541201227,14.370194949791747,14.346263822979944,0.1669148194633794,-0.07146456013645903,1.2000421586504957,50,stop,3029,3030,50,4
6B=F,S,2012-11-14,2012-11-15,2012-12-12,1.5843999551773071,1.6136880574740649,0.40869620903938614,-74.81210236651636,-75.42514668007543,-0.8902609219155247,-0.8622814100442127,0.0663262839053289,18,stop,3000,3001,50,4
ZN=F,L,2012-12-06,2012-12-07,2012-12-18,134.3671875,132.60906119547488,0.04759013095182196,-83.6694610621933,-83.74084625862105,-1.014375777335369,-0.8602047215082492,0.3377767231053334,7,stop,3062,3063,50,4
ZB=F,L,2012-11-08,2012-11-09,2012-12-18,151.546875,147.9174033424975,0.015847899999763732,-57.51950388007644,-57.54327573007609,-0.6854042836304587,-0.5987424075999855,0.20941236916058611,26,stop,3049,3050,50,4
6A=F,L,2012-12-04,2012-12-05,2012-12-24,1.0455000234603882,1.0295564305657532,0.2892456448222966,-46.11614807592883,-46.550016543162265,-0.5660172396958304,-0.43963042559063165,0.4818346268144923,13,stop,3001,3002,50,4
CL=F,S,2012-10-23,2012-10-24,2012-12-27,86.58999847412109,91.43386260863254,0.08771767325275057,-42.48924914317927,-42.6208256530584,-0.5108857341686255,-0.49523388182276556,0.26706806163236885,42,stop,3051,3052,50,4
ZC=F,S,2012-09-26,2012-09-27,2013-01-15,724.625,729.0975159301886,0.02251357440565166,-5.034616008738161,-5.068386370346638,-0.05954259312413588,-0.6793980896863483,0.616582694532866,73,stop,3038,3039,50,4
NG=F,S,2012-12-13,2012-12-14,2013-01-22,3.33749998664856,3.612323175899304,0.015677641430353457,-43.085794178193325,-43.10931064033886,-0.5265620483849829,-0.46246232242918967,0.5505504278481085,24,stop,3081,3082,50,4
6E=F,L,2012-12-17,2012-12-18,2013-02-20,1.317499978637695,1.3274487794364953,0.18858799262853213,23.4528046463359,23.1699226573931,0.2845841741430887,-0.49221822054083114,1.563522970918939,42,stop,3108,3109,50,4
CL=F,L,2013-01-02,2013-01-03,2013-02-26,92.92000366210938,91.90999816894532,0.11375945429871141,-11.48976737410442,-11.660406555552488,-0.14365724750680436,-0.19621470927446935,0.7456113443875275,36,gap_stop,3097,3098,50,4
ZW=F,S,2012-12-11,2012-12-12,2013-03-20,805.125,735.0801224194229,0.023722961874130206,83.08359801610744,83.04801357329625,1.0112030649116655,-0.254552384220868,1.8829655088111015,66,stop,3099,3100,50,4
ZB=F,S,2013-01-02,2013-01-03,2013-04-05,145.640625,146.75023890833714,0.016836970995977033,-18.682537191405117,-18.707792647899083,-0.230481671965843,-0.18474500008895064,0.7551857021179912,63,stop,3085,3086,50,4
6B=F,S,2013-01-24,2013-01-25,2013-04-05,1.5784000324249268,1.5353631866412767,0.33754141722804026,90.7919869927366,90.28567486689452,1.1081256760783607,-0.23303236870047916,2.467573209054606,48,stop,3047,3048,50,4
GC=F,S,2012-12-18,2012-12-19,2013-04-26,1675.200048828125,1468.9104328104906,0.12378457424922658,255.3547229077931,255.16904604641925,3.15045035209985,-0.29801876704536107,5.382705126147271,87,stop,3079,3080,50,4
ZC=F,S,2013-04-04,2013-04-05,2013-04-29,629.625,685.296336604832,0.02708768799336573,-75.40038980626656,-75.4410213382566,-0.8846566766724312,-0.5896246144767541,0.04963170155528233,16,stop,3166,3167,50,4
ZS=F,S,2013-04-04,2013-04-05,2013-04-29,1371.625,1453.426686929461,0.01707801573174719,-69.85052481323974,-69.87614183683736,-0.8194002986637788,-0.6996751260729339,0.17147673036134517,16,stop,3156,3157,50,4
6E=F,S,2013-02-26,2013-02-27,2013-05-01,1.3065999912261963,1.3208262405612894,0.14421802375441142,-25.646019556807932,-25.862346592439547,-0.3115895339494233,-0.30841214531512884,0.6841558106723966,44,stop,3155,3156,50,4
HG=F,S,2013-05-01,2013-05-02,2013-05-03,3.0699998970031737,3.313367036983822,0.14248724407137808,-86.69178268343975,-86.90551354954681,-1.0045292253208398,-0.2635192473729908,0.0,1,stop,3175,3176,50,4
NG=F,L,2013-03-19,2013-03-20,2013-05-07,3.9685000076293946,3.9178887173704258,0.020109961427498838,-10.177910949038106,-10.208075891179353,-0.12093668201661764,-0.258497046495407,1.132858580648883,33,stop,3145,3146,50,4
ZB=F,L,2013-04-26,2013-04-29,2013-05-10,148.765625,144.90520121175066,0.020065758469147824,-77.46233132356383,-77.49242996126756,-0.8936833292027011,-0.6399900911681708,0.20609850393551263,9,stop,3164,3165,50,4
ZN=F,L,2013-04-26,2013-04-29,2013-05-13,133.3984375,131.83632371473732,0.04633000891430932,-72.37274559638551,-72.44224060975698,-0.8354418979426691,-0.8139756302949315,0.20453746607411102,10,stop,3158,3159,50,4
ZS=F,L,2013-05-13,2013-05-14,2013-05-15,1522.375,1414.375,0.01668789396069999,-90.11462738777995,-90.13965922872099,-1.062671126615862,-0.07500571452787141,0.22255793982860206,1,gap_stop,3183,3184,50,4
6B=F,L,2013-04-30,2013-05-01,2013-05-17,1.5529000593185425,1.5154140160917755,0.3115262613304749,-72.98679311567052,-73.45408250766623,-0.8507388983362484,-0.8095630598483333,0.1668717553255886,12,stop,3113,3114,50,4
ES=F,L,2013-01-18,2013-01-22,2013-06-06,1478.25,1600.475201794075,0.24164585749665254,147.67606847615326,147.3135996899083,1.825476237493454,-0.04865932296650117,3.1067106201689207,94,stop,3127,3128,50,4
YM=F,L,2013-01-15,2013-01-16,2013-06-06,13477.0,14848.544637506731,0.28977498833260995,198.7196656655834,198.28500318308446,2.4606864806878432,-0.16002481086784492,3.6787726183776486,97,stop,2715,2716,50,4
6E=F,L,2013-06-06,2013-06-07,2013-06-26,1.3242000175476074,1.2989897099376693,0.14686550287340258,-46.281556309084166,-46.501854563394275,-0.551760831709658,-0.3855539264086003,0.3964425804764826,13,stop,3225,3226,50,4
ZS=F,L,2013-06-03,2013-06-04,2013-07-15,1532.125,1423.625,0.013647986073708132,-74.04032444986662,-74.06079642897718,-0.8717052311295684,-0.3744886796408009,0.7861250299162121,28,gap_stop,3197,3198,50,4
GC=F,S,2013-06-25,2013-06-26,2013-07-22,1273.8000244140626,1317.1,0.08261710014554226,-35.773184192829184,-35.897109843047495,-0.4064736813611035,-0.19271260163259452,0.8475619331361971,17,gap_stop,3208,3209,50,4
SI=F,S,2013-02-19,2013-02-20,2013-08-09,28.734999771118165,20.40400016784668,0.041212795533677044,343.3437832407724,343.2819640474719,4.087175467717543,-0.32139966381291835,5.176745841345785,119,gap_stop,3123,3124,50,4
YM=F,L,2013-07-19,2013-07-22,2013-08-19,15508.0,15023.787540949414,0.2663702543482154,-64.48989793793976,-64.88945331946209,-0.7368994126435507,-0.7259907079514546,0.1391482190240288,20,stop,2843,2844,50,4
ES=F,L,2013-07-12,2013-07-15,2013-08-21,1670.25,1640.0696997236982,0.20762926990265582,-31.331568559057267,-31.643012463911248,-0.35397595424240835,-0.33968814505546263,0.40356112959580603,27,stop,3247,3248,50,4
NG=F,S,2013-06-06,2013-06-07,2013-08-29,3.844499956130981,3.645640465472326,0.01765517649692856,35.10899405667873,35.082511291933336,0.416266314336167,-0.29013671807480595,1.4988642469775981,58,stop,3200,3201,50,4
6A=F,S,2013-05-07,2013-05-08,2013-09-10,1.0154999660491943,0.9316280390114988,0.2592955166227851,217.476146513878,217.08720323894386,2.5555447437957555,-0.3357668154448466,4.065821654188026,86,stop,3106,3107,50,4
SI=F,L,2013-08-16,2013-08-19,2013-09-11,23.165999298095702,22.765000457763673,0.044464527205080144,-17.830223845149103,-17.89692063595672,-0.2020323391664394,-0.1837119540642509,0.9130388792144545,16,gap_stop,3248,3249,50,4
ZN=F,S,2013-05-22,2013-05-23,2013-09-18,131.1015625,126.40694171219268,0.039030437123678464,183.2331014780276,183.17455582234209,2.1463056343822653,-0.28940423561783013,3.5550273387622338,81,stop,3176,3177,50,4
ZW=F,S,2013-08-08,2013-08-09,2013-09-25,641.375,674.4274719265919,0.03447163007083783,-56.96862925901146,-57.02033670411772,-0.6459101465219284,-0.46126018773448313,0.3587579237934869,32,stop,3264,3265,50,4
CL=F,L,2013-06-14,2013-06-17,2013-09-30,97.8599984741211,102.27112225101706,0.1064381555192324,46.951187857983626,46.79153062470478,0.5511739552199906,-0.6507080193762221,1.8029249270251249,73,stop,3210,3211,50,4
ES=F,L,2013-09-17,2013-09-18,2013-10-08,1706.25,1661.273234512618,0.2669844375531337,-60.040482183039344,-60.440958839369046,-0.6903100837992454,-0.6555974854617189,0.41165423505735843,14,stop,3293,3294,50,4
NQ=F,L,2013-09-09,2013-09-10,2013-10-09,3171.75,3111.08738777896,0.29307424517868197,-35.55729857449679,-35.996909942264814,-0.4078515471508698,-0.18263215227321553,0.529633241592325,21,stop,3287,3288,50,4
YM=F,S,2013-10-08,2013-10-09,2013-10-16,14685.0,15287.69016537099,0.28797181840544134,-86.7788914284801,-87.21084915608826,-1.0066479398039245,-0.9639512715691194,0.0614934431863059,5,stop,2899,2900,50,4
ZB=F,S,2013-05-28,2013-05-29,2013-10-18,140.734375,134.4793061934636,0.015762460829480553,98.59527704873568,98.57163335749146,1.1492541689667677,-0.46805381089400494,2.012918536421457,100,stop,3185,3186,50,4
6E=F,L,2013-08-20,2013-08-21,2013-11-01,1.3419999910354614,1.3494234684977957,0.18227854752613865,16.914258617841508,16.6408407965523,0.18845330939903532,-0.8128008520275747,1.0682530119915092,51,stop,3277,3278,50,4
ZW=F,L,2013-09-27,2013-09-30,2013-11-05,681.625,658.9235483152727,0.03498738580415355,-39.71322242039531,-39.76570349910155,-0.4572756693172866,-0.3947849497170993,0.5959492553054302,26,stop,3299,3300,50,4
NG=F,S,2013-11-04,2013-11-05,2013-11-27,3.441500078201294,3.867499937057495,0.02058324128703536,-87.68457883080198,-87.71545369273254,-1.0163463771186447,-0.9718671432757092,0.1490597241079392,16,gap_stop,3305,3306,50,4
ZN=F,L,2013-10-22,2013-10-23,2013-12-06,127.4921875,125.45245978028417,0.03404959937790731,-69.45191169633632,-69.50298609540319,-0.7965305964382725,-0.7712968483701096,0.22254810249414228,31,stop,3282,3283,50,4
CL=F,S,2013-10-09,2013-10-10,2013-12-19,101.44999908447265,98.34038670936785,0.10825301105073408,33.662490280571966,33.50011076399587,0.3889792053337052,-0.2664747802844275,1.2167338590052041,49,stop,3291,3292,50,4
NG=F,L,2013-12-19,2013-12-20,2014-01-09,4.472500194549561,4.023250748255668,0.018850685132847527,-84.68659858192264,-84.7148746096219,-0.971744010803377,-0.6324784807086575,0.12865757420198484,12,stop,3337,3338,50,4
SI=F,S,2013-11-26,2013-11-27,2014-01-14,19.810000534057618,20.411646035667122,0.07074231821956915,-42.561797530231814,-42.66791100756117,-0.4914864101828565,-0.4848489929433403,0.7130139124415644,31,stop,3319,3320,50,4
GC=F,S,2013-11-27,2013-11-29,2014-01-23,1237.700048828125,1258.0185378644683,0.1286984626956888,-26.149583032765747,-26.342630726809283,-0.30256705666853473,-0.43311452891638536,0.8233631608222687,36,stop,3317,3318,50,4
ES=F,L,2013-10-17,2013-10-18,2014-01-24,1727.75,1782.7970032403136,0.21539005041979956,59.28288401695013,58.95979894132042,0.6845664288178652,-0.00937813562798506,1.4848714744309681,66,stop,3315,3316,50,4
ZN=F,S,2013-12-18,2013-12-19,2014-01-24,124.1171875,125.11567727509936,0.037013078620020026,-36.957180547038654,-37.012700164968685,-0.4280960463241634,-0.33779799050355014,0.5786044787833087,23,stop,3322,3323,50,4
NQ=F,L,2013-10-16,2013-10-17,2014-01-27,3260.5,3476.0460937159005,0.2571304926836422,110.846946546408,110.46125080738254,1.2940376759953884,-0.03162859101134985,2.257678948857782,68,stop,3314,3315,50,4
ZC=F,S,2013-09-13,2013-09-16,2014-02-03,457.125,438.34524471426585,0.028216803017497124,26.49523278071805,26.45290757619181,0.3006638353809305,-0.18240510744480207,0.8158118541762027,96,stop,3279,3280,50,4
ZW=F,S,2014-01-08,2014-01-09,2014-02-06,587.625,592.3223246562886,0.04689564124374014,-11.014202594334325,-11.084546056199937,-0.12712719680492224,-0.15126747875807992,1.005088358859242,19,stop,3369,3370,50,4
NG=F,L,2014-01-22,2014-01-23,2014-02-10,4.700499881744385,4.633224449721619,0.014637366215844116,-9.847351358463458,-9.869307407787224,-0.11357782069274107,-0.08001353130890666,1.7459795176350965,12,stop,3358,3359,50,4
ES=F,S,2014-01-29,2014-01-30,2014-02-11,1769.75,1817.9161455060232,0.22663209582676638,-54.57997251963513,-54.91992066337527,-0.6349560529761223,-0.34390183532444973,0.4945635917523039,8,stop,3385,3386,50,4
YM=F,S,2014-01-29,2014-01-30,2014-02-12,15688.0,15998.273930413166,0.2612191304933188,-40.52474315863592,-40.916571854375896,-0.4730564911994489,-0.42885165491892796,0.622136907840135,9,stop,2976,2977,50,4
6A=F,S,2014-01-23,2014-01-24,2014-02-12,0.8726999925613403,0.9042918454739705,0.24373247845466084,-76.99960609370434,-77.36520481138633,-0.8967364386298763,-0.8475279041328084,0.26838324676906306,13,stop,3286,3287,50,4
SI=F,L,2014-02-13,2014-02-14,2014-03-07,20.52500045776367,20.887216660979224,0.07477642183527143,27.085231607216585,26.973066974463677,0.32260583477400534,-0.004471740275292843,1.3611981219061295,14,stop,3372,3373,50,4
CL=F,L,2014-02-12,2014-02-13,2014-03-12,100.27999664306641,98.66888091237772,0.13296400797807018,-21.4220404868886,-21.621486498855706,-0.25974401349323917,-0.15334299740897406,0.789080747116872,18,stop,3377,3378,50,4
ZS=F,L,2014-02-18,2014-02-19,2014-03-12,1360.875,1365.7453328886083,0.02080581816208332,5.0665630234599615,5.035354296216836,0.05909093969795257,-0.20906255119539532,1.2101211904959743,15,stop,3376,3377,50,4
GC=F,L,2014-02-10,2014-02-11,2014-03-24,1274.1,1314.6076598611096,0.12802701318064866,51.86074702955523,51.66870650978426,0.6175478761350411,-0.004589815409839115,1.7949103391224486,28,stop,3366,3367,50,4
NQ=F,L,2014-02-12,2014-02-13,2014-03-27,3623.5,3554.6446336724443,0.2174074257929566,-29.939335890609797,-30.26544702929923,-0.3635859487262018,-0.2755413814655038,0.6111533958571365,29,stop,3395,3396,50,4
ES=F,L,2014-03-06,2014-03-07,2014-04-14,1876.5,1804.4265895051133,0.21723826949005542,-78.28551486077797,-78.61137226501305,-0.9043852193432815,-0.8653547761708292,0.19993756561347678,26,stop,3410,3411,50,4
HG=F,S,2014-03-11,2014-03-12,2014-04-24,3.023999893188477,3.132505879439078,0.18919669274805023,-51.32243435494792,-51.60622939406999,-0.6033007137177316,-0.376006110983365,0.533595366133709,30,stop,3391,3392,50,4
ZC=F,L,2014-02-05,2014-02-06,2014-05-19,442.875,476.39026398059633,0.06613883432045872,110.83302458095491,110.73381632947422,1.303740807231051,-0.21900804022104242,2.983376192344422,70,stop,3378,3379,50,4
ZW=F,L,2014-03-11,2014-03-12,2014-05-19,668.125,665.2631982038772,0.028703778679130917,-4.107226268972396,-4.150281936991093,-0.04851871729664196,-0.1992390241510032,1.122030293903018,47,stop,3411,3412,50,4
HG=F,L,2014-05-19,2014-05-20,2014-06-06,3.1780000095367433,3.054022064995658,0.2326941543768764,-72.12235741592784,-72.47139864749315,-0.8573126235441412,-0.6881732715948332,0.15139847178672877,12,stop,3439,3440,50,4
SI=F,S,2014-04-21,2014-04-22,2014-06-12,19.34599983215332,19.51999938964844,0.07900777799728377,-13.747318410199956,-13.86583007719588,-0.1640635235720836,-0.531923407597603,0.6927146727141958,36,gap_stop,3417,3418,50,4
ZB=F,L,2014-01-31,2014-02-03,2014-06-20,133.796875,134.9463103640843,0.02226145539268237,25.588104084334205,25.554711901245184,0.2990402084813157,-0.5576384928178838,1.3798499931770993,95,stop,3357,3358,50,4
GC=F,L,2014-07-01,2014-07-02,2014-07-24,1326.900048828125,1292.9684410502055,0.18367853746730997,-62.32508090562645,-62.600598711827416,-0.7242766070222107,-0.6970424022461339,0.3570188456813054,15,stop,3464,3465,50,4
SI=F,L,2014-06-19,2014-06-20,2014-07-24,20.955000762939452,20.50982441989622,0.09335040086649707,-41.55739007936701,-41.69741568066675,-0.48818063894789737,-0.3060187223676632,0.6229620391939286,23,stop,3459,3460,50,4
6B=F,L,2013-09-09,2013-09-10,2014-07-30,1.5694999528884888,1.6883529270373818,0.32064815942981867,238.18742127251485,237.70644903337015,2.6932573701880274,-0.022704240345629217,3.3809636449264375,223,stop,3204,3205,50,4
YM=F,L,2014-04-30,2014-05-01,2014-07-31,16516.0,16585.44757789677,0.2620190574333726,9.09829445077142,8.70526586462136,0.1014424004376388,-0.322123803001429,0.8686656109375027,63,stop,3039,3040,50,4
ES=F,L,2014-05-30,2014-06-02,2014-08-01,1921.5,1920.9685763642801,0.25692328003060877,-0.6826755178747086,-1.0680604379206218,-0.012508837398000525,-0.11659939129655252,0.9666465665552901,43,stop,3469,3470,50,4
ZW=F,S,2014-05-22,2014-05-23,2014-08-06,659.875,569.0716847184764,0.02563989439108654,116.40937070894002,116.37091086735337,1.3828681389709414,-0.055224346364597415,2.2108781423895723,51,stop,3462,3463,50,4
6A=F,L,2014-03-26,2014-03-27,2014-08-08,0.9173000288963318,0.9224564385527338,0.2581204192543181,13.309746223575173,12.922565594693696,0.1525688209539464,-0.0396177260798204,0.8563381137705973,93,stop,3329,3330,50,4
ES=F,S,2014-08-07,2014-08-08,2014-08-19,1905.0,1977.5743522949565,0.23552720394895502,-85.46617137218766,-85.81946217811108,-1.0076046308407554,-0.8849024978335397,0.20394237254757364,7,stop,3517,3518,50,4
YM=F,S,2014-08-05,2014-08-06,2014-08-19,16368.0,16898.6780932589,0.2974913832906499,-78.9360800228172,-79.38231709775316,-0.9323118970906463,-0.7808891226070009,0.2795128850494858,9,stop,3106,3107,50,4
ZB=F,L,2014-07-29,2014-07-30,2014-09-12,138.984375,138.03234543412344,0.024355013207905136,-23.186692651239756,-23.223225171051613,-0.2688691012405149,-0.7181486728127172,0.8326999948564636,31,stop,3479,3480,50,4
6B=F,S,2014-08-19,2014-08-20,2014-09-19,1.6609000133514404,1.6436999870300293,0.5143992303954632,55.29800189072255,54.52640304512936,0.6463734937301632,-0.26296751223770537,2.1266256220458977,21,gap_stop,3442,3443,50,4
NG=F,S,2014-07-23,2014-07-24,2014-09-30,3.765499959945679,4.164871293337619,0.019917139819304326,-79.54334686989266,-79.57322257962163,-0.9106780396351493,-0.9037916433710546,0.09459600740508864,47,stop,3484,3485,50,4
ES=F,L,2014-09-18,2014-09-19,2014-10-01,2013.75,1954.5498516462105,0.26608784775307137,-78.76220031061186,-79.16133208224147,-0.9058494639406933,-0.8868168018808782,0.13321282431687012,8,stop,3546,3547,50,4
NQ=F,L,2014-08-18,2014-08-19,2014-10-02,4017.25,3964.784198296464,0.24652721093795335,-25.868495527192813,-26.238286343599746,-0.31087584891085956,-0.3023129346197195,0.6455184401058744,31,stop,3524,3525,50,4
ZC=F,S,2014-06-11,2014-06-12,2014-10-09,440.125,348.2571240906121,0.04447757652946921,204.30302406797912,204.2363077031849,2.395492596762498,-0.4597292413382475,3.1789787964878813,83,stop,3465,3466,50,4
GC=F,S,2014-09-02,2014-09-03,2014-10-14,1266.200048828125,1236.0000244140624,0.18863964292328558,56.96921821743291,56.68625875304798,0.6602790631562272,-0.1428201645030851,1.8325201040921373,29,gap_stop,3507,3508,50,4
6E=F,S,2014-07-29,2014-07-30,2014-10-15,1.340999977493286,1.2835447217957074,0.35152569740993667,252.46248536196887,251.93519681585397,2.9168037359069166,-0.18822934660192234,4.59889898759235,54,stop,3513,3514,50,4
NQ=F,S,2014-10-10,2014-10-13,2014-10-23,3848.25,4002.3250057547393,0.19259396743025825,-59.34783328029024,-59.63672423143563,-0.6756184678025348,-0.5880160513645242,0.7167468381196519,8,stop,3562,3563,50,4
ES=F,S,2014-10-10,2014-10-13,2014-10-24,1891.75,1957.6495095899513,0.1809379069978914,-59.61859668696632,-59.89000354746316,-0.6784878437722228,-0.6610693371352595,0.8071195395256074,9,stop,3562,3563,50,4
NG=F,S,2014-10-23,2014-10-24,2014-11-03,3.6515001163482665,4.008499969482422,0.020259579199743267,-72.32666798868135,-72.35705735748095,-0.8366228640798925,-0.7109477320266216,0.25884657535655686,6,gap_stop,3549,3550,50,4
ZN=F,L,2014-10-13,2014-10-14,2014-11-06,127.3671875,125.90227045753018,0.040454826574967705,-59.26296489983122,-59.32364713969366,-0.6728476877156799,-0.6488254404135748,1.4517917313121425,17,stop,3526,3527,50,4
GC=F,S,2014-11-05,2014-11-06,2014-11-18,1140.9999755859376,1197.1999755859374,0.17320406288371085,-97.34068334064519,-97.60048943497075,-1.1137992629647524,-0.9882873174907278,0.15812541102667843,8,gap_stop,3553,3554,50,4
SI=F,S,2014-09-11,2014-09-12,2014-11-21,18.6150008392334,16.396000747680663,0.10406835058526308,230.92767947644103,230.77157695056314,2.6289115684351354,-0.0889143437258802,4.232340887274591,50,gap_stop,3517,3518,50,4
NG=F,L,2014-11-20,2014-11-21,2014-12-03,4.461500038146973,3.7762064474708996,0.012771514130333986,-87.52236776746781,-87.54152503866331,-1.0024130088706575,-0.8855012679397465,0.10310132716098844,7,stop,3569,3570,50,4
YM=F,L,2014-11-05,2014-11-06,2014-12-12,17416.0,17376.264031667783,0.20227887995588073,-4.018873584101646,-4.322291904035467,-0.04932521921665978,-0.05655507142900677,0.6509604139991799,25,stop,3171,3172,50,4
NQ=F,L,2014-10-31,2014-11-03,2014-12-15,4150.5,4155.68715188257,0.16140811322569965,1.6744967967615534,1.4323846269230038,0.01652273714376333,-0.11450456973684514,0.7354358544073794,29,stop,3577,3578,50,4
ZB=F,L,2014-10-13,2014-10-14,2014-12-23,142.296875,142.64958821300647,0.02147725267968805,7.57531079920453,7.543094920184998,0.0855536404111343,-0.4986076868164863,1.3892504250993705,49,stop,3532,3533,50,4
ZW=F,L,2014-12-05,2014-12-08,2015-01-02,603.875,584.5962041101893,0.03022533025100821,-29.135398630565373,-29.180736625941886,-0.32789376411596777,-0.2950548643233289,1.241777666396744,17,stop,3599,3600,50,4
ES=F,L,2014-12-23,2014-12-24,2015-01-06,2079.0,1996.3737127740503,0.18334855498542235,-75.74705183344167,-76.0220746659198,-0.837608559676286,-0.7019944681580457,0.09848123833871864,7,stop,3613,3614,50,4
ZC=F,L,2014-12-11,2014-12-12,2015-01-14,390.125,380.50402509945724,0.04962552076628073,-23.87229448593753,-23.94673276708695,-0.26760212131020683,-0.15596993546064022,0.745189691645281,21,stop,3593,3594,50,4
GC=F,L,2015-01-13,2015-01-14,2015-02-06,1229.6999755859374,1233.0683528822126,0.13716946298817964,4.620385048716436,4.414630854234167,0.04797275680955631,-0.061114122059839064,1.1000545609902987,16,stop,3599,3600,50,4
ZN=F,L,2015-01-06,2015-01-07,2015-02-17,128.5234375,127.77716770424934,0.03533831481117082,-26.37191697630509,-26.424924448521846,-0.2888005116949534,-0.2564714312977917,1.0228684142347222,27,stop,3584,3585,50,4
ZB=F,L,2015-01-06,2015-01-07,2015-02-17,148.546875,144.97102740719723,0.017891872375278412,-63.97860876387375,-64.00544657243667,-0.6995216110227218,-0.5896812662220651,0.650788133188082,27,stop,3590,3591,50,4
HG=F,S,2014-11-25,2014-11-26,2015-02-24,2.9565000171661375,2.672239827335993,0.23649837240164373,168.06768058352876,167.7129330249263,1.9109949517871798,-0.15158111751024864,3.5469860890601193,59,stop,3572,3573,50,4
6B=F,S,2014-10-14,2014-10-15,2015-02-25,1.5897000001907349,1.5475654239490815,0.3191643242996446,84.04908472386978,83.57033823742032,0.9437429811954318,-0.6329978114244483,2.1422797741785273,90,stop,3481,3482,50,4
6E=F,S,2015-02-26,2015-02-27,2015-03-18,1.1199000047683716,1.09886302940656,0.15147687034203666,39.832689865871934,39.60547456035888,0.43184543005540865,-0.10322801876056599,1.519521920167462,13,stop,3659,3660,50,4
ZW=F,S,2015-03-05,2015-03-06,2015-03-23,481.875,540.2529793969393,0.03123098341563872,-91.16008531921548,-91.20693179433894,-0.9966510526307997,-0.8297180956188354,0.0,11,stop,3659,3660,50,4
NQ=F,L,2015-02-12,2015-02-13,2015-03-26,4343.0,4273.7280644846605,0.16487490001371824,-22.842406883696665,-23.089719233717243,-0.2512166770628947,-0.19642577669365363,0.5031728800234688,28,stop,3647,3648,50,4
GC=F,S,2015-03-06,2015-03-09,2015-03-26,1169.3000244140626,1207.9746202073968,0.1344462828894941,-51.996556466674505,-52.19822589100875,-0.5694679484052896,-0.43856348276942586,0.3666924153670262,13,stop,3635,3636,50,4
CL=F,S,2014-07-31,2014-08-01,2015-04-07,97.6899969482422,53.24599837147272,0.13187619794511615,586.1105553782512,585.9127410813336,6.877964652277828,-0.15171203428180802,8.616613297964879,170,stop,3494,3495,50,4
6A=F,S,2014-09-29,2014-09-30,2015-04-28,0.8667000102043152,0.7952473371422646,0.2935332044399695,209.73732089705203,209.2970210903921,2.384055699530588,-0.7188669837374326,3.8885735153172267,144,stop,3458,3459,50,4
ZB=F,L,2015-04-01,2015-04-02,2015-05-01,166.046875,157.7610253158307,0.010900437224030952,-90.31938433004422,-90.33573498588026,-1.0058714830248192,-0.9463404487673981,0.07396247996378462,20,stop,3649,3650,50,4
NG=F,S,2014-12-19,2014-12-22,2015-05-08,3.3484999046325683,2.8807207205691925,0.0125043988225687,58.492974784242236,58.474218186008386,0.6443029807604723,-0.004822454898294828,1.247604420618651,94,stop,3589,3590,50,4
SI=F,L,2015-05-13,2015-05-14,2015-05-28,17.13,16.584050310641327,0.07300869715273638,-39.859075531017766,-39.96858857674687,-0.4464052555698129,-0.40118968379784015,0.4745784244845708,9,stop,3685,3686,50,4
HG=F,L,2015-03-23,2015-03-24,2015-05-29,2.880500114440918,2.778031486371984,0.14877663467134403,-38.11234410871413,-38.335509060721144,-0.4231059000951122,-0.8825949284358726,0.33045906061794716,46,stop,3651,3652,50,4
ZS=F,S,2015-03-17,2015-03-18,2015-06-18,954.125,977.8679607479321,0.027221746962201088,-32.31624348068402,-32.35707610112732,-0.348461723952473,-0.6797601956122192,0.4928719477619595,64,stop,3647,3648,50,4
ZC=F,S,2015-04-27,2015-04-28,2015-06-25,360.125,375.66041037591316,0.0627728800518924,-48.76012260420606,-48.854281924283896,-0.5456460148793679,-0.3987510299668979,0.46886110116986895,41,stop,3685,3686,50,4
ES=F,L,2015-02-13,2015-02-17,2015-06-29,2091.5,2048.9548145842637,0.1530976773416585,-32.56784534609719,-32.79749186210968,-0.35818038753870624,-0.48696270938453273,0.35529468066682646,92,stop,3648,3649,50,4
CL=F,L,2015-04-07,2015-04-08,2015-07-06,53.19000030517578,54.395411913793865,0.08823706199498273,10.636197883910587,10.503842290918112,0.11727893156641975,-0.3063959521039369,0.9250996364530905,61,stop,3665,3666,50,4
