level,group,timeframe,strategy,sizing,instrument,period,start,end,n_bars,bars_per_year,ann_ret_gross,ann_vol_gross,sharpe_gross,ann_ret_net,ann_vol_net,sharpe_net,max_dd_net,tstat_net,win_rate_net,profit_factor_net,trades_per_year,turnover_units_per_year,flag
instrument,futures,4h,buyhold,fixed,GC=F,FULL,2024-02-12,2026-07-07,3720,1550.1000,0.3196,0.2167,1.4751,0.3196,0.2167,1.4749,-0.2859,2.2849,0.5395,1.1255,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,GC=F,IS,2024-02-12,2025-10-13,2605,1550.1000,0.4320,0.1582,2.7309,0.4319,0.1582,2.7306,-0.1007,3.5398,0.5519,1.2246,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,GC=F,OOS,2025-10-13,2026-07-07,1115,1550.1000,0.0570,0.3133,0.1820,0.0570,0.3133,0.1820,-0.2859,0.1544,0.5108,1.0142,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,SI=F,FULL,2024-02-12,2026-07-07,3720,1550.1000,0.5079,0.4463,1.1382,0.5079,0.4463,1.1381,-0.5218,1.7631,0.5309,1.1001,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,SI=F,IS,2024-02-12,2025-10-13,2605,1550.1000,0.5099,0.2878,1.7720,0.5099,0.2878,1.7718,-0.1946,2.2970,0.5314,1.1444,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,SI=F,OOS,2025-10-13,2026-07-07,1115,1550.1000,0.5033,0.6865,0.7331,0.5033,0.6865,0.7331,-0.5218,0.6218,0.5296,1.0580,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,CL=F,FULL,2024-02-12,2026-07-07,3682,1534.2000,0.0591,0.4334,0.1364,0.0591,0.4334,0.1363,-0.4200,0.2112,0.5135,1.0121,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,CL=F,IS,2024-02-12,2025-10-13,2569,1534.2000,-0.0977,0.3185,-0.3066,-0.0977,0.3185,-0.3068,-0.3657,-0.3970,0.5093,0.9760,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,CL=F,OOS,2025-10-13,2026-07-07,1113,1534.2000,0.4210,0.6225,0.6764,0.4210,0.6225,0.6764,-0.4200,0.5761,0.5232,1.0619,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,NG=F,FULL,2024-02-12,2026-07-07,3676,1531.7000,0.5186,0.7373,0.7033,0.5186,0.7373,0.7033,-0.5384,1.0895,0.4934,1.0626,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,NG=F,IS,2024-02-12,2025-10-13,2565,1531.7000,0.5600,0.6991,0.8010,0.5599,0.6991,0.8009,-0.4327,1.0365,0.4883,1.0691,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,NG=F,OOS,2025-10-13,2026-07-07,1111,1531.7000,0.4231,0.8192,0.5165,0.4231,0.8192,0.5165,-0.5384,0.4399,0.5050,1.0487,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,HG=F,FULL,2024-02-12,2026-07-07,3720,1550.1000,0.2660,0.3042,0.8745,0.2660,0.3042,0.8744,-0.2599,1.3546,0.5125,1.0756,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,HG=F,IS,2024-02-12,2025-10-13,2605,1550.1000,0.2475,0.3082,0.8031,0.2475,0.3082,0.8029,-0.2599,1.0409,0.5089,1.0734,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,HG=F,OOS,2025-10-13,2026-07-07,1115,1550.1000,0.3091,0.2946,1.0493,0.3091,0.2946,1.0493,-0.1717,0.8899,0.5207,1.0800,,0.0000,CONSISTENT
instrument,futures,4h,buyhold,fixed,ZB=F,FULL,2024-02-12,2026-07-07,3695,1539.6000,-0.0245,0.1023,-0.2398,-0.0246,0.1023,-0.2402,-0.1387,-0.3721,0.4936,0.9820,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,ZB=F,IS,2024-02-12,2025-10-13,2583,1539.6000,-0.0046,0.1103,-0.0413,-0.0046,0.1103,-0.0419,-0.1355,-0.0542,0.5004,0.9968,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,ZB=F,OOS,2025-10-13,2026-07-07,1112,1539.6000,-0.0709,0.0809,-0.8768,-0.0709,0.0809,-0.8768,-0.0813,-0.7451,0.4776,0.9399,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,ZN=F,FULL,2024-02-12,2026-07-07,3695,1539.6000,-0.0038,0.0545,-0.0692,-0.0038,0.0545,-0.0700,-0.0731,-0.1085,0.4946,0.9946,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,ZN=F,IS,2024-02-12,2025-10-13,2583,1539.6000,0.0144,0.0587,0.2461,0.0144,0.0587,0.2451,-0.0731,0.3175,0.4967,1.0195,,0.0000,FRAGILE
instrument,futures,4h,buyhold,fixed,ZN=F,OOS,2025-10-13,2026-07-07,1112,1539.6000,-0.0461,0.0434,-1.0631,-0.0461,0.0434,-1.0631,-0.0466,-0.9035,0.4897,0.9256,,0.0000,FRAGILE
portfolio,futures,4h,buyhold,fixed,EW_PORTFOLIO,FULL,2024-02-12,2026-07-07,3722,1550.9000,0.2225,0.1461,1.5234,0.2225,0.1461,1.5231,-0.1206,2.3596,0.5408,1.1289,,0.0000,CONSISTENT
portfolio,futures,4h,buyhold,fixed,EW_PORTFOLIO,IS,2024-02-12,2025-10-13,2605,1550.9000,0.2212,0.1334,1.6582,0.2212,0.1334,1.6577,-0.1206,2.1484,0.5363,1.1396,,0.0000,CONSISTENT
portfolio,futures,4h,buyhold,fixed,EW_PORTFOLIO,OOS,2025-10-13,2026-07-07,1117,1550.9000,0.2256,0.1721,1.3110,0.2256,0.1721,1.3110,-0.0951,1.1126,0.5515,1.1096,,0.0000,CONSISTENT
